Var1,ASP14_i10_plus_low
3SALACBOXL,NaN
3SALAOX,NaN
3SALATAi,1.6925
3SALATAim,2
3SPYRSP,NaN
3SPYRSPm,NaN
41R1H2MAE12BOOX,NaN
41R2A1H12BOOX,NaN
42A12BOOX,NaN
4ABUTtm,NaN
4HBZCOAFm,NaN
4HBZFm,NaN
4HDEBRISOQUINEte,NaN
4HGLSDm,NaN
4HOXPACDOX_NADP,NaN
4MOPt2im,NaN
4MPTNLte,NaN
4MPTNLtm,NaN
4MPTNLtr,NaN
4MTOLBUTAMIDEte,NaN
4NPHSFte,NaN
4NPHSULT,NaN
4NPHte,NaN
4PYRDX,NaN
5ADTSTSTERONEGLCte,0.8175
5ADTSTSTERONEGLCtr,NaN
5ADTSTSTERONESte,NaN
5ADTSTSTERONESULT,NaN
5ADTSTSTERONEte,NaN
5ADTSTSTERONEtr,NaN
5AOPtm,NaN
5DHFtl,NaN
5FTHFt2,NaN
5HLTDL,NaN
5HOMEPRAZOLEte,NaN
5HOXINDACTO2OX,NaN
5HOXINDACTOXm,1.2425
5HOXINOXDA,NaN
5HTRPDOX,NaN
5HTRPVESSEC,0.4975
5HXKYNDCL,NaN
5HXKYNOXDA,NaN
5MTHFt,NaN
5MTHFt2,NaN
5THFtl,NaN
5THFtm,NaN
6DHFtl,NaN
6DHFtm,NaN
6HTSTSTERONEte,NaN
6HTSTSTERONEtr,NaN
6THFtl,NaN
6THFtm,NaN
7DHCHSTEROLtr,NaN
7DHFtl,NaN
7DHFtm,NaN
7THFtl,NaN
7THFtm,NaN
A_MANASE,NaN
A_MANASEly,NaN
A4GALTc,NaN
A4GALTg,NaN
A4GNT1g,NaN
A4GNT2g,NaN
AACOAT,NaN
AACTOOR,NaN
AACTtm,NaN
AASAD3m,NaN
AATAi,NaN
ABO1g,NaN
ABO2g,NaN
ABO3g,NaN
ABO4g,NaN
ABO5g,NaN
ABO6g,NaN
ABO7g,NaN
ABO8g,NaN
ABO9g,NaN
ABTArm,NaN
ABTD,NaN
ABTti,NaN
ABUTD,1.3645
ABUTt2r,NaN
ABUTt2rL,NaN
ABUTt4_2_r,NaN
ACACT10m,2.375
ACACT1r,1.6655
ACACT1rm,2.375
ACACT1x,1.6655
ACACt2,2.4025
ACACt2m,2.4025
ACACT4p,NaN
ACACT5p,NaN
ACACT6p,NaN
ACACT7p,NaN
ACACT8p,NaN
ACACT9p,NaN
ACACtx,NaN
ACALDt,NaN
ACALDtm,NaN
ACALDtr,NaN
ACALDtx,NaN
ACCOAC,0.8365
ACCOACm,NaN
ACCOAgt,1.292
ACCOAL,NaN
ACCOALm,NaN
ACCOAtn,NaN
ACCOAtr,1.292
ACETONEt2,2.4025
ACETONEt2m,2.4025
ACGAGBSIDEtg,NaN
ACGAGBSIDEtl,NaN
ACGALFUCGALACGALFUC12GAL14ACGLCGALGLUSIDEte,NaN
ACGALFUCGALACGALFUC12GAL14ACGLCGALGLUSIDEtg,NaN
ACGALFUCGALACGALFUCGALACGLCGAL14ACGLCGALGLUSIDEte,NaN
ACGALFUCGALACGALFUCGALACGLCGAL14ACGLCGALGLUSIDEtg,NaN
ACGALK,NaN
ACGALK2,NaN
ACGALtlg,NaN
ACGALtly,NaN
ACGAM2E,NaN
ACGAM6PSi,1.4815
ACGAMK,1.8755
ACGAMPM,2.415
ACGAMtly,NaN
ACGBGBSIDEtg,NaN
ACGBGBSIDEtl,NaN
ACGPID,0.343
ACGSm,NaN
ACHEe,NaN
ACHtn,NaN
ACHVESSEC,NaN
ACITL,1.9985
ACN13ACNGALGBSIDEte,NaN
ACN13ACNGALGBSIDEtg,NaN
ACN23ACNGALGBSIDEte,NaN
ACN23ACNGALGBSIDEtg,NaN
ACNACNGAL14ACGLCGALGLUSIDEte,NaN
ACNACNGAL14ACGLCGALGLUSIDEtg,NaN
ACNACNGALGBSIDEte,NaN
ACNACNGALGBSIDEtg,NaN
ACNAM9PL,1.141
ACNAM9PL2,1.141
ACNAMlt,1.3135
ACNAMPH,0.1095
ACNAMtn,NaN
ACNGALACGLCGAL14ACGLCGALGLUSIDEte,NaN
ACNGALACGLCGAL14ACGLCGALGLUSIDEtg,NaN
ACNMLr,NaN
ACOAD10m,1.779
ACOAD1fm,1.779
ACOAD8m,1.466
ACOAD9m,1.779
ACOAHi,NaN
ACOAO7p,1.545
ACOATA,0.257
ACODA,NaN
ACONT,1.741
ACONTm,1.32
ACOX22x,NaN
ACOX2x,NaN
ACP1_FMN,2.4475
ACRNtm,NaN
ACS,NaN
ACS2,NaN
ACSm,NaN
ACSOMT,NaN
ACSRTNMT,NaN
ACt2m,NaN
ACt2r,NaN
ACtg,NaN
ACTLMO,NaN
ACTNMO,NaN
ACYP,0.926
ADA,1.0215
ADAe,1.0215
ADCim,NaN
ADEt,NaN
ADEtl,NaN
ADHAPtx,NaN
ADK1,2.316
ADK1m,2.316
ADK3,0.491
ADK3m,1.8485
ADKd,0.491
ADMDC,2.1985
ADNCYC,NaN
ADNK1,2.0505
ADNK1m,NaN
ADNt,NaN
ADNt4,NaN
ADNtl,NaN
ADNtm,NaN
ADPGLC,1.983
ADPMAN,1.983
ADPRDP,1.983
ADPRDPm,NaN
ADPRIBt,NaN
ADPT,1.892
ADPtx,NaN
ADRNCOAtx,NaN
ADRNCPT1,0.4905
ADRNCPT2,NaN
ADRNCRNt,NaN
ADRNLPVESSEC,0.4975
ADRNt,NaN
ADSELK,2.6625
ADSK,2.6625
ADSL1,2.2095
ADSL2,2.2095
ADSS,1.5185
AFLATOXINte,NaN
AG13T10g,0.4425
AG13T11g,0.4425
AG13T12g,0.4425
AG13T13g,0.4425
AG13T14g,0.4425
AG13T15g,0.4425
AG13T16g,0.4425
AG13T17g,0.4425
AG13T18g,0.4425
AG13T1g,0.4425
AG13T2g,0.4425
AG13T3g,0.4425
AG13T4g,0.4425
AG13T5g,0.4425
AG13T6g,0.4425
AG13T7g,0.4425
AG13T8g,0.4425
AG13T9g,0.4425
AGDC,NaN
AGLPC,NaN
AGLPED,NaN
AGLPET,NaN
AGLPH,NaN
AGLPR,NaN
AGLPT,NaN
AGMTm,NaN
AGPAT1,1.66
AGPex,NaN
AGPRim,1.913
AGPSx,NaN
AGTim,NaN
AGTix,NaN
AHANDROSTANGLCte,0.8175
AHANDROSTANGLCtr,NaN
AHC,2.197
AHCYStn,NaN
AHCYStr,NaN
AHEXASE2ly,1.3045
AHEXASEly,1.3045
AICART,2.1945
AIRCr,2.2625
AK2LGCHOLt,NaN
AKGDm,1.6295
AKGMALtm,1.029
AKGt4_3,NaN
AKGtp,NaN
AKR1C1,NaN
AKR1C41,NaN
AKR1C42,NaN
AKR1D,NaN
AKR1D2,NaN
ALAASNNaEx,2.071
ALACYSNaEx,2.071
ALADGLNexR,2.11
ALADGLYexR,2.11
ALAGLNexR,2.11
ALAGLNNaEx,2.071
ALAGLYexR,2.11
ALAR,1.3885
ALASERNaEx,2.071
ALASm,1.384
ALAt2r,NaN
ALAt2rL,NaN
ALAt4,3.2535
ALATA_L,0.4455
ALATHRNaEx,2.071
ALAtN1,NaN
ALCD1,2.405
ALCD21_D,2.405
ALCD21_L,2.405
ALCD22_D,2.405
ALCD22_L,2.405
ALCD2if,2.405
ALCD2yf,2.1245
ALDD20x,1.7985
ALDD20xm,1.2425
ALDD21,1.7985
ALDD2x,1.7985
ALDD2xm,1.2425
ALDD2y,1.7985
ALDSTRNte,NaN
ALDSTRNtm,NaN
ALKP,NaN
ALOX12,NaN
ALOX12R,NaN
ALOX15,NaN
ALOX5,NaN
ALOX52,NaN
ALR2,2.5475
ALR3,2.5475
AMACR2p,NaN
AMACR2r,NaN
AMACRp,NaN
AMACRr,NaN
AMANK,1.8755
AMCOXO,NaN
AMETr,NaN
AMETt2m,NaN
AMETtn,NaN
AMPDA,1.124
AMPTASECG,NaN
AMPTASECGe,NaN
AMPtp,NaN
AMPtr,NaN
AMY1e,2.11
AMY2e,2.11
ANDRSTRNGLCte,0.8175
ANDRSTRNGLCtr,NaN
ANDRSTRNte,NaN
ANDRSTRNtr,NaN
ANTIPYRENEte,NaN
AOBUTDsm,NaN
AP4AH1,NaN
APAT2rm,NaN
APNNOXte,NaN
APOCF,NaN
APOCFm,NaN
APOC_LYS_BTNP,NaN
APOC_LYS_BTNPm,NaN
APPNNte,NaN
APRGSTRNte,NaN
APRTO2,NaN
AQCOBALt,NaN
ARAB_Lt,NaN
ARABR,2.5475
ARACHCOAtx,NaN
ARACHCPT1,0.4905
ARACHCPT2,NaN
ARACHCRNt,NaN
ARACHDCOAtx,NaN
ARACHDt2,0.126
ARACHDtr,NaN
ARACHt,NaN
ARGDCm,NaN
ARGLYSex,0.832
ARGN,0.878
ARGNm,0.878
ARGSL,NaN
ARGSS,NaN
ARGt4,NaN
ARGtiDF,1.5115
ARGtm,NaN
ARSA,NaN
ARTCOAL1,NaN
ARTCOAL2,NaN
ARTCOAL3,NaN
R_group_phosphotase_1,NaN
R_group_phosphotase_2,NaN
R_group_phosphotase_3,NaN
ARTFR11,NaN
ARTFR12,NaN
ARTFR13,NaN
ARTFR202,NaN
ARTFR203,NaN
ARTFR204,NaN
ARTFR205,NaN
ARTFR206,NaN
ARTFR207,NaN
ARTFR208,NaN
ARTFR209,NaN
ARTFR210,NaN
ARTFR211,NaN
ARTFR212,NaN
ARTFR213,NaN
ARTFR31,NaN
ARTFR32,NaN
ARTFR33,NaN
ARTFR34,NaN
ARTFR41,NaN
ARTFR42,NaN
ARTFR43,NaN
ARTFR44,NaN
ARTFR45,NaN
ARTFR46,NaN
ARTFR51,NaN
ARTFR52,NaN
ARTFR53,NaN
ARTFR54,NaN
ARTFR55,NaN
ARTFR56,NaN
ARTFR57,NaN
ARTFR61,NaN
ARTPLM1,NaN
ARTPLM1m,NaN
ARTPLM2,NaN
ARTPLM2m,NaN
ARTPLM3,NaN
ARTPLM3m,NaN
ASAH1,1.7955
ASCBOX,NaN
ASCBt,NaN
ASCBt4,0.5565
ASNALANaEx,2.071
ASNCYSNaEx,2.071
ASNGLNNaEx,2.071
ASNNm,NaN
ASNS1,2.2015
ASNSERNaEx,2.071
ASNt4,3.2535
ASNTHRNaEx,2.071
ASNtm,NaN
ASNtN1,NaN
Asn_X_Ser_Thrtr,NaN
ASP1DC,NaN
ASPCTr,0.99
ASPDt6,0.7515
ASPDxt,NaN
ASPGLUm,1.1655
ASPNATm,NaN
ASPt6,0.7515
ASPTA,1.6925
ASPTAm,2
ATP1ter,NaN
ATP2ter,NaN
ATPasel,2.109
ATPH1e,0.116
ATPH2e,0.116
ATPS4m,1.2875
ATPtm,2.804
ATPtn,NaN
ATPtx,NaN
AVITE1t,NaN
AVITE2t,NaN
B_MANNASEly,1.2385
B3GALT3g,NaN
B3GALT41g,NaN
B3GALT42g,NaN
B3GALT43g,NaN
B3GALT44g,NaN
B3GALT5g,NaN
B3GALTg,NaN
B3GNT11g,NaN
B3GNT12g,0.4425
B3GNT310g,NaN
B3GNT311g,NaN
B3GNT312g,NaN
B3GNT313g,NaN
B3GNT314g,NaN
B3GNT315g,NaN
B3GNT31g,NaN
B3GNT32g,NaN
B3GNT33g,NaN
B3GNT34g,NaN
B3GNT35g,NaN
B3GNT36g,NaN
B3GNT37g,NaN
B3GNT39g,NaN
B3GNT51g,NaN
BAAT1x,NaN
BAAT2x,NaN
BAAT3x,NaN
BAAT4x,NaN
BACCL,0.671
BACCLm,0.671
BALAtmr,NaN
BALAVECSEC,NaN
BAMPPALDOX,1.7985
BAMPPALDOXm,1.2425
BBHOX,NaN
BCDO,NaN
BDG2HCGHD,NaN
BDHm,NaN
BDMT_L,NaN
BDMT_U,NaN
BETALDHxm,NaN
BHBt,NaN
BHBtm,NaN
BHMT,NaN
BILDGLCURt,NaN
BILDGLCURte,0.8175
BILDGLCURtr,NaN
BILGLCURt,NaN
BILGLCURte,0.8175
BILGLCURtr,NaN
BILIRED,1.826
BILIRUBt2,NaN
BILIRUBtr,NaN
BIOCYTtn,NaN
BMTer_L,NaN
BMTer_U,NaN
BPNT,0.9005
BPNT2,0.9005
BTND1,1.085
BTND1n,1.085
BTNDe,1.085
BTNDm,1.085
BTNPL,0.671
BTNPLm,0.671
BTNt2,2.4025
BTNt2m,2.4025
BTNt3i,1.334
BTNt4i,NaN
BTNtn,NaN
BUP2,NaN
BUTt2m,2.4025
BUTt2r,2.4025
BVITEt,NaN
BZt,NaN
BZtr,NaN
C14STRr,NaN
C160CPT1,0.4905
C160CPT2,0.4905
C160CRNt,NaN
C161CPT1,0.4905
C161CPT12,0.4905
C161CPT2,NaN
C161CPT22,NaN
C161CRN2t,NaN
C161CRNt,NaN
C180CPT1,0.4905
C180CPT2,NaN
C180CRNt,NaN
C181CPT1,0.4905
C181CPT2,NaN
C181CRNt,NaN
C204CPT1,0.4905
C204CPT2,NaN
C204CRNt,NaN
C226COAtx,NaN
C226CPT1,0.4905
C226CPT2,NaN
C226CRNt,NaN
C2M26DCOAHLm,2.375
C2M26DCOAHLx,1.703
C3STDH1Pr,1.155
C3STDH1r,1.155
C3STKR2r,1.6675
C4STMO1r,1.891
C4STMO2Pr,1.155
C4STMO2r,1.891
CAATPS,2.453
CAMPt,1.233
CAROtr,NaN
CARVEOLte,NaN
CAT2p,1.815
CAt7r,NaN
CATm,1.815
CATp,1.815
CBL2OR,NaN
CBL2tm,NaN
CBLATm,NaN
CBPPer,1.3745
CBPS,0.99
CBPSam,NaN
CBPter,NaN
CBR1,1.68
CBR2,1.68
CCA_D3t,NaN
CCA_D3tm,NaN
CDIPTr,1.141
CDPDAGtm,NaN
CDS,2.065
CDSm,2.065
CEPTC,0.9415
CEPTE,0.9415
CERK,0.91
CERT1gt,1.4035
CERT1rt,1.4035
CERT2gt,1.4035
CERT2rt,1.4035
CGLYt3_2,NaN
CGMPt,1.233
CH25H,NaN
CHAT,NaN
CHATn,NaN
CHLP,NaN
CHLPCTD,0.7055
CHLtm,NaN
CHOLATEt,NaN
CHOLATEt2,NaN
CHOLATEt3,NaN
CHOLD2m,NaN
CHOLK,NaN
CHOLPtg,NaN
CHOLPtl,NaN
CHOLt4,NaN
CHOLtg,NaN
CHOLtn,NaN
CHOLtr,NaN
CHOLtu,NaN
CHSTEROLSULT,NaN
CHSTEROLt,NaN
CHSTEROLt1,NaN
CHSTEROLt2,NaN
CHSTEROLt3,NaN
CHSTEROLtg,NaN
CHTNASE,NaN
CHTNASEe,NaN
CITL,NaN
CITMCOAHm,NaN
CITMCOALm,NaN
CITRtm,NaN
CITt4_2,NaN
CITtam,1.259
CITtbm,1.259
CK,NaN
CKc,2.0315
CLFORtex,NaN
CLHCO3tex2,NaN
CLI2tex,NaN
CLOHtex2,NaN
CLOXAtex2,NaN
CLPNDCOAtx,NaN
CLPNDCPT1,0.4905
CLPNDCPT2,NaN
CLPNDCRNt,NaN
CLPNDt,NaN
CLS_hs,0.8965
CMPACNAtg,NaN
CMPACNAtn,NaN
CMPSAS,1.066
CMPSASn,1.066
CO2t,NaN
CO2ter,NaN
CO2tg,NaN
CO2tm,NaN
CO2tn,NaN
CO2tp,NaN
COAtg,NaN
COAtl,NaN
COAtm,NaN
COAtn,NaN
COAtp,NaN
COAtr,NaN
COKECBESr,0.418
COQ3m,NaN
COQ5m,NaN
COQ6m,NaN
COQ7m,NaN
CORE2GTg,NaN
CORE3GTg,NaN
CORE4GTg,NaN
CORE5GTg,NaN
CORE6GTg,NaN
CORE7GTg,NaN
CORE8GTg,NaN
COt,NaN
COUCOAFm,NaN
COUMARINte,NaN
CPCTDTX,0.7055
CPPPGO,NaN
CREATt4_2_r,NaN
CREATtmdiffir,NaN
CRMPte,NaN
CRNCAR3tp,NaN
CRNCARtp,NaN
CRNt,NaN
CRNtHa,NaN
CRNtim,NaN
CRNtuNa,NaN
CRNtx,NaN
CRTNsyn,NaN
CRTSLt,NaN
CRTSLtm,NaN
CRTSLtr,NaN
CRTSTRNt,NaN
CRTSTRNtm,NaN
CRTSTRNtr,NaN
CRVNCtr,NaN
CSAPASEly,NaN
CSBPASEly,NaN
CSCPASEly,NaN
CSDPASEly,NaN
CSEPASEly,NaN
CSm,2.316
CSNAT2m,NaN
CSNAT2x,NaN
CSNAT3x,NaN
CSNATer,NaN
CSNATm,NaN
CSNATp,NaN
CSNATr,NaN
CSND,NaN
CSNt,NaN
CSPG_At,NaN
CSPG_Atly,NaN
CSPG_Bt,NaN
CSPG_Btly,NaN
CSPG_Ct,NaN
CSPG_Ctly,NaN
CSPG_Dt,NaN
CSPG_Dtly,NaN
CSPG_Et,NaN
CSPG_Etly,NaN
CTPS1,1.227
CTPS2,1.227
CTPtn,NaN
CYANt,NaN
CYANtm,NaN
CYOOm2,1.531
CYOR_u10m,1.531
CYSALANaEx,2.071
CYSASNNaEx,2.071
CYSGLNNaEx,2.071
CYSGLTH,NaN
CYSGLUexR,2.11
CYSGLYexR,2.11
CYSLYSL,NaN
CYSO,NaN
CYSSERNaEx,2.071
CYSt4,3.2535
CYSTA,1.6925
CYSTAm,2
CYStec,NaN
CYSTGL,0.969
CYSTGLUex,2.11
CYSTHRNaEx,2.071
CYSTS,0.8765
CYSTSERex,NaN
CYTD,NaN
CYTDK1,1.695
CYTDK2m,NaN
CYTDn,NaN
CYTDt,NaN
CYTDt4,NaN
CYTDtl,NaN
CYTDtm,NaN
CYTDtn,NaN
CYTK1,2.239
CYTK10,2.239
CYTK10n,2.239
CYTK11,2.239
CYTK11n,2.239
CYTK12,2.239
CYTK12n,2.239
CYTK13,2.239
CYTK13n,2.239
CYTK14,2.239
CYTK14n,2.239
CYTK1m,NaN
CYTK1n,2.239
CYTK2,2.239
CYTK2n,2.239
CYTK3,0.491
CYTK3n,2.239
CYTK4,0.491
CYTK4n,2.239
CYTK5,2.239
CYTK5n,2.239
CYTK6,2.239
CYTK6n,2.239
CYTK7,2.239
CYTK7n,2.239
CYTK8,2.239
CYTK8n,2.239
CYTK9,2.239
CYTK9n,2.239
D_3AIBt,NaN
D3AIBTm,NaN
DADA,1.0215
DADAe,1.0215
DADNK,NaN
DADNt4,NaN
DAG_HSter,NaN
DAGK_hs,1.595
DAGKn_hs,NaN
DAGt,NaN
DALAOXx,NaN
DALAt2r,NaN
DALAt2rL,NaN
DALAxt,NaN
DARGOp,NaN
DASCBH,NaN
DASCBR,2.2025
DASPO1p,NaN
DATPtn,NaN
DCIm,1.694
DCK1m,NaN
DCK1n,NaN
DCK2n,NaN
DCMPDA,1.695
DCSPTN1COAtx,NaN
DCSPTN1CPT1,0.4905
DCSPTN1CPT2,NaN
DCSPTN1CRNt,NaN
DCSPTN1t,NaN
DCT,NaN
DCTPtn,NaN
DCYTD,NaN
DCYTDn,NaN
DCYTt,NaN
DDPGAm,NaN
DEBRISOQUINEt,NaN
DECDPtm,NaN
DEDOLP1_L,NaN
DEDOLP1_U,NaN
DEDOLP2_L,NaN
DEDOLP2_U,NaN
DEDOLR_L,NaN
DEDOLR_U,NaN
DESAT16_2,2.2235
DESAT18_10,NaN
DESAT18_3,2.2235
DESAT18_4,2.2235
DESAT18_5,2.2235
DESAT18_6,NaN
DESAT18_7,NaN
DESAT18_8,NaN
DESAT18_9,2.0025
DESAT20_1,2.0025
DESAT20_2,2.0025
DESAT22_1p,NaN
DESAT22_2p,NaN
DESAT24_1,NaN
DGAT,0.4495
DGCHOLte,NaN
DGCHOLtx,NaN
DGK1,1.629
DGK2m,NaN
DGNSKm,1.933
DGSNt,NaN
DGSNtm,NaN
DGTPtn,NaN
DGULND,NaN
DHAAt1r,1.74
DHAPA,NaN
DHAPAx,NaN
DHCHOLESTANATEtm,NaN
DHCR241r,0.641
DHCR242r,0.641
DHCR243r,0.641
DHCR71r,1.1615
DHCR72r,1.1615
DHCRD1,2.3165
DHCRD2,2.3165
DHDPBMTm,NaN
DHEASt,NaN
DHEAStr,NaN
DHEASULT,NaN
DHEAtr,NaN
DHFR,1.2445
DHFtl,NaN
DHFtm,NaN
DHORD9,NaN
DHORTS,0.99
DHPM1,3.477
DHPM2,NaN
DHPR,0.295
DHPR2,NaN
DIDPtn,NaN
DIGALSGALSIDEte,NaN
DIGALSGALSIDEtg,NaN
DIGALSIDEtg,NaN
DIGALSIDEtl,NaN
DINt,NaN
DITPtn,NaN
DKMPPD,NaN
D_LACt2,2.4025
D_LACtm,2.4025
DLNLCGCPT1,0.4905
DLNLCGCPT2,NaN
DLNLCGCRNt,NaN
DLNLCGt,0.126
DM_13_cis_oretn_n,NaN
DM_13_cis_retn_n,NaN
DM_Asn_X_Ser_Thr_ly,NaN
ATPM,NaN
DM_avite1_c,NaN
DM_avite2_c,NaN
DM_bvite_c,NaN
DM_core5_g,NaN
DM_core7_g,NaN
DM_core8_g,NaN
DM_datp_m,NaN
DM_datp_n,NaN
DM_dctp_m,NaN
DM_dctp_n,NaN
DM_dem2emgacpail_prot_hs_r,NaN
DM_dgpi_prot_hs_r,NaN
DM_dgtp_m,NaN
DM_dgtp_n,NaN
DM_dsT_antigen_g,NaN
DM_dttp_m,NaN
DM_dttp_n,NaN
DM_ethamp_r,NaN
DM_gncore2_g,NaN
DM_gpi_sig_er,NaN
DM_hretn_n,NaN
DM_kdn_c,NaN
DM_m_em_3gacpail_prot_hs_r,NaN
DM_melanin_c,NaN
DM_mem2emgacpail_prot_hs_r,NaN
DM_n5m2masn_g,NaN
DM_oretn_n,NaN
DM_Ser_Thr_ly,NaN
DM_Ser_Gly_Ala_X_Gly_ly,NaN
DM_sprm_c,NaN
DM_sTn_antigen_g,NaN
DM_T_antigen_g,NaN
DM_yvite_c,NaN
DMANTIPYRINEte,NaN
DMATT,1.2495
DMATTx,0.6695
DMGDHm,NaN
DMGtm,NaN
DMHPTCRNCPT1,NaN
DMHPTCRNCPT2,NaN
DMHPTCRNt,NaN
DMHPTCRNte,NaN
DMNONCOACRNCPT1,NaN
DMNONCRNCPT2,NaN
DMNONCRNt,NaN
DNADtn,NaN
DNAMTn,NaN
DNAMTSEn,NaN
DNDPt10m,NaN
DNDPt11m,NaN
DNDPt12m,NaN
DNDPt13m,NaN
DNDPt14m,NaN
DNDPt15m,NaN
DNDPt16m,NaN
DNDPt17m,NaN
DNDPt18m,NaN
DNDPt19m,NaN
DNDPt1m,NaN
DNDPt20m,NaN
DNDPt21m,NaN
DNDPt22m,NaN
DNDPt23m,NaN
DNDPt24m,NaN
DNDPt25m,NaN
DNDPt26m,NaN
DNDPt27m,NaN
DNDPt28m,NaN
DNDPt29m,NaN
DNDPt2m,NaN
DNDPt30m,NaN
DNDPt31m,NaN
DNDPt32m,NaN
DNDPt33m,NaN
DNDPt34m,NaN
DNDPt35m,NaN
DNDPt36m,NaN
DNDPt37m,NaN
DNDPt38m,NaN
DNDPt39m,NaN
DNDPt3m,NaN
DNDPt40m,NaN
DNDPt41m,NaN
DNDPt42m,NaN
DNDPt43m,NaN
DNDPt44m,NaN
DNDPt45m,NaN
DNDPt46m,NaN
DNDPt47m,NaN
DNDPt48m,NaN
DNDPt49m,NaN
DNDPt4m,NaN
DNDPt50m,NaN
DNDPt51m,NaN
DNDPt52m,NaN
DNDPt53m,NaN
DNDPt54m,NaN
DNDPt55m,NaN
DNDPt56m,NaN
DNDPt57m,NaN
DNDPt58m,NaN
DNDPt59m,NaN
DNDPt5m,NaN
DNDPt60m,NaN
DNDPt61m,NaN
DNDPt62m,NaN
DNDPt63m,NaN
DNDPt6m,NaN
DNDPt7m,NaN
DNDPt8m,NaN
DNDPt9m,NaN
DOGULND1,NaN
DOGULND2,NaN
DOGULNO1,NaN
DOGULNO2,NaN
DOLASNT_Ler,NaN
DOLASNT_Uer,NaN
DOLDPP_Ler,NaN
DOLDPP_Uer,NaN
DOLGLCP_Lter,NaN
DOLGLCP_Uter,NaN
DOLGPP_Ler,NaN
DOLGPP_Uer,NaN
DOLICHOL_Lter,NaN
DOLICHOL_Uter,NaN
DOLK_L,NaN
DOLK_U,NaN
DOLMANP_Lter,NaN
DOLMANP_Uter,NaN
DOLP_Lter,NaN
DOLP_Uter,NaN
DOLPGT1_Ler,NaN
DOLPGT1_Uer,NaN
DOLPGT2_Ler,NaN
DOLPGT2_Uer,NaN
DOLPGT3_Ler,NaN
DOLPGT3_Uer,NaN
DOLPH_Ler,NaN
DOLPH_Uer,NaN
DOLPMT_L,1.668
DOLPMT_U,1.668
DOLPMT1_Ler,NaN
DOLPMT1_Uer,NaN
DOLPMT2_Ler,NaN
DOLPMT2_Uer,NaN
DOLPMT3_Ler,0.1245
DOLPMT3_Uer,0.1245
DOLPMT4_Ler,NaN
DOLPMT4_Uer,NaN
DOPABMO,NaN
DOPACHRMISO,NaN
DOPAMT,1.8525
DOPAQNISO1,NaN
DOPASFt,NaN
DOPASULT,NaN
DOPAt4_2_r,NaN
DOPAtu,NaN
DOPAVESSEC,0.4975
DORNOp,NaN
DPCOAK,1.094
DPCOAtl,NaN
DPGase,2.239
DPGM,2.239
DPHMBDCm,NaN
DPMVDx,NaN
DPPS,NaN
DPROOp,NaN
DRBK,NaN
DRIBt,NaN
DRPA,2.024
DSAT,NaN
DTDPtn,NaN
DTMPK,1.47
DTTPtn,NaN
DUDPtn,NaN
DUMPtn,NaN
DURAD,0.984
DURAD2,0.984
DURIK1,1.169
DURIK1m,NaN
DURIPP,1.1335
DURIt,NaN
DURItn,NaN
DUTPDPm,1.589
DUTPDPn,1.3725
EAFLATOXINte,NaN
EBASTINEOHte,NaN
EBASTINEOHtr,NaN
EBASTINEte,NaN
EBASTINEtr,NaN
EBP1r,1.9865
EBP2r,1.9865
ECGISOr,NaN
