Var1,ASP14_i10_plus_midhigh
3SPYRSPm,NaN
41R1H2MAE12BOOX,0.14515625
41R2A1H12BOOX,0.14515625
42A12BOOX,0.14515625
4ABUTtm,NaN
4HBZCOAFm,NaN
4HBZFm,NaN
4HDEBRISOQUINEte,NaN
4HGLSDm,0.0198020833333333
4HOXPACDOX_NADP,0.0503333333333333
4MOPt2im,NaN
4MPTNLte,NaN
4MPTNLtm,NaN
4MTOLBUTAMIDEte,NaN
4NPHSFte,NaN
4NPHSULT,0.20921875
4NPHte,NaN
4PYRDX,NaN
5ADTSTSTERONEGLCte,0.6866875
5ADTSTSTERONEGLCtr,NaN
5ADTSTSTERONESte,NaN
5ADTSTSTERONESULT,NaN
5ADTSTSTERONEte,NaN
5ADTSTSTERONEtr,NaN
5AOPtm,NaN
5DHFtl,NaN
5FTHFt2,0.272947916666667
5HLTDL,NaN
5HOMEPRAZOLEte,NaN
5HOXINDACTO2OX,0.13690625
5HOXINOXDA,0.14515625
5HTRPVESSEC,0.861916666666667
5MTHFt,0.00490625
5MTHFt2,0.272947916666667
5THFtl,NaN
5THFtm,NaN
6DHFtl,NaN
6DHFtm,NaN
6HTSTSTERONEte,NaN
6HTSTSTERONEtr,NaN
6THFtl,NaN
6THFtm,NaN
7DHCHSTEROLtr,NaN
7DHFtl,NaN
7DHFtm,NaN
7THFtl,NaN
7THFtm,NaN
A_MANASEly,0.108010416666667
A4GALTc,0.02928125
A4GALTg,0.02928125
A4GNT1g,NaN
A4GNT2g,NaN
AACTOOR,NaN
AACTtm,NaN
AASAD3m,NaN
AATAi,0.5226875
ABO1g,NaN
ABO2g,NaN
ABO3g,NaN
ABO4g,NaN
ABO5g,NaN
ABO6g,NaN
ABO7g,NaN
ABO8g,NaN
ABO9g,NaN
ABTArm,0.19765625
ABTD,NaN
ABTti,NaN
ABUTt2rL,0.332
ABUTt4_2_r,0.0118958333333333
ACACT10m,2.36605208333333
ACACT1rm,2.36605208333333
ACACT1x,1.78546875
ACACt2m,2.415625
ACACT4p,0.123552083333333
ACACT5p,0.123552083333333
ACACT6p,0.123552083333333
ACACT7p,0.123552083333333
ACACT8p,0.123552083333333
ACACT9p,0.123552083333333
ACACtx,NaN
ACALDtm,NaN
ACALDtr,NaN
ACALDtx,NaN
ACCOACm,0.12353125
ACCOAgt,1.04621875
ACCOALm,0.0135208333333333
ACCOAtn,NaN
ACCOAtr,1.04621875
ACETONEt2,2.415625
ACETONEt2m,2.415625
ACGAGBSIDEtg,NaN
ACGAGBSIDEtl,NaN
ACGALFUCGALACGALFUC12GAL14ACGLCGALGLUSIDEte,NaN
ACGALFUCGALACGALFUC12GAL14ACGLCGALGLUSIDEtg,NaN
ACGALFUCGALACGALFUCGALACGLCGAL14ACGLCGALGLUSIDEte,NaN
ACGALFUCGALACGALFUCGALACGLCGAL14ACGLCGALGLUSIDEtg,NaN
ACGALK,NaN
ACGALK2,NaN
ACGALtlg,NaN
ACGALtly,NaN
ACGAM6PSi,1.29727083333333
ACGAMK,1.63382291666667
ACGAMPM,2.30270833333333
ACGAMtly,NaN
ACGBGBSIDEtg,NaN
ACGBGBSIDEtl,NaN
ACGPID,0.554041666666667
ACGSm,0.0183229166666667
ACHEe,NaN
ACHtn,NaN
ACHVESSEC,0.00226041666666667
ACITL,1.93297916666667
ACN13ACNGALGBSIDEte,NaN
ACN13ACNGALGBSIDEtg,NaN
ACN23ACNGALGBSIDEte,NaN
ACN23ACNGALGBSIDEtg,NaN
ACNACNGAL14ACGLCGALGLUSIDEte,NaN
ACNACNGAL14ACGLCGALGLUSIDEtg,NaN
ACNACNGALGBSIDEte,NaN
ACNACNGALGBSIDEtg,NaN
ACNAM9PL,0.953302083333333
ACNAM9PL2,0.953302083333333
ACNAMlt,1.12457291666667
ACNAMPH,0.8540625
ACNAMtn,NaN
ACNGALACGLCGAL14ACGLCGALGLUSIDEte,NaN
ACNGALACGLCGAL14ACGLCGALGLUSIDEtg,NaN
ACNMLr,NaN
ACOAD10m,1.7920625
ACOAD1fm,1.7920625
ACOAD8m,1.36861458333333
ACOAD9m,1.7920625
ACOAHi,NaN
ACOAO7p,1.25991666666667
ACODA,0.00272916666666667
ACONTm,1.15251041666667
ACOX22x,0.34496875
ACOX2x,0.34496875
ACP1_FMN,2.50261458333333
ACRNtm,NaN
ACS2,0.490375
ACSm,0.0135208333333333
ACSRTNMT,NaN
ACt2m,NaN
ACt2r,NaN
ACtg,NaN
ACTLMO,0.0845729166666667
ACTNMO,0.0845729166666667
ADA,0.921927083333333
ADAe,0.921927083333333
ADCim,NaN
ADEt,0.287822916666667
ADK1m,2.1890625
ADK3,0.271333333333333
ADK3m,1.93086458333333
ADKd,0.271333333333333
ADMDC,1.92304166666667
ADNCYC,0.292791666666667
ADNK1m,NaN
ADNt,0.56121875
ADNt4,0.0252916666666667
ADNtl,0.29496875
ADNtm,0.56121875
ADPMAN,2.016
ADPRIBt,NaN
ADPtx,NaN
ADRNCOAtx,NaN
ADRNCPT1,0.803916666666667
ADRNCPT2,0.173145833333333
ADRNCRNt,NaN
ADRNLPVESSEC,0.861916666666667
ADRNt,NaN
ADSK,2.5386875
ADSL1,2.25308333333333
ADSL2,2.25308333333333
AFLATOXINte,NaN
AG13T16g,0.883697916666667
AG13T17g,0.883697916666667
AG13T18g,0.883697916666667
AG13T1g,0.883697916666667
AG13T2g,0.883697916666667
AG13T3g,0.883697916666667
AGMTm,0.0561979166666667
AGPAT1,1.6865625
AGTim,NaN
AGTix,NaN
AHANDROSTANGLCte,0.6866875
AHANDROSTANGLCtr,NaN
AHCYStr,NaN
AHEXASE2ly,1.18519791666667
AHEXASEly,1.18519791666667
AIRCr,2.33777083333333
AKGDm,0.542114583333333
AKGMALtm,1.39614583333333
AKGt4_3,NaN
AKGtp,NaN
AKR1C1,0.200895833333333
AKR1C41,NaN
AKR1C42,NaN
AKR1D,NaN
AKR1D2,NaN
ALAASNNaEx,1.95746875
ALACYSNaEx,1.95746875
ALADGLNexR,0.14871875
ALADGLYexR,0.14871875
ALAGLNexR,0.14871875
ALAGLNNaEx,1.95746875
ALAGLYexR,0.14871875
ALASERNaEx,1.95746875
ALASm,1.234375
ALAt4,3.12288541666667
ALATA_L,0.81928125
ALATHRNaEx,1.95746875
ALAtN1,0.0576458333333333
ALCD21_D,2.44457291666667
ALCD21_L,2.44457291666667
ALCD22_D,2.44457291666667
ALCD22_L,2.44457291666667
ALCD2if,2.44457291666667
ALCD2yf,2.14885416666667
ALDD20x,1.86857291666667
ALDD20xm,1.08691666666667
ALDD21,1.76076041666667
ALDD2xm,1.08691666666667
ALDD2y,1.76076041666667
ALDSTRNte,NaN
ALDSTRNtm,NaN
ALOX12,NaN
ALOX15,0.00252083333333333
ALOX5,NaN
ALOX52,NaN
ALR2,2.3275
ALR3,2.3275
AMACR2p,0.0415729166666667
AMACRp,0.0415729166666667
AMCOXO,NaN
AMETr,NaN
AMETt2m,0.7390625
AMPDA,1.04317708333333
AMPTASECGe,0.151375
AMPtp,NaN
AMY1e,1.96202083333333
AMY2e,1.96202083333333
ANDRSTRNGLCte,0.6866875
ANDRSTRNGLCtr,NaN
ANDRSTRNte,NaN
ANDRSTRNtr,NaN
ANTIPYRENEte,NaN
AOBUTDsm,NaN
APAT2rm,0.19765625
APNNOXte,NaN
APOCF,NaN
APOCFm,NaN
APOC_LYS_BTNP,NaN
APOC_LYS_BTNPm,NaN
APPNNte,NaN
APRTO2,0.14515625
AQCOBALt,NaN
ARAB_Lt,NaN
ARABR,2.3275
ARACHCOAtx,NaN
ARACHCPT1,0.803916666666667
ARACHCPT2,0.173145833333333
ARACHCRNt,NaN
ARACHDCOAtx,NaN
ARACHDt2,0.650572916666667
ARACHDtr,NaN
ARACHt,NaN
ARGDCm,NaN
ARGLYSex,1.02529166666667
ARGNm,0.972270833333333
ARGSS,0.13253125
ARGt4,NaN
ARGtm,0.33803125
ARSA,0.20975
ARTCOAL1,NaN
ARTCOAL2,NaN
ARTCOAL3,NaN
R_group_phosphotase_1,NaN
R_group_phosphotase_2,NaN
R_group_phosphotase_3,NaN
ARTFR208,NaN
ARTPLM3,NaN
ARTPLM3m,NaN
ASAH1,1.77591666666667
ASCBOX,NaN
ASCBt,NaN
ASCBt4,0.836104166666667
ASNALANaEx,1.95746875
ASNCYSNaEx,1.95746875
ASNGLNNaEx,1.95746875
ASNNm,0.0441875
ASNS1,1.90652083333333
ASNSERNaEx,1.95746875
ASNt4,3.12288541666667
ASNTHRNaEx,1.95746875
ASNtm,NaN
ASNtN1,0.0576458333333333
ASPCTr,1.13416666666667
ASPDt6,0.632354166666667
ASPDxt,NaN
ASPGLUm,1.10882291666667
ASPNATm,NaN
ASPt6,0.632354166666667
ASPTAm,1.79119791666667
ATP1ter,NaN
ATP2ter,NaN
ATPasel,1.69226041666667
ATPH1e,0.908458333333333
ATPH2e,0.908458333333333
ATPtm,2.824125
ATPtn,NaN
ATPtx,NaN
AVITE2t,NaN
B_MANNASEly,0.992739583333333
B3GALT3g,0.0639375
B3GALT41g,NaN
B3GALT42g,NaN
B3GALT43g,NaN
B3GALT44g,NaN
B3GALT5g,0.00530208333333333
B3GALTg,NaN
B3GNT11g,NaN
B3GNT12g,0.883697916666667
B3GNT310g,NaN
B3GNT311g,NaN
B3GNT312g,NaN
B3GNT313g,NaN
B3GNT314g,NaN
B3GNT315g,NaN
B3GNT31g,NaN
B3GNT32g,NaN
B3GNT33g,NaN
B3GNT34g,NaN
B3GNT35g,NaN
B3GNT36g,NaN
B3GNT37g,NaN
B3GNT39g,NaN
B3GNT51g,0.683770833333333
BAAT1x,0.04065625
BAAT2x,0.04065625
BAAT3x,0.04065625
BAAT4x,0.04065625
BACCL,0.787645833333333
BACCLm,0.787645833333333
BALAtmr,NaN
BALAVECSEC,NaN
BAMPPALDOX,1.86857291666667
BBHOX,0.660229166666667
BCDO,NaN
BDHm,0.240375
BETALDHxm,NaN
BHBt,NaN
BHBtm,NaN
BHMT,NaN
BILDGLCURt,NaN
BILDGLCURte,0.6866875
BILDGLCURtr,NaN
BILGLCURt,NaN
BILGLCURte,0.6866875
BILGLCURtr,NaN
BILIRED,1.58046875
BILIRUBt2,NaN
BILIRUBtr,NaN
BIOCYTtn,NaN
BMTer_U,0.393052083333333
BPNT2,1.10673958333333
BTND1,0.994729166666667
BTND1n,0.994729166666667
BTNDe,0.994729166666667
BTNDm,0.994729166666667
BTNPL,0.787645833333333
BTNPLm,0.787645833333333
BTNt2,2.415625
BTNt2m,2.415625
BTNt3i,1.61207291666667
BTNt4i,0.00986458333333333
BTNtn,NaN
BUP2,NaN
BUTt2m,2.415625
BVITEt,NaN
BZt,NaN
BZtr,NaN
C14STRr,0.2860625
C160CPT1,0.803916666666667
C160CPT2,0.803916666666667
C160CRNt,NaN
C161CPT1,0.803916666666667
C161CPT12,0.803916666666667
C161CPT2,0.173145833333333
C161CPT22,0.173145833333333
C161CRN2t,NaN
C161CRNt,NaN
C180CPT1,0.803916666666667
C180CPT2,0.173145833333333
C180CRNt,NaN
C181CPT1,0.803916666666667
C181CPT2,0.173145833333333
C181CRNt,NaN
C204CPT1,0.803916666666667
C204CPT2,0.173145833333333
C204CRNt,NaN
C226COAtx,NaN
C226CPT1,0.803916666666667
C226CPT2,0.173145833333333
C226CRNt,NaN
C3STDH1Pr,1.15414583333333
C3STDH1r,1.15414583333333
C3STKR2r,1.60729166666667
C4STMO1r,1.80234375
C4STMO2Pr,1.15414583333333
C4STMO2r,1.80234375
CAATPS,2.26611458333333
CAROtr,NaN
CARVEOLte,NaN
CAT2p,1.79090625
CAt7r,0.00226041666666667
CATm,1.79090625
CATp,1.79090625
CBL2OR,NaN
CBL2tm,0.259854166666667
CBPPer,1.31984375
CBPSam,0.3655
CBPter,NaN
CBR2,1.39244791666667
CDIPTr,0.895854166666667
CDPDAGtm,NaN
CDS,1.91404166666667
CDSm,1.91404166666667
CEPTC,1.18891666666667
CEPTE,1.18891666666667
CERK,1.29201041666667
CERT1gt,1.2113125
CERT1rt,1.2113125
CERT2gt,1.2113125
CERT2rt,1.2113125
CGLYt3_2,0.174895833333333
CH25H,0.011
CHAT,NaN
CHATn,NaN
CHLP,0.161489583333333
CHLPCTD,0.554479166666667
CHLtm,NaN
CHOLATEt,0.0259895833333333
CHOLATEt2,0.0853645833333333
CHOLATEt3,0.06690625
CHOLD2m,NaN
CHOLK,0.360052083333333
CHOLPtg,NaN
CHOLPtl,NaN
CHOLt4,0.00226041666666667
CHOLtg,NaN
CHOLtn,NaN
CHOLtr,NaN
CHOLtu,0.354385416666667
CHSTEROLSULT,NaN
CHSTEROLt1,0.0762916666666667
CHSTEROLt2,NaN
CHSTEROLt3,NaN
CHSTEROLtg,0.994166666666667
CHTNASE,0.318125
CHTNASEe,NaN
CITMCOAHm,NaN
CITMCOALm,NaN
CITRtm,0.33803125
CITt4_2,NaN
CITtam,1.0799375
CITtbm,1.0799375
CK,0.0603229166666667
CKc,1.79575
CLFORtex,0.00513541666666667
CLHCO3tex2,0.156
CLI2tex,0.00513541666666667
CLOHtex2,0.156
CLOXAtex2,0.156
CLPNDCOAtx,NaN
CLPNDCPT1,0.803916666666667
CLPNDCPT2,0.173145833333333
CLPNDCRNt,NaN
CLPNDt,NaN
CLS_hs,0.871677083333333
CMPACNAtg,0.80371875
CMPACNAtn,NaN
CMPSAS,1.003375
CMPSASn,1.003375
CO2ter,NaN
CO2tg,NaN
CO2tm,NaN
CO2tp,NaN
COAtg,NaN
COAtl,NaN
COAtm,0.359885416666667
COAtn,NaN
COAtp,NaN
COAtr,NaN
COKECBESr,0.61628125
COQ3m,1.016625
COQ5m,NaN
COQ6m,0.42909375
COQ7m,0.589520833333333
CORE2GTg,0.11909375
CORE3GTg,NaN
CORE4GTg,0.00266666666666667
CORE5GTg,NaN
CORE6GTg,0.11909375
CORE7GTg,NaN
CORE8GTg,NaN
COt,NaN
COUCOAFm,NaN
COUMARINte,NaN
CREATt4_2_r,0.345020833333333
CREATtmdiffir,NaN
CRMPte,NaN
CRNCAR3tp,NaN
CRNCARtp,0.01309375
CRNt,0.354385416666667
CRNtHa,0.345854166666667
CRNtim,NaN
CRNtuNa,0.354385416666667
CRNtx,NaN
CRTNsyn,NaN
CRTSLt,NaN
CRTSLtm,NaN
CRTSLtr,NaN
CRTSTRNt,NaN
CRTSTRNtm,NaN
CRVNCtr,NaN
CSAPASEly,NaN
CSBPASEly,NaN
CSCPASEly,NaN
CSDPASEly,NaN
CSEPASEly,NaN
CSm,2.30639583333333
CSNAT2m,0.01309375
CSNAT2x,0.3035625
CSNAT3x,NaN
CSNATer,NaN
CSNATm,0.01309375
CSNATp,NaN
CSNATr,0.01309375
CSNt,0.287822916666667
CSPG_At,NaN
CSPG_Atly,NaN
CSPG_Bt,NaN
CSPG_Btly,NaN
CSPG_Ct,NaN
CSPG_Ctly,NaN
CSPG_Dt,NaN
CSPG_Dtly,NaN
CSPG_Et,NaN
CSPG_Etly,NaN
CTPtn,NaN
CYANt,NaN
CYANtm,NaN
CYSALANaEx,1.95746875
CYSASNNaEx,1.95746875
CYSGLNNaEx,1.95746875
CYSGLTH,NaN
CYSGLUexR,0.893260416666667
CYSGLYexR,1.96202083333333
CYSO,0.0547604166666667
CYSSERNaEx,1.95746875
CYSt4,3.12288541666667
CYSTA,1.58289583333333
CYStec,NaN
CYSTGLUex,1.96202083333333
CYSTHRNaEx,1.95746875
CYSTSERex,0.0164583333333333
CYTD,0.05640625
CYTDK1,1.58073958333333
CYTDK2m,NaN
CYTDn,NaN
CYTDt,0.56121875
CYTDt4,0.0252916666666667
CYTDtl,0.29496875
CYTDtm,0.56121875
CYTDtn,NaN
CYTK10,1.9775625
CYTK10n,1.9775625
CYTK11,1.9775625
CYTK11n,1.9775625
CYTK12,1.9775625
CYTK12n,1.9775625
CYTK13,1.9775625
CYTK13n,1.9775625
CYTK14,1.9775625
CYTK14n,1.9775625
CYTK1m,0.2964375
CYTK1n,1.9775625
CYTK2n,1.9775625
CYTK3,0.271333333333333
CYTK3n,1.9775625
CYTK4,0.271333333333333
CYTK4n,1.9775625
CYTK5,1.9775625
CYTK5n,1.9775625
CYTK6,1.9775625
CYTK6n,1.9775625
CYTK7,1.9775625
CYTK7n,1.9775625
CYTK8,1.9775625
CYTK8n,1.9775625
CYTK9,1.9775625
CYTK9n,1.9775625
D_3AIBt,NaN
D3AIBTm,NaN
DADA,0.921927083333333
DADAe,0.921927083333333
DADNK,NaN
DADNt4,0.287822916666667
DAG_HSter,NaN
DAGK_hs,1.77534375
DAGKn_hs,0.198114583333333
DAGt,NaN
DALAOXx,NaN
DALAt2r,0.332
DALAxt,NaN
DARGOp,NaN
DASCBH,NaN
DASCBR,1.94540625
DASPO1p,0.00532291666666667
DATPtn,NaN
DCIm,1.71623958333333
DCK1m,NaN
DCK1n,0.810677083333333
DCK2n,0.810677083333333
DCSPTN1COAtx,NaN
DCSPTN1CPT1,0.803916666666667
DCSPTN1CPT2,0.173145833333333
DCSPTN1CRNt,NaN
DCSPTN1t,NaN
DCT,0.00226041666666667
DCTPtn,NaN
DCYTD,0.05640625
DCYTDn,NaN
DCYTt,0.287822916666667
DDPGAm,NaN
DEBRISOQUINEt,NaN
DECDPtm,NaN
DEDOLP1_L,NaN
DEDOLP2_L,NaN
DEDOLR_L,NaN
DESAT16_2,2.07090625
DESAT18_10,0.435166666666667
DESAT18_3,2.07090625
DESAT18_4,2.07090625
DESAT18_5,2.07090625
DESAT18_6,0.435166666666667
DESAT18_7,0.435166666666667
DESAT18_8,0.435166666666667
DESAT18_9,2.17082291666667
DESAT20_1,2.17082291666667
DESAT20_2,2.17082291666667
DESAT22_1p,NaN
DESAT22_2p,NaN
DESAT24_1,0.435166666666667
DGAT,0.6686875
DGCHOLte,NaN
DGCHOLtx,NaN
DGK2m,NaN
DGNSKm,1.82560416666667
DGSNt,0.287822916666667
DGSNtm,NaN
DGTPtn,NaN
DGULND,NaN
DHAAt1r,1.35084375
DHCHOLESTANATEtm,NaN
DHCR241r,0.973979166666667
DHCR242r,0.973979166666667
DHCR243r,0.973979166666667
DHCR71r,1.01829166666667
DHCR72r,1.01829166666667
DHCRD1,2.17783333333333
DHCRD2,2.17783333333333
DHDPBMTm,1.016625
DHEASt,0.0259895833333333
DHEAStr,NaN
DHEASULT,0.0276145833333333
DHEAtr,NaN
DHFtl,NaN
DHFtm,NaN
DHORD9,0.506385416666667
DHPM1,3.669875
DHPM2,NaN
DHPR2,NaN
DIDPtn,NaN
DIGALSGALSIDEtg,NaN
DIGALSIDEtg,NaN
DIGALSIDEtl,NaN
DINt,0.287822916666667
DITPtn,NaN
DKMPPD,NaN
D_LACt2,2.415625
D_LACtm,2.415625
DLNLCGCPT1,0.803916666666667
DLNLCGCPT2,0.173145833333333
DLNLCGCRNt,NaN
DLNLCGt,0.650572916666667
DM_13_cis_oretn_n,NaN
DM_13_cis_retn_n,NaN
DM_Asn_X_Ser_Thr_ly,NaN
DM_avite2_c,NaN
DM_bvite_c,NaN
DM_core5_g,NaN
DM_core7_g,NaN
DM_core8_g,NaN
DM_datp_m,NaN
DM_datp_n,NaN
DM_dctp_m,NaN
DM_dctp_n,NaN
DM_dem2emgacpail_prot_hs_r,NaN
DM_dgpi_prot_hs_r,NaN
DM_dgtp_m,NaN
DM_dgtp_n,NaN
DM_dsT_antigen_g,NaN
DM_dttp_m,NaN
DM_dttp_n,NaN
DM_ethamp_r,NaN
DM_gncore2_g,NaN
DM_gpi_sig_er,NaN
DM_hretn_n,NaN
DM_kdn_c,NaN
DM_m_em_3gacpail_prot_hs_r,NaN
DM_melanin_c,NaN
DM_mem2emgacpail_prot_hs_r,NaN
DM_n5m2masn_g,NaN
DM_oretn_n,NaN
DM_Ser_Thr_ly,NaN
DM_Ser_Gly_Ala_X_Gly_ly,NaN
DM_sprm_c,NaN
DM_sTn_antigen_g,NaN
DM_T_antigen_g,NaN
DM_yvite_c,NaN
DMANTIPYRINEte,NaN
DMATTx,0.921770833333333
DMGDHm,0.0278958333333333
DMGtm,NaN
DMHPTCRNCPT2,NaN
DMHPTCRNt,NaN
DMHPTCRNte,NaN
DMNONCOACRNCPT1,NaN
DMNONCRNCPT2,NaN
DMNONCRNt,NaN
DNADtn,NaN
DNDPt10m,0.520927083333333
DNDPt11m,0.520927083333333
DNDPt12m,0.520927083333333
DNDPt13m,0.520927083333333
DNDPt14m,0.520927083333333
DNDPt15m,0.520927083333333
DNDPt16m,0.520927083333333
DNDPt17m,0.520927083333333
DNDPt18m,0.520927083333333
DNDPt19m,0.520927083333333
DNDPt1m,0.520927083333333
DNDPt20m,0.520927083333333
DNDPt21m,0.520927083333333
DNDPt23m,0.520927083333333
DNDPt24m,0.520927083333333
DNDPt25m,0.520927083333333
DNDPt28m,0.520927083333333
DNDPt2m,0.520927083333333
DNDPt30m,0.520927083333333
DNDPt31m,0.520927083333333
DNDPt32m,0.520927083333333
DNDPt37m,0.520927083333333
DNDPt38m,0.520927083333333
DNDPt39m,0.520927083333333
DNDPt3m,0.520927083333333
DNDPt40m,0.520927083333333
DNDPt41m,0.520927083333333
DNDPt42m,0.520927083333333
DNDPt43m,0.520927083333333
DNDPt44m,0.520927083333333
DNDPt45m,0.520927083333333
DNDPt46m,0.520927083333333
DNDPt47m,0.520927083333333
DNDPt48m,0.520927083333333
DNDPt49m,0.520927083333333
DNDPt4m,0.520927083333333
DNDPt50m,0.520927083333333
DNDPt51m,0.520927083333333
DNDPt52m,0.520927083333333
DNDPt53m,0.520927083333333
DNDPt54m,0.520927083333333
DNDPt55m,0.520927083333333
DNDPt56m,0.520927083333333
DNDPt57m,0.520927083333333
DNDPt58m,0.520927083333333
DNDPt59m,0.520927083333333
DNDPt5m,0.520927083333333
DNDPt60m,0.520927083333333
DNDPt61m,0.520927083333333
DNDPt62m,0.520927083333333
DNDPt63m,0.520927083333333
DNDPt6m,0.520927083333333
DNDPt7m,0.520927083333333
DOGULNO1,NaN
DOLGLCP_Lter,NaN
DOLGPP_Ler,NaN
DOLICHOL_Lter,NaN
DOLICHOL_Uter,NaN
DOLK_L,NaN
DOLK_U,NaN
DOLMANP_Uter,NaN
DOLPGT3_Ler,0.475
DOLPGT3_Uer,0.475
DOLPMT3_Uer,0.60915625
DOLPMT4_Ler,NaN
DOLPMT4_Uer,NaN
DOPABMO,0.04971875
DOPACHRMISO,0.00226041666666667
DOPAMT,1.71164583333333
DOPAQNISO1,NaN
DOPASFt,NaN
DOPASULT,0.20921875
DOPAt4_2_r,NaN
DOPAtu,0.354385416666667
DOPAVESSEC,0.861916666666667
DORNOp,NaN
DPCOAtl,NaN
DPGase,2.12909375
DPGM,2.12909375
DPHMBDCm,NaN
DPMVDx,0.1613125
DPPS,NaN
DRIBt,NaN
DRPA,1.98114583333333
DSAT,NaN
DTDPtn,NaN
DTTPtn,NaN
DUDPtn,NaN
DUMPtn,NaN
DURAD,1.01233333333333
DURAD2,1.01233333333333
DURIK1,2.04258333333333
DURIK1m,0.35771875
DURIt,0.287822916666667
DURItn,NaN
DUTPDPm,1.6825625
DUTPDPn,1.6825625
EAFLATOXINte,NaN
EBASTINEOHte,NaN
EBASTINEOHtr,NaN
EBASTINEte,NaN
EBASTINEtr,NaN
EBP1r,2.06655208333333
EBP2r,2.06655208333333
ECOAH12m,2.36605208333333
ECOAH1m,2.36605208333333
ECOAH1x,1.87092708333333
ECOAH9m,2.36605208333333
EHGLAT2m,1.79119791666667
EHGLATm,1.79119791666667
EICOSTETCPT1,0.803916666666667
EICOSTETCPT2,0.173145833333333
EICOSTETCRNt,NaN
EICOSTETt,NaN
ELAIDCPT1,0.803916666666667
ELAIDCPT2,0.173145833333333
ELAIDCRNt,NaN
ELAIDt,0.0111666666666667
ENGASE2ly,NaN
ENGASE3ly,NaN
ENGASEly,NaN
ESTRADIOLGLCt,0.499260416666667
ESTRADIOLGLCt2,0.854104166666667
ESTRADIOLGLCtr,NaN
ESTRADIOLt,NaN
ESTRADIOLtr,NaN
ESTRIOLGLCte,0.6866875
ESTRIOLGLCtr,NaN
ESTRIOLtr,NaN
ESTRONEGLCt,0.06690625
ESTRONEGLCtr,NaN
ESTRONESt,0.959572916666667
ESTRONESt2,0.0853645833333333
ESTRONEtr,NaN
ESTSULT,0.20921875
ETF,2.17429166666667
ETFQO,1.15297916666667
ETHAK,0.61646875
ETHP,0.161489583333333
ETOHMO,0.0845729166666667
ETOHtx,NaN
EX_10fthf_e,NaN
EX_10fthf5glu_e,NaN
EX_10fthf6glu_e,NaN
EX_10fthf7glu_e,NaN
EX_11_cis_retfa_e,NaN
EX_13_cis_retnglc_e,NaN
EX_1glyc_hs_e,NaN
EX_2425dhvitd2_e,NaN
EX_2425dhvitd3_e,NaN
EX_24nph_e,NaN
EX_25hvitd2_e,NaN
EX_25hvitd3_e,NaN
EX_2hb_e,NaN
EX_2mcit_e,NaN
EX_34dhoxpeg_e,NaN
EX_34dhphe_e,NaN
EX_35cgmp_e,NaN
EX_3aib_e,NaN
EX_3aib_D_e,NaN
EX_3mlda_e,NaN
EX_4hdebrisoquine_e,NaN
EX_4hphac_e,NaN
EX_4mptnl_e,NaN
EX_4mtolbutamide_e,NaN
EX_4nph_e,NaN
EX_4nphsf_e,NaN
EX_4pyrdx_e,NaN
EX_5adtststerone_e,NaN
EX_5adtststeroneglc_e,NaN
EX_5adtststerones_e,NaN
EX_5dhf_e,NaN
EX_5fthf_e,NaN
EX_5homeprazole_e,NaN
EX_5htrp_e,NaN
