Var1,ASP14_i10_plus_midhigh
3MOX4HOXPGALDOX,0.0660208333333333
3MOX4HOXPGALDOX_NADP,0.0660208333333333
3MOXTYROX,0.14959375
3NTD7l,0.782166666666667
3SALAASPm,1.13011458333333
3SALACBOXL,0.346208333333333
3SALAOX,NaN
3SALATAi,1.58329166666667
3SALATAim,1.81172916666667
3SPYRSP,NaN
3SPYRSPm,NaN
41R1H2MAE12BOOX,0.14959375
41R2A1H12BOOX,0.14959375
42A12BOOX,0.14959375
4ABUTtm,NaN
4HBZCOAFm,NaN
4HBZFm,NaN
4HDEBRISOQUINEte,NaN
4HGLSDm,0.0160416666666667
4HOXPACDOX_NADP,0.0660208333333333
4MOPt2im,NaN
4MPTNLte,NaN
4MPTNLtm,NaN
4MPTNLtr,NaN
4MTOLBUTAMIDEte,NaN
4NPHSFte,NaN
4NPHSULT,0.201520833333333
4NPHte,NaN
4PYRDX,NaN
5ADTSTSTERONEGLCte,0.652677083333333
5ADTSTSTERONEGLCtr,NaN
5ADTSTSTERONESte,NaN
5ADTSTSTERONESULT,NaN
5ADTSTSTERONEte,NaN
5ADTSTSTERONEtr,NaN
5AOPtm,NaN
5DHFtl,NaN
5FTHFt2,0.339291666666667
5HLTDL,NaN
5HOMEPRAZOLEte,NaN
5HOXINDACTO2OX,0.166802083333333
5HOXINDACTOXm,1.0685
5HOXINOXDA,0.14959375
5HTRPDOX,NaN
5HTRPVESSEC,0.867875
5HXKYNDCL,NaN
5HXKYNOXDA,0.14959375
5MTHFt,0.00490625
5MTHFt2,0.339291666666667
5THFtl,NaN
5THFtm,NaN
6DHFtl,NaN
6DHFtm,NaN
6HTSTSTERONEte,NaN
6HTSTSTERONEtr,NaN
6THFtl,NaN
6THFtm,NaN
7DHCHSTEROLtr,NaN
7DHFtl,NaN
7DHFtm,NaN
7THFtl,NaN
7THFtm,NaN
A_MANASE,NaN
A_MANASEly,0.104458333333333
A4GALTc,0.0256666666666667
A4GALTg,0.0256666666666667
A4GNT1g,NaN
A4GNT2g,NaN
AACOAT,0.458427083333333
AACTOOR,NaN
AACTtm,NaN
AASAD3m,NaN
AATAi,0.52896875
ABO1g,NaN
ABO2g,NaN
ABO3g,NaN
ABO4g,NaN
ABO5g,NaN
ABO6g,NaN
ABO7g,NaN
ABO8g,NaN
ABO9g,NaN
ABTArm,0.167166666666667
ABTD,NaN
ABTti,NaN
ABUTD,1.56342708333333
ABUTt2r,0.312322916666667
ABUTt2rL,0.312322916666667
ABUTt4_2_r,0.0118958333333333
ACACT10m,2.39553125
ACACT1r,1.78111458333333
ACACT1rm,2.39184375
ACACT1x,1.78111458333333
ACACt2,2.42169791666667
ACACt2m,2.42169791666667
ACACT4p,0.134145833333333
ACACT5p,0.134145833333333
ACACT6p,0.134145833333333
ACACT7p,0.134145833333333
ACACT8p,0.134145833333333
ACACT9p,0.134145833333333
ACACtx,NaN
ACALDt,NaN
ACALDtm,NaN
ACALDtr,NaN
ACALDtx,NaN
ACCOAC,0.87590625
ACCOACm,0.112229166666667
ACCOAgt,1.00103125
ACCOAL,0.474083333333333
ACCOALm,0.0112604166666667
ACCOAtn,NaN
ACCOAtr,1.00103125
ACETONEt2,2.42169791666667
ACETONEt2m,2.42169791666667
ACGAGBSIDEtg,NaN
ACGAGBSIDEtl,NaN
ACGALFUCGALACGALFUC12GAL14ACGLCGALGLUSIDEte,NaN
ACGALFUCGALACGALFUC12GAL14ACGLCGALGLUSIDEtg,NaN
ACGALFUCGALACGALFUCGALACGLCGAL14ACGLCGALGLUSIDEte,NaN
ACGALFUCGALACGALFUCGALACGLCGAL14ACGLCGALGLUSIDEtg,NaN
ACGALK,NaN
ACGALK2,NaN
ACGALtlg,NaN
ACGALtly,NaN
ACGAM2E,NaN
ACGAM6PSi,1.3121875
ACGAMK,1.66427083333333
ACGAMPM,2.26672916666667
ACGAMtly,NaN
ACGBGBSIDEtg,NaN
ACGBGBSIDEtl,NaN
ACGPID,0.537822916666667
ACGSm,0.01471875
ACHEe,NaN
ACHtn,NaN
ACHVESSEC,NaN
ACITL,1.90455208333333
ACN13ACNGALGBSIDEte,NaN
ACN13ACNGALGBSIDEtg,NaN
ACN23ACNGALGBSIDEte,NaN
ACN23ACNGALGBSIDEtg,NaN
ACNACNGAL14ACGLCGALGLUSIDEte,NaN
ACNACNGAL14ACGLCGALGLUSIDEtg,NaN
ACNACNGALGBSIDEte,NaN
ACNACNGALGBSIDEtg,NaN
ACNAM9PL,0.9698125
ACNAM9PL2,0.9698125
ACNAMlt,1.15259375
ACNAMPH,0.957739583333333
ACNAMtn,NaN
ACNGALACGLCGAL14ACGLCGALGLUSIDEte,NaN
ACNGALACGLCGAL14ACGLCGALGLUSIDEtg,NaN
ACNMLr,NaN
ACOAD10m,1.82166666666667
ACOAD1fm,1.82166666666667
ACOAD8m,1.30005208333333
ACOAD9m,1.82166666666667
ACOAHi,NaN
ACOAO7p,1.31911458333333
ACOATA,0.289166666666667
ACODA,0.00272916666666667
ACONT,1.58536458333333
ACONTm,1.14579166666667
ACOX22x,0.316822916666667
ACOX2x,0.316822916666667
ACP1_FMN,2.49936458333333
ACRNtm,NaN
ACS,0.474083333333333
ACS2,0.474083333333333
ACSm,0.0112604166666667
ACSOMT,NaN
ACSRTNMT,NaN
ACt2m,NaN
ACt2r,NaN
ACtg,NaN
ACTLMO,0.0769791666666667
ACTNMO,0.0769791666666667
ACYP,1.27995833333333
ADA,0.93203125
ADAe,0.93203125
ADCim,NaN
ADEt,0.282385416666667
ADEtl,0.296854166666667
ADHAPtx,NaN
ADK1,2.17315625
ADK1m,2.17315625
ADK3,0.2145
ADK3m,1.94002083333333
ADKd,0.2145
ADMDC,1.89188541666667
ADNCYC,0.29565625
ADNK1,1.95375
ADNK1m,NaN
ADNt,0.554145833333333
ADNt4,0.0157083333333333
ADNtl,0.296854166666667
ADNtm,0.554145833333333
ADPGLC,2.00034375
ADPMAN,2.00034375
ADPRDP,2.00034375
ADPRDPm,NaN
ADPRIBt,NaN
ADPT,1.67417708333333
ADPtx,NaN
ADRNCOAtx,NaN
ADRNCPT1,0.794760416666667
ADRNCPT2,0.162677083333333
ADRNCRNt,NaN
ADRNLPVESSEC,0.867875
ADRNt,NaN
ADSELK,2.536875
ADSK,2.536875
ADSL1,2.2483125
ADSL2,2.2483125
ADSS,1.18204166666667
AFLATOXINte,NaN
AG13T10g,0.857677083333333
AG13T11g,0.857677083333333
AG13T12g,0.857677083333333
AG13T13g,0.857677083333333
AG13T14g,0.857677083333333
AG13T15g,0.857677083333333
AG13T16g,0.857677083333333
AG13T17g,0.857677083333333
AG13T18g,0.857677083333333
AG13T1g,0.857677083333333
AG13T2g,0.857677083333333
AG13T3g,0.857677083333333
AG13T4g,0.857677083333333
AG13T5g,0.857677083333333
AG13T6g,0.857677083333333
AG13T7g,0.857677083333333
AG13T8g,0.857677083333333
AG13T9g,0.857677083333333
AGDC,NaN
AGLPC,NaN
AGLPED,NaN
AGLPET,NaN
AGLPH,NaN
AGLPR,NaN
AGLPT,NaN
AGMTm,0.04715625
AGPAT1,1.67561458333333
AGPex,NaN
AGPRim,1.64665625
AGPSx,NaN
AGTim,NaN
AGTix,NaN
AHANDROSTANGLCte,0.652677083333333
AHANDROSTANGLCtr,NaN
AHC,2.07455208333333
AHCYStn,NaN
AHCYStr,NaN
AHEXASE2ly,1.16964583333333
AHEXASEly,1.16964583333333
AICART,2.21003125
AIRCr,2.32863541666667
AK2LGCHOLt,NaN
AKGDm,0.51496875
AKGMALtm,1.41583333333333
AKGt4_3,NaN
AKGtp,NaN
AKR1C1,0.244697916666667
AKR1C41,NaN
AKR1C42,NaN
AKR1D,NaN
AKR1D2,NaN
ALAASNNaEx,1.9723125
ALACYSNaEx,1.9723125
ALADGLNexR,0.140677083333333
ALADGLYexR,0.140677083333333
ALAGLNexR,0.140677083333333
ALAGLNNaEx,1.9723125
ALAGLYexR,0.140677083333333
ALAR,1.39529166666667
ALASERNaEx,1.9723125
ALASm,1.173625
ALAt2r,0.312322916666667
ALAt2rL,0.312322916666667
ALAt4,3.11886458333333
ALATA_L,0.847302083333333
ALATHRNaEx,1.9723125
ALAtN1,0.0576458333333333
ALCD1,2.43546875
ALCD21_D,2.43546875
ALCD21_L,2.43546875
ALCD22_D,2.43546875
ALCD22_L,2.43546875
ALCD2if,2.43546875
ALCD2yf,2.15296875
ALDD20x,1.84340625
ALDD20xm,1.0685
ALDD21,1.74942708333333
ALDD2x,1.84340625
ALDD2xm,1.0685
ALDD2y,1.74942708333333
ALDSTRNte,NaN
ALDSTRNtm,NaN
ALKP,0.22575
ALOX12,NaN
ALOX12R,NaN
ALOX15,NaN
ALOX5,NaN
ALOX52,NaN
ALR2,2.29246875
ALR3,2.29246875
AMACR2p,0.0415729166666667
AMACR2r,0.0415729166666667
AMACRp,0.0415729166666667
AMACRr,0.0415729166666667
AMANK,1.66427083333333
AMCOXO,NaN
AMETr,NaN
AMETt2m,0.731395833333333
AMETtn,NaN
AMPDA,1.01485416666667
AMPTASECG,0.147875
AMPTASECGe,0.147875
AMPtp,NaN
AMPtr,NaN
AMY1e,1.97819791666667
AMY2e,1.97819791666667
ANDRSTRNGLCte,0.652677083333333
ANDRSTRNGLCtr,NaN
ANDRSTRNte,NaN
ANDRSTRNtr,NaN
ANTIPYRENEte,NaN
AOBUTDsm,NaN
AP4AH1,NaN
APAT2rm,0.167166666666667
APNNOXte,NaN
APOCF,NaN
APOCFm,NaN
APOC_LYS_BTNP,NaN
APOC_LYS_BTNPm,NaN
APPNNte,NaN
APRGSTRNte,NaN
APRTO2,0.14959375
AQCOBALt,NaN
ARAB_Lt,NaN
ARABR,2.29246875
ARACHCOAtx,NaN
ARACHCPT1,0.794760416666667
ARACHCPT2,0.162677083333333
ARACHCRNt,NaN
ARACHDCOAtx,NaN
ARACHDt2,0.696395833333333
ARACHDtr,NaN
ARACHt,NaN
ARGDCm,NaN
ARGLYSex,1.0155625
ARGN,1.01610416666667
ARGNm,1.01610416666667
ARGSL,0.215822916666667
ARGSS,0.148864583333333
ARGt4,NaN
ARGtiDF,1.373625
ARGtm,0.33090625
ARSA,0.186291666666667
ARTCOAL1,NaN
ARTCOAL2,NaN
ARTCOAL3,NaN
R_group_phosphotase_1,NaN
R_group_phosphotase_2,NaN
R_group_phosphotase_3,NaN
ARTFR11,NaN
ARTFR12,NaN
ARTFR13,NaN
ARTFR202,NaN
ARTFR203,NaN
ARTFR204,NaN
ARTFR205,NaN
ARTFR206,NaN
ARTFR207,NaN
ARTFR208,NaN
ARTFR209,NaN
ARTFR210,NaN
ARTFR211,NaN
ARTFR212,NaN
ARTFR213,NaN
ARTFR31,NaN
ARTFR32,NaN
ARTFR33,NaN
ARTFR34,NaN
ARTFR41,NaN
ARTFR42,NaN
ARTFR43,NaN
ARTFR44,NaN
ARTFR45,NaN
ARTFR46,NaN
ARTFR51,NaN
ARTFR52,NaN
ARTFR53,NaN
ARTFR54,NaN
ARTFR55,NaN
ARTFR56,NaN
ARTFR57,NaN
ARTFR61,NaN
ARTPLM1,NaN
ARTPLM1m,NaN
ARTPLM2,NaN
ARTPLM2m,NaN
ARTPLM3,NaN
ARTPLM3m,NaN
ASAH1,1.71883333333333
ASCBOX,NaN
ASCBt,NaN
ASCBt4,0.859864583333333
ASNALANaEx,1.9723125
ASNCYSNaEx,1.9723125
ASNGLNNaEx,1.9723125
ASNNm,0.0621041666666667
ASNS1,1.9453125
ASNSERNaEx,1.9723125
ASNt4,3.11886458333333
ASNTHRNaEx,1.9723125
ASNtm,NaN
ASNtN1,0.0576458333333333
Asn_X_Ser_Thrtr,NaN
ASP1DC,0.337375
ASPCTr,1.16111458333333
ASPDt6,0.642125
ASPDxt,NaN
ASPGLUm,1.13011458333333
ASPNATm,NaN
ASPt6,0.642125
ASPTA,1.58329166666667
ASPTAm,1.81172916666667
ATP1ter,NaN
ATP2ter,NaN
ATPasel,1.90171875
ATPH1e,0.873604166666667
ATPH2e,0.873604166666667
ATPS4m,1.28308333333333
ATPtm,2.81647916666667
ATPtn,NaN
ATPtx,NaN
AVITE1t,0.00353125
AVITE2t,NaN
B_MANNASEly,1.01582291666667
B3GALT3g,0.0728125
B3GALT41g,NaN
B3GALT42g,NaN
B3GALT43g,NaN
B3GALT44g,NaN
B3GALT5g,NaN
B3GALTg,NaN
B3GNT11g,NaN
B3GNT12g,0.857677083333333
B3GNT310g,NaN
B3GNT311g,NaN
B3GNT312g,NaN
B3GNT313g,NaN
B3GNT314g,NaN
B3GNT315g,NaN
B3GNT31g,NaN
B3GNT32g,NaN
B3GNT33g,NaN
B3GNT34g,NaN
B3GNT35g,NaN
B3GNT36g,NaN
B3GNT37g,NaN
B3GNT39g,NaN
B3GNT51g,0.661291666666667
BAAT1x,0.04065625
BAAT2x,0.04065625
BAAT3x,0.04065625
BAAT4x,0.04065625
BACCL,0.769552083333333
BACCLm,0.769552083333333
BALAtmr,NaN
BALAVECSEC,NaN
BAMPPALDOX,1.84340625
BAMPPALDOXm,1.0685
BBHOX,0.58065625
BCDO,NaN
BDG2HCGHD,NaN
BDHm,0.244375
BDMT_L,NaN
BDMT_U,NaN
BETALDHxm,NaN
BHBt,NaN
BHBtm,NaN
BHMT,NaN
BILDGLCURt,NaN
BILDGLCURte,0.652677083333333
BILDGLCURtr,NaN
BILGLCURt,NaN
BILGLCURte,0.652677083333333
BILGLCURtr,NaN
BILIRED,1.5646875
BILIRUBt2,NaN
BILIRUBtr,NaN
BIOCYTtn,NaN
BMTer_L,0.402208333333333
BMTer_U,0.402208333333333
BPNT,1.08320833333333
BPNT2,1.08320833333333
BTND1,0.99796875
BTND1n,0.99796875
BTNDe,0.99796875
BTNDm,0.99796875
BTNPL,0.769552083333333
BTNPLm,0.769552083333333
BTNt2,2.42169791666667
BTNt2m,2.42169791666667
BTNt3i,1.60844791666667
BTNt4i,0.00986458333333333
BTNtn,NaN
BUP2,NaN
BUTt2m,2.42169791666667
BUTt2r,2.42169791666667
BVITEt,NaN
BZt,NaN
BZtr,NaN
C14STRr,0.321479166666667
C160CPT1,0.794760416666667
C160CPT2,0.794760416666667
C160CRNt,NaN
C161CPT1,0.794760416666667
C161CPT12,0.794760416666667
C161CPT2,0.162677083333333
C161CPT22,0.162677083333333
C161CRN2t,NaN
C161CRNt,NaN
C180CPT1,0.794760416666667
C180CPT2,0.162677083333333
C180CRNt,NaN
C181CPT1,0.794760416666667
C181CPT2,0.162677083333333
C181CRNt,NaN
C204CPT1,0.794760416666667
C204CPT2,0.162677083333333
C204CRNt,NaN
C226COAtx,NaN
C226CPT1,0.794760416666667
C226CPT2,0.162677083333333
C226CRNt,NaN
C2M26DCOAHLm,2.39184375
C2M26DCOAHLx,1.86426041666667
C3STDH1Pr,1.15030208333333
C3STDH1r,1.15030208333333
C3STKR2r,1.59055208333333
C4STMO1r,1.80654166666667
C4STMO2Pr,1.15030208333333
C4STMO2r,1.80654166666667
CAATPS,2.22838541666667
CAMPt,1.10422916666667
CAROtr,NaN
CARVEOLte,NaN
CAT2p,1.80567708333333
CAt7r,NaN
CATm,1.80567708333333
CATp,1.80567708333333
CBL2OR,NaN
CBL2tm,0.3428125
CBLATm,0.3428125
CBPPer,1.2970625
CBPS,1.16111458333333
CBPSam,0.34615625
CBPter,NaN
CBR1,1.43414583333333
CBR2,1.43414583333333
CCA_D3t,NaN
CCA_D3tm,NaN
CDIPTr,0.9209375
CDPDAGtm,NaN
CDS,1.88766666666667
CDSm,1.88766666666667
CEPTC,1.19922916666667
CEPTE,1.19922916666667
CERK,1.28283333333333
CERT1gt,1.20034375
CERT1rt,1.20034375
CERT2gt,1.20034375
CERT2rt,1.20034375
CGLYt3_2,0.2054375
CGMPt,1.10422916666667
CH25H,0.011
CHAT,NaN
CHATn,NaN
CHLP,0.143177083333333
CHLPCTD,0.5095625
CHLtm,NaN
CHOLATEt,0.0319375
CHOLATEt2,0.0780520833333333
CHOLATEt3,0.06690625
CHOLD2m,NaN
CHOLK,0.340510416666667
CHOLPtg,NaN
CHOLPtl,NaN
CHOLt4,NaN
CHOLtg,NaN
CHOLtn,NaN
CHOLtr,NaN
CHOLtu,0.330114583333333
CHSTEROLSULT,NaN
CHSTEROLt,0.91034375
CHSTEROLt1,0.0817395833333333
CHSTEROLt2,NaN
CHSTEROLt3,NaN
CHSTEROLtg,0.91034375
CHTNASE,0.28290625
CHTNASEe,NaN
CITL,0.1678125
CITMCOAHm,NaN
CITMCOALm,NaN
CITRtm,0.33090625
CITt4_2,NaN
CITtam,1.11677083333333
CITtbm,1.11677083333333
CK,0.0654479166666667
CKc,1.76771875
CLFORtex,0.00513541666666667
CLHCO3tex2,0.17184375
CLI2tex,0.00513541666666667
CLOHtex2,0.17184375
CLOXAtex2,0.17184375
CLPNDCOAtx,NaN
CLPNDCPT1,0.794760416666667
CLPNDCPT2,0.162677083333333
CLPNDCRNt,NaN
CLPNDt,NaN
CLS_hs,0.84828125
CMPACNAtg,0.81
CMPACNAtn,NaN
CMPSAS,1.02425
CMPSASn,1.02425
CO2t,NaN
CO2ter,NaN
CO2tg,NaN
CO2tm,NaN
CO2tn,NaN
CO2tp,NaN
COAtg,NaN
COAtl,NaN
COAtm,0.365364583333333
COAtn,NaN
COAtp,NaN
COAtr,NaN
COKECBESr,0.59790625
COQ3m,0.979197916666667
COQ5m,NaN
COQ6m,0.4390625
COQ7m,0.58646875
CORE2GTg,0.115760416666667
CORE3GTg,NaN
CORE4GTg,0.00266666666666667
CORE5GTg,NaN
CORE6GTg,0.115760416666667
CORE7GTg,NaN
CORE8GTg,NaN
COt,NaN
COUCOAFm,NaN
COUMARINte,NaN
CPCTDTX,0.5095625
CPPPGO,0.614395833333333
CREATt4_2_r,0.34878125
CREATtmdiffir,NaN
CRMPte,NaN
CRNCAR3tp,NaN
CRNCARtp,NaN
CRNt,0.330114583333333
CRNtHa,0.335854166666667
CRNtim,NaN
CRNtuNa,0.330114583333333
CRNtx,NaN
CRTNsyn,NaN
CRTSLt,NaN
CRTSLtm,NaN
CRTSLtr,NaN
CRTSTRNt,NaN
CRTSTRNtm,NaN
CRTSTRNtr,NaN
CRVNCtr,NaN
CSAPASEly,NaN
CSBPASEly,NaN
CSCPASEly,NaN
CSDPASEly,NaN
CSEPASEly,NaN
CSm,2.3039375
CSNAT2m,NaN
CSNAT2x,0.298322916666667
CSNAT3x,NaN
CSNATer,NaN
CSNATm,NaN
CSNATp,NaN
CSNATr,NaN
CSND,NaN
CSNt,0.282385416666667
CSPG_At,NaN
CSPG_Atly,NaN
CSPG_Bt,NaN
CSPG_Btly,NaN
CSPG_Ct,NaN
CSPG_Ctly,NaN
CSPG_Dt,NaN
CSPG_Dtly,NaN
CSPG_Et,NaN
CSPG_Etly,NaN
CTPS1,1.38910416666667
CTPS2,1.38910416666667
CTPtn,NaN
CYANt,NaN
CYANtm,NaN
CYOOm2,1.41746875
CYOR_u10m,1.41746875
CYSALANaEx,1.9723125
CYSASNNaEx,1.9723125
CYSGLNNaEx,1.9723125
CYSGLTH,NaN
CYSGLUexR,0.898677083333333
CYSGLYexR,1.97819791666667
CYSLYSL,NaN
CYSO,0.06025
CYSSERNaEx,1.9723125
CYSt4,3.11886458333333
CYSTA,1.58329166666667
CYSTAm,1.81172916666667
CYStec,NaN
CYSTGL,1.07847916666667
CYSTGLUex,1.97819791666667
CYSTHRNaEx,1.9723125
CYSTS,0.959708333333333
CYSTSERex,0.018875
CYTD,0.0582916666666667
CYTDK1,1.64564583333333
CYTDK2m,NaN
CYTDn,NaN
CYTDt,0.554145833333333
CYTDt4,0.0157083333333333
CYTDtl,0.296854166666667
CYTDtm,0.554145833333333
CYTDtn,NaN
CYTK1,1.9795
CYTK10,1.9795
CYTK10n,1.9795
CYTK11,1.9795
CYTK11n,1.9795
CYTK12,1.9795
CYTK12n,1.9795
CYTK13,1.9795
CYTK13n,1.9795
CYTK14,1.9795
CYTK14n,1.9795
CYTK1m,0.28478125
CYTK1n,1.9795
CYTK2,1.9795
CYTK2n,1.9795
CYTK3,0.2145
CYTK3n,1.9795
CYTK4,0.2145
CYTK4n,1.9795
CYTK5,1.9795
CYTK5n,1.9795
CYTK6,1.9795
CYTK6n,1.9795
CYTK7,1.9795
CYTK7n,1.9795
CYTK8,1.9795
CYTK8n,1.9795
CYTK9,1.9795
CYTK9n,1.9795
D_3AIBt,NaN
D3AIBTm,NaN
DADA,0.93203125
DADAe,0.93203125
DADNK,NaN
DADNt4,0.282385416666667
DAG_HSter,NaN
DAGK_hs,1.75870833333333
DAGKn_hs,0.206010416666667
DAGt,NaN
DALAOXx,NaN
DALAt2r,0.312322916666667
DALAt2rL,0.312322916666667
DALAxt,NaN
DARGOp,NaN
DASCBH,NaN
DASCBR,1.93934375
DASPO1p,0.00532291666666667
DATPtn,NaN
DCIm,1.70558333333333
DCK1m,NaN
DCK1n,0.783322916666667
DCK2n,0.783322916666667
DCMPDA,1.59820833333333
DCSPTN1COAtx,NaN
DCSPTN1CPT1,0.794760416666667
DCSPTN1CPT2,0.162677083333333
DCSPTN1CRNt,NaN
DCSPTN1t,NaN
DCT,0.0106145833333333
DCTPtn,NaN
DCYTD,0.0582916666666667
DCYTDn,NaN
DCYTt,0.282385416666667
DDPGAm,NaN
DEBRISOQUINEt,NaN
DECDPtm,NaN
DEDOLP1_L,NaN
DEDOLP1_U,NaN
DEDOLP2_L,NaN
DEDOLP2_U,NaN
DEDOLR_L,NaN
DEDOLR_U,NaN
DESAT16_2,2.0879375
DESAT18_10,0.4365625
DESAT18_3,2.0879375
DESAT18_4,2.0879375
DESAT18_5,2.0879375
DESAT18_6,0.4365625
DESAT18_7,0.4365625
DESAT18_8,0.4365625
DESAT18_9,2.20019791666667
DESAT20_1,2.20019791666667
DESAT20_2,2.20019791666667
DESAT22_1p,NaN
DESAT22_2p,NaN
DESAT24_1,0.4365625
DGAT,0.625145833333333
DGCHOLte,NaN
DGCHOLtx,NaN
DGK1,1.42526041666667
DGK2m,NaN
DGNSKm,1.8345625
DGSNt,0.282385416666667
DGSNtm,NaN
DGTPtn,NaN
DGULND,NaN
DHAAt1r,1.35869791666667
DHAPA,NaN
DHAPAx,NaN
DHCHOLESTANATEtm,NaN
DHCR241r,1.0279375
DHCR242r,1.0279375
DHCR243r,1.0279375
DHCR71r,1.01535416666667
DHCR72r,1.01535416666667
DHCRD1,2.14140625
DHCRD2,2.14140625
DHDPBMTm,0.979197916666667
DHEASt,0.0319375
DHEAStr,NaN
DHEASULT,0.0276145833333333
DHEAtr,NaN
DHFR,1.6401875
DHFtl,NaN
DHFtm,NaN
DHORD9,0.461041666666667
DHORTS,1.16111458333333
DHPM1,3.66421875
DHPM2,NaN
DHPR,0.610927083333333
DHPR2,NaN
DIDPtn,NaN
DIGALSGALSIDEte,NaN
DIGALSGALSIDEtg,NaN
DIGALSIDEtg,NaN
DIGALSIDEtl,NaN
DINt,0.282385416666667
DITPtn,NaN
DKMPPD,NaN
D_LACt2,2.42169791666667
D_LACtm,2.42169791666667
DLNLCGCPT1,0.794760416666667
DLNLCGCPT2,0.162677083333333
DLNLCGCRNt,NaN
DLNLCGt,0.696395833333333
DM_13_cis_oretn_n,NaN
DM_13_cis_retn_n,NaN
DM_Asn_X_Ser_Thr_ly,NaN
ATPM,NaN
DM_avite1_c,NaN
DM_avite2_c,NaN
DM_bvite_c,NaN
DM_core5_g,NaN
DM_core7_g,NaN
DM_core8_g,NaN
DM_datp_m,NaN
DM_datp_n,NaN
DM_dctp_m,NaN
DM_dctp_n,NaN
DM_dem2emgacpail_prot_hs_r,NaN
DM_dgpi_prot_hs_r,NaN
DM_dgtp_m,NaN
DM_dgtp_n,NaN
DM_dsT_antigen_g,NaN
DM_dttp_m,NaN
DM_dttp_n,NaN
DM_ethamp_r,NaN
DM_gncore2_g,NaN
DM_gpi_sig_er,NaN
DM_hretn_n,NaN
DM_kdn_c,NaN
DM_m_em_3gacpail_prot_hs_r,NaN
DM_melanin_c,NaN
DM_mem2emgacpail_prot_hs_r,NaN
DM_n5m2masn_g,NaN
DM_oretn_n,NaN
DM_Ser_Thr_ly,NaN
DM_Ser_Gly_Ala_X_Gly_ly,NaN
DM_sprm_c,NaN
DM_sTn_antigen_g,NaN
DM_T_antigen_g,NaN
DM_yvite_c,NaN
DMANTIPYRINEte,NaN
DMATT,1.302375
DMATTx,0.9185
DMGDHm,0.0312083333333333
DMGtm,NaN
DMHPTCRNCPT1,NaN
DMHPTCRNCPT2,NaN
DMHPTCRNt,NaN
DMHPTCRNte,NaN
DMNONCOACRNCPT1,NaN
DMNONCRNCPT2,NaN
DMNONCRNt,NaN
DNADtn,NaN
DNAMTn,NaN
DNAMTSEn,NaN
DNDPt10m,0.5489375
DNDPt11m,0.5489375
DNDPt12m,0.5489375
DNDPt13m,0.5489375
DNDPt14m,0.5489375
DNDPt15m,0.5489375
DNDPt16m,0.5489375
DNDPt17m,0.5489375
DNDPt18m,0.5489375
DNDPt19m,0.5489375
DNDPt1m,0.5489375
DNDPt20m,0.5489375
DNDPt21m,0.5489375
DNDPt22m,0.5489375
DNDPt23m,0.5489375
DNDPt24m,0.5489375
DNDPt25m,0.5489375
DNDPt26m,0.5489375
DNDPt27m,0.5489375
DNDPt28m,0.5489375
DNDPt29m,0.5489375
DNDPt2m,0.5489375
DNDPt30m,0.5489375
DNDPt31m,0.5489375
DNDPt32m,0.5489375
DNDPt33m,0.5489375
DNDPt34m,0.5489375
DNDPt35m,0.5489375
DNDPt36m,0.5489375
