Var1,ASP14_i10_plus_low
THRGLNexR,0.080875
THRGLNNaEx,1.91769791666667
THRGLYexR,0.080875
THRSERNaEx,1.91769791666667
THRt4,3.18886458333333
TKT1,1.77702083333333
TKT2,1.77702083333333
TPI,3.31820833333333
TRPO2,3.12686458333333
TRPt,0.9694375
TRPt4,NaN
TYRt,0.01834375
TYRt4,NaN
TYRTA,1.4343125
UDPGLCAter,1.21558333333333
UMPK,2.15877083333333
UMPK2,2.15877083333333
UMPK3,2.15877083333333
UMPK4,2.15877083333333
UMPK5,2.15877083333333
UMPK7,2.15877083333333
UMPtr,NaN
URCN,NaN
UREAt,0.250604166666667
UREAt5,NaN
UREAtm,NaN
VALt4,NaN
VALt5m,NaN
VALTA,2.9358125
VALTAm,0.949958333333333
VALtec,0.200375
XYLUR,0.9325
EX_fald_e,NaN
EX_ptrc_e,NaN
EX_spmd_e,NaN
r0010,1.59028125
r0021,1.05221875
r0022,1.05221875
r0028,0.58065625
r0034,NaN
r0055,NaN
r0060,NaN
r0062,NaN
r0074,0.03009375
r0081,0.741291666666667
r0085,1.84577083333333
r0086,1.84577083333333
r0119,1.44497916666667
r0122,NaN
r0127,NaN
r0142,0.0186666666666667
r0153,NaN
r0156,NaN
r0157,NaN
r0165,NaN
r0173,3.096125
r0178,NaN
r0179,NaN
r0191,0.921760416666667
r0202,0.00525
r0249,0.319364583333333
r0280,NaN
r0295,0.03571875
r0301,1.96639583333333
r0317,1.21852083333333
r0354,0.902729166666667
r0355,0.902729166666667
r0365,NaN
r0398,0.602697916666667
r0399,NaN
r0413,NaN
r0426,1.21852083333333
r0450,NaN
r0464,1.598125
r0483,0.2516875
r0509,0.652270833333333
r0525,1.08130208333333
r0541,0.483125
r0549,1.598125
r0552,1.40777083333333
r0553,1.40777083333333
r0560,NaN
r0570,1.05328125
r0596,1.49364583333333
r0645,NaN
r0647,NaN
r0655,1.59416666666667
r0669,0.0581458333333333
r0683,1.59416666666667
r0779,1.49364583333333
r0784,NaN
r0792,0.327770833333333
r0801,1.79936458333333
r0812,1.20290625
r0817,0.111635416666667
r0819,0.119270833333333
r0821,0.119270833333333
r0822,0.119270833333333
r0829,0.119270833333333
r0830,0.119270833333333
r0838,NaN
r0839,NaN
r0840,NaN
r0841,NaN
r0860,NaN
r0879,0.401125
r0881,NaN
r0885,0.119270833333333
r0899,NaN
r0911,NaN
r0913,1.0805
r0915,1.0805
r0917,1.0805
r0924,NaN
r0941,NaN
r0942,0.328697916666667
r0944,NaN
r0946,0.1075
r1030,NaN
r1050,NaN
r1051,NaN
r1052,NaN
r1088,NaN
r1090,1.0805
r1109,NaN
r1143,NaN
r1144,NaN
r1147,1.0805
r1154,0.47221875
r1155,2.34516666666667
r1162,NaN
r1291,NaN
r1421,NaN
r1427,NaN
r1428,NaN
r1429,NaN
r1434,NaN
r1435,NaN
r1453,NaN
r1454,2.34516666666667
r1464,NaN
r1493,NaN
r1530,NaN
r1538,NaN
r1544,0.75975
r1546,0.75975
r1547,0.75975
r1548,0.75975
r1549,0.75975
r1551,0.75975
r1552,0.75975
r1553,0.75975
r1554,0.75975
r1556,0.75975
r1557,0.75975
r1559,0.75975
r1560,0.75975
r1561,0.75975
r1562,0.75975
r1563,0.75975
r1564,0.75975
r1565,0.75975
r1566,0.75975
r1567,0.75975
r1568,0.75975
r1569,0.75975
r1570,0.75975
r1571,0.75975
r1573,0.75975
r1574,0.75975
r1575,0.75975
r1576,0.75975
r1578,0.75975
r1579,0.75975
r1580,0.75975
r1581,0.75975
r1583,0.75975
r1584,0.75975
r1585,0.75975
r1586,0.75975
r1587,0.75975
r1588,0.75975
r1589,0.75975
r1590,0.75975
r1591,0.75975
r1592,0.75975
r1593,0.75975
r1594,0.75975
r1595,0.75975
r1596,0.75975
r1597,0.75975
r1598,0.75975
r1599,0.75975
r1600,0.75975
r1602,0.75975
r1603,0.75975
r1604,0.75975
r1605,0.75975
r1606,0.75975
r1607,0.75975
r1608,0.75975
r1609,0.75975
r1610,0.75975
r1611,0.75975
r1612,0.75975
r1613,0.75975
r1614,0.75975
r1615,0.75975
r1616,0.75975
r1617,0.75975
r1618,0.75975
r1619,0.75975
r1620,0.75975
r1621,0.75975
r1622,0.75975
r1623,0.75975
r1624,0.75975
r1625,0.75975
r1626,0.75975
r1627,0.75975
r1628,0.75975
r1629,0.75975
r1630,0.75975
r1631,0.75975
r1632,0.75975
r1633,0.75975
r1634,0.75975
r1635,0.75975
r1636,0.75975
r1637,0.75975
r1638,0.75975
r1639,0.75975
r1640,0.75975
r1641,0.75975
r1642,0.75975
r1643,0.75975
r1644,0.75975
r1645,0.75975
r1646,0.75975
r1647,0.75975
r1648,0.75975
r1649,0.75975
r1650,0.75975
r1651,0.75975
r1652,0.75975
r1653,0.75975
r1654,0.75975
r1655,0.75975
r1656,0.75975
r1657,0.75975
r1658,0.75975
r1659,0.75975
r1660,0.75975
r1661,0.75975
r1662,0.75975
r1664,0.8515625
r1665,0.8515625
r1666,0.8515625
r1667,0.8515625
r1668,0.8515625
r1669,0.8515625
r1670,0.8515625
r1671,0.8515625
r1672,0.8515625
r1673,0.8515625
r1674,0.8515625
r1675,0.8515625
r1676,0.8515625
r1677,0.8515625
r1678,0.8515625
r1679,0.8515625
r1680,0.8515625
r1681,0.8515625
r1682,0.8515625
r1683,0.8515625
r1684,0.8515625
r1685,0.8515625
r1686,0.8515625
r1687,0.8515625
r1690,0.8515625
r1691,0.8515625
r1692,0.8515625
r1693,0.8515625
r1695,0.8515625
r1696,0.8515625
r1698,0.8515625
r1700,0.8515625
r1701,0.8515625
r1702,0.8515625
r1705,0.8515625
r1706,0.8515625
r1707,0.8515625
r1708,0.8515625
r1710,0.8515625
r1711,0.8515625
r1713,0.8515625
r1715,0.8515625
r1716,0.8515625
r1717,0.8515625
r1720,0.8515625
r1721,0.8515625
r1722,0.8515625
r1723,0.8515625
r1725,0.8515625
r1726,0.8515625
r1728,0.8515625
r1730,0.8515625
r1731,0.8515625
r1732,0.8515625
r1733,0.8515625
r1734,0.8515625
r1735,0.8515625
r1736,0.8515625
r1737,0.8515625
r1738,0.8515625
r1739,0.8515625
r1740,0.8515625
r1741,0.8515625
r1742,0.8515625
r1743,0.8515625
r1744,0.8515625
r1745,0.8515625
r1746,0.8515625
r1747,0.8515625
r1748,0.8515625
r1749,0.8515625
r1750,0.8515625
r1751,0.8515625
r1752,0.8515625
r1753,0.8515625
r1754,0.8515625
r1755,0.8515625
r1756,0.8515625
r1757,0.8515625
r1758,0.8515625
r1759,0.8515625
r1760,0.8515625
r1761,0.8515625
r1762,0.8515625
r1763,0.8515625
r1764,0.8515625
r1765,0.8515625
r1766,0.8515625
r1767,0.8515625
r1768,0.8515625
r1769,0.8515625
r1770,0.8515625
r1771,0.8515625
r1772,0.8515625
r1773,0.8515625
r1774,0.8515625
r1775,0.8515625
r1776,0.8515625
r1777,0.8515625
r1778,0.8515625
r1779,0.8515625
r1780,0.8515625
r1781,0.8515625
r1782,0.8515625
r1783,0.8515625
r1784,0.8515625
r1785,0.8515625
r1786,0.8515625
r1787,0.8515625
r1788,0.8515625
r1789,0.8515625
r1790,0.8515625
r1791,0.8515625
r1792,0.8515625
r1796,0.8515625
r1797,0.8515625
r1798,0.8515625
r1799,0.8515625
r1800,0.8515625
r1801,0.8515625
r1803,0.8515625
r1805,0.8515625
r1806,0.8515625
r1807,0.8515625
r1808,0.8515625
r1809,0.8515625
r1810,0.8515625
r1811,0.8515625
r1812,0.8515625
r1813,0.8515625
r1814,0.8515625
r1815,0.8515625
r1816,0.8515625
r1817,0.8515625
r1818,0.8515625
r1819,0.8515625
r1820,0.8515625
r1821,0.8515625
r1822,0.8515625
r1823,0.8515625
r1824,0.8515625
r1825,0.8515625
r1826,0.8515625
r1827,0.8515625
r1828,0.8515625
r1829,0.8515625
r1830,0.8515625
r1831,0.8515625
r1832,0.8515625
r1833,0.8515625
r1834,0.8515625
r1835,0.8515625
r1836,0.8515625
r1837,0.8515625
r1841,0.8515625
r1842,0.8515625
r1843,0.8515625
r1844,0.8515625
r1846,0.8515625
r1847,0.8515625
r1848,0.8515625
r1850,0.8515625
r1851,0.8515625
r1852,0.8515625
r1853,0.8515625
r1854,0.8515625
r1855,0.8515625
r1856,0.8515625
r1857,0.8515625
r1858,0.8515625
r1859,0.8515625
r1860,0.8515625
r1861,0.8515625
r1862,0.8515625
r1863,0.8515625
r1864,0.8515625
r1865,0.8515625
r1866,0.8515625
r1867,0.8515625
r1871,0.8515625
r1872,0.8515625
r1873,0.8515625
r1874,0.8515625
r1876,0.8515625
r1877,0.8515625
r1879,0.8515625
r1880,0.8515625
r1881,0.8515625
r1882,0.8515625
r1883,0.8515625
r1884,0.8515625
r1885,0.8515625
r1886,0.8515625
r1887,0.8515625
r1888,0.8515625
r1889,0.8515625
r1890,0.8515625
r1891,0.8515625
r1892,0.8515625
r1893,0.8515625
r1894,0.8515625
r1895,0.8515625
r1896,0.8515625
r1897,0.8515625
r1898,0.8515625
r1899,0.8515625
r1900,0.8515625
r1901,0.8515625
r1902,0.8515625
r1903,0.8515625
r1904,0.8515625
r1905,0.8515625
r1906,0.8515625
r1907,0.8515625
r1908,0.8515625
r1909,0.8515625
r1910,0.8515625
r1911,0.8515625
r1912,0.8515625
r1913,0.8515625
r1914,0.8515625
r1915,0.8515625
r1916,0.8515625
r1917,0.8515625
r1918,0.8515625
r1919,0.8515625
r1920,0.8515625
r1921,0.8515625
r1922,0.8515625
r1923,0.8515625
r1924,0.8515625
r1925,0.8515625
r1926,0.8515625
r1928,0.8515625
r1929,0.8515625
r1930,0.8515625
r1931,0.8515625
r1932,0.8515625
r1933,0.8515625
r1934,0.8515625
r1935,0.8515625
r1936,0.8515625
r1937,0.8515625
r1938,0.8515625
r1939,0.8515625
r1940,0.8515625
r1941,0.8515625
r1942,0.8515625
r1943,0.8515625
r1944,0.8515625
r1945,0.8515625
r1946,0.8515625
r1947,0.8515625
r1948,0.8515625
r1949,0.8515625
r1950,0.8515625
r1951,0.8515625
r1952,0.8515625
r1953,0.8515625
r1954,0.8515625
r1955,0.8515625
r1956,0.8515625
r1957,0.8515625
r1958,0.8515625
r1959,0.8515625
r1960,0.8515625
r1961,0.8515625
r1962,0.8515625
r1963,0.8515625
r1964,0.8515625
r1965,0.8515625
r1966,0.8515625
r1967,0.8515625
r1968,0.8515625
r1969,0.8515625
r1970,0.8515625
r1971,0.8515625
r1972,0.8515625
r1973,0.8515625
r1974,0.8515625
r1975,0.8515625
r1976,0.8515625
r1977,0.8515625
r1978,0.8515625
r1979,0.8515625
r1980,0.8515625
r1981,0.8515625
r1982,0.8515625
r1983,0.8515625
r1984,0.8515625
r1985,0.8515625
r1986,0.8515625
r1987,0.8515625
r1988,0.8515625
r1989,0.8515625
r1990,0.8515625
r1991,0.8515625
r1992,0.1075
r1993,0.1075
r1994,0.1075
r1995,0.1075
r1996,0.1075
r1997,0.1075
r1998,0.1075
r1999,0.1075
r2000,0.1075
r2001,0.1075
r2002,0.1075
r2003,0.1075
r2004,0.1075
r2005,0.1075
r2006,0.1075
r2007,0.1075
r2008,0.1075
r2009,0.1075
r2010,0.1075
r2011,0.1075
r2012,0.1075
r2013,0.1075
r2014,0.1075
r2015,0.1075
r2016,0.1075
r2017,0.1075
r2018,0.1075
r2019,0.1075
r2020,0.1075
r2021,0.1075
r2022,0.1075
r2023,0.1075
r2024,0.1075
r2026,0.1075
r2027,0.1075
r2028,0.1075
r2029,0.1075
r2030,0.1075
r2031,0.1075
r2032,0.1075
r2034,0.1075
r2035,0.1075
r2036,0.1075
r2037,0.1075
r2038,0.1075
r2039,0.1075
r2040,0.1075
r2041,0.1075
r2042,0.1075
r2043,0.1075
r2044,0.1075
r2045,0.1075
r2046,0.1075
r2047,0.1075
r2048,0.1075
r2049,0.1075
r2050,0.1075
r2051,0.1075
r2052,0.1075
r2053,0.1075
r2054,0.1075
r2055,0.1075
r2056,0.1075
r2057,0.1075
r2058,0.1075
r2059,0.1075
r2060,0.1075
r2061,0.1075
r2062,0.1075
r2063,0.1075
r2064,0.1075
r2065,0.1075
r2066,0.1075
r2067,0.1075
r2068,0.1075
r2069,0.1075
r2070,0.1075
r2071,0.1075
r2079,2.34516666666667
r2080,2.34516666666667
r2081,2.34516666666667
r2083,2.34516666666667
r2084,2.34516666666667
r2093,2.34516666666667
r2094,2.34516666666667
r2095,2.34516666666667
r2097,2.34516666666667
r2099,2.34516666666667
r2101,2.34516666666667
r2102,2.34516666666667
r2104,2.34516666666667
r2105,2.34516666666667
r2107,2.34516666666667
r2110,2.34516666666667
r2112,2.34516666666667
r2114,2.34516666666667
r2117,2.34516666666667
r2119,2.34516666666667
r2128,2.34516666666667
r2137,NaN
r2308,0.0204895833333333
r2309,0.0204895833333333
r2371,1.0805
r2372,1.0805
r2373,1.0805
r2374,1.0805
r2375,1.0805
r2376,1.0805
r2377,1.0805
r2378,1.0805
r2379,1.0805
r2380,1.0805
r2381,1.0805
r2382,1.0805
r2384,1.0805
r2385,1.0805
r2386,1.0805
r2387,1.0805
r2388,1.0805
r2389,1.0805
r2390,1.0805
r2391,1.0805
r2392,1.0805
r2393,1.0805
r2394,1.0805
r2395,NaN
r2396,NaN
r2397,NaN
r2398,NaN
r2399,NaN
r2400,NaN
r2401,NaN
r2402,NaN
r2403,NaN
r2404,NaN
r2405,NaN
r2406,NaN
r2407,NaN
r2408,NaN
r2409,NaN
r2410,NaN
r2411,NaN
r2412,NaN
r2413,NaN
r2416,NaN
r2419,0.119270833333333
r2420,0.119270833333333
r2439,NaN
r2471,0.255083333333333
r2472,0.157239583333333
r2473,0.167802083333333
r2516,2.34516666666667
r2519,NaN
r2520,1.01126041666667
r2521,NaN
r2525,0.200375
r2526,0.200375
r2532,0.200375
r2534,0.200375
r2535,0.200375
EX_sprm_e,NaN
RE0383C,2.03125
RE0453C,NaN
RE0688E,NaN
RE0689E,NaN
RE0690E,NaN
