Var1,ASP14_i10_plus_midlow
EX_chsterol_e,NaN
EX_cit_e,NaN
EX_co2_e,NaN
EX_creat_e,NaN
EX_for_e,NaN
EX_glc_e,NaN
EX_gln_L_e,NaN
EX_glu_L_e,NaN
EX_gly_e,NaN
EX_glyb_e,NaN
EX_gthrd_e,NaN
EX_h_e,NaN
EX_h2o_e,NaN
EX_h2o2_e,NaN
EX_hco3_e,NaN
EX_his_L_e,NaN
EX_hista_e,NaN
EX_ile_L_e,NaN
EX_lac_L_e,NaN
EX_leu_L_e,NaN
EX_lys_L_e,NaN
EX_met_L_e,NaN
EX_mthgxl_e,NaN
EX_nh4_e,NaN
EX_o2_e,NaN
EX_o2s_e,NaN
EX_orn_e,NaN
EX_phe_L_e,NaN
EX_pi_e,NaN
EX_pro_L_e,NaN
EX_pyr_e,NaN
EX_ser_L_e,NaN
EX_so4_e,NaN
EX_succ_e,NaN
EX_thr_L_e,NaN
EX_trp_L_e,NaN
EX_tyr_L_e,NaN
EX_urea_e,NaN
EX_val_L_e,NaN
FALDtm,NaN
FBA,3.26507368421053
FBP,NaN
FDH,0.0206631578947368
FKYNH,1.51990526315789
FORtr,NaN
FTCD,NaN
FTHFDH,0.0831052631578947
FUM,1.22565263157895
FUMAC,0.394589473684211
FUMm,1.22565263157895
FUMSO3tm,0.195168421052632
FUMSO4tm,0.195168421052632
FUMtm,0.195168421052632
FUMTSULtm,0.195168421052632
G3PD1,0.0236210526315789
G3PD2m,0.0440631578947368
G5SADrm,NaN
G5SADs,NaN
G5SDym,1.78461052631579
G6PDA,1.51428421052632
G6PDH1rer,0.500673684210526
G6PDH2r,0.938863157894737
G6PDH2rer,0.938863157894737
G6PPer,1.41082105263158
G6Pter,0.363294736842105
GABAVESSEC,NaN
GACMTRc,0.729989473684211
GAPD,3.85138947368421
GCC2am,0.0548947368421053
GCC2bim,0.0548947368421053
GCC2cm,0.0548947368421053
GCCam,0.0548947368421053
GCCbim,0.0548947368421053
GCCcm,0.0548947368421053
GF6PTA,2.09306315789474
GHMT2r,0.822526315789474
GHMT2rm,2.06009473684211
GK1,1.65586315789474
GLCMter,NaN
GLCt1r,1.45701052631579
GLCt2_2,NaN
GLCt4,2.37156842105263
GLCter,NaN
GLCURter,NaN
GLNALANaEx,1.84869473684211
GLNASNNaEx,1.84869473684211
GLNCYSNaEx,1.84869473684211
GLNS,2.10613684210526
GLNSERNaEx,1.84869473684211
GLNt4,3.17155789473684
GLNTHRNaEx,1.84869473684211
GLNtm,NaN
GLNtN1,0.0760315789473684
GLU5Km,1.78461052631579
GLUCYS,0.750705263157895
GLUDC,0.357421052631579
GLUDxm,1.91083157894737
GLUDym,1.91083157894737
GluForTx,NaN
GLUNm,2.14736842105263
GLUPRT,1.36748421052632
GLUt2m,1.13018947368421
GLUTCOADHm,0.590578947368421
GLUVESSEC,0.0157473684210526
GLXtm,NaN
GLXtp,NaN
GLYAMDTRc,0.00312631578947368
GLYATm,0.872042105263158
GLYBt4_2_r,NaN
GLYBtm,NaN
GLYC3Ptm,NaN
GLYOp,NaN
GLYt2r,0.420442105263158
GLYt4,3.17155789473684
GLYt7_211_r,0.269505263157895
GLYtm,NaN
GLYtp,NaN
GLYVESSEC,NaN
GMPS2,1.89474736842105
GND,2.43437894736842
GNDer,2.43437894736842
GNMT,NaN
GTHO,1.24086315789474
GTHOm,1.24086315789474
GTHP,3.16757894736842
GTHPm,2.65492631578947
GTHRDt,NaN
GTHS,1.29334736842105
GULNDer,NaN
GULNter,NaN
H2CO3D,0.885084210526316
H2O2syn,0.0104842105263158
H2O2t,NaN
H2O2tm,NaN
H2O2tp,NaN
H2Ot,0.394505263157895
H2Oter,NaN
H2Otm,NaN
H2Otp,NaN
HACD1m,2.3742
HACD9m,1.59785263157895
HCO3_CLt,0.310231578947368
HEX1,1.65495789473684
HGNTOR,0.0696947368421053
HIBDm,1.24606315789474
HISD,0.0272842105263158
HISDC,NaN
HISt4,3.17155789473684
HISTAtu,0.306652631578947
HISTAVESSEC,0.858021052631579
HIStiDF,0.170757894736842
HIStN1,NaN
HKYNH,0.251831578947368
HMGCOASim,NaN
HMGCOAtm,NaN
HMGLm,0.775431578947368
HOMt4,1.33255789473684
Htm,0.983873684210526
Htr,NaN
Htx,NaN
ICDHxm,1.23678947368421
ICDHy,2.07342105263158
ICDHyrm,1.04976842105263
ILEt4,0.0544526315789474
ILEt5m,NaN
ILETA,2.96608421052632
ILETAm,1.201
ILEtec,0.154326315789474
IZPN,0.0263157894736842
KCC2t,0.3554
KYN3OX,NaN
KYNAKGAT,0.372515789473684
KYNATESYN,NaN
LDH_L,3.13662105263158
LEUt4,1.94206315789474
LEUt5m,NaN
LEUTA,2.96608421052632
LEUTAm,1.201
LEUtec,0.154326315789474
L_LACDcm,0.835663157894737
L_LACt2r,2.39971578947368
L_LACt4r,NaN
LYSt4,0.306652631578947
LYStiDF,1.33255789473684
LYStm,0.309189473684211
MACACI,0.355884210526316
MALSO3tm,0.195168421052632
MALSO4tm,0.195168421052632
MALtm,0.195168421052632
MALTSULtm,0.195168421052632
MCCCrm,0.635463157894737
MDH,2.62592631578947
MDHm,2.62592631578947
ME1m,0.813378947368421
ME2,1.5428
ME2m,0.813378947368421
METAT,2.13412631578947
METLEUex,0.699063157894737
METS,1.47670526315789
METt4,3.17155789473684
METtec,0.154326315789474
MGCHrm,0.309021052631579
MGSA,NaN
MGSA2,NaN
MMEm,0.9444
MMMm,1.43733684210526
MMSAD3m,0.614557894736842
MMTSADm,NaN
MTHFC,1.78187368421053
MTHFD,1.78187368421053
MTHGXLt,NaN
NADH2_u10m,0.367915789473684
NADHtpu,NaN
NADHtru,NaN
NADPHtru,NaN
NADPtru,NaN
NADtpu,NaN
NADtru,NaN
NAHCO3_HCLt,0.241305263157895
NAt,2.37156842105263
NAt3_1,0.785484210526316
NAt5,0.785484210526316
NCCt,NaN
NDPK1,1.84897894736842
NDPK1m,1.80636842105263
NDPK2,1.84897894736842
NDPK3,1.84897894736842
NDPK4,1.84897894736842
NDPK5,1.84897894736842
NDPK8,1.84897894736842
NDPK9,1.84897894736842
NH4t3r,NaN
NH4tp,NaN
NKCC2t,1.41346315789474
NRPPHRt4_2_r,NaN
NRPPHRtu,0.0312315789473684
NRPPHRVESSEC,0.858021052631579
NTD7,1.35103157894737
O2St,NaN
O2Stm,NaN
O2Stx,NaN
O2t,NaN
O2ter,NaN
O2tm,NaN
O2tp,NaN
OBDHc,NaN
OCBTm,0.00695789473684211
OIVD1m,1.09214736842105
OIVD2m,1.09214736842105
OIVD3m,1.09214736842105
ORNDC,1.45973684210526
ORNt3m,0.309189473684211
ORNt4m,0.309189473684211
ORNTArm,2.41888421052632
ORNtiDF,1.33255789473684
OXAHCOtex,1.30515789473684
P5CDm,0.0496315789473684
P5CRm,1.00842105263158
P5CRxm,1.00842105263158
PCLAD,0.00726315789473684
PCm,0.261210526315789
PCREATtmdiffir,NaN
PDHm,1.40111578947368
PE_HStm,NaN
PEPCK,NaN
PEPCKm,0.598021052631579
PFK,1.83250526315789
PGCD,2.14689473684211
PGI,2.45951578947368
PGK,2.65973684210526
PGL,0.710042105263158
PGLer,0.500673684210526
PGM,2.19456842105263
PHEt4,3.17155789473684
PHEtec,0.154326315789474
PIt7,NaN
PIter,0.363294736842105
PPA,2.33603157894737
PPAm,2.09582105263158
PPCOACm,NaN
PPCOAOm,1.76982105263158
PPItr,NaN
PPM,1.08212631578947
PRFGS,1.14543157894737
PRO1xm,NaN
PROD2m,NaN
PROt2r,0.420442105263158
PROt4,3.17155789473684
PRPNCOAHYDm,2.3742
PRPPS,1.48208421052632
PSERT,1.77605263157895
PSFLIPm,0.0143684210526316
PSP_L,1.44934736842105
PTRCOX1,0.0141894736842105
PUNP1,1.06702105263158
PYK,3.08309473684211
PYRt2m,2.39971578947368
PYRt2p,2.39971578947368
PYRt2r,2.39971578947368
RETNt,NaN
RPE,1.72429473684211
RPI,0.386494736842105
SACCD3m,1.44382105263158
SACCD4m,1.44382105263158
SARCStm,NaN
SARDHm,0.0410210526315789
SERALANaEx,1.84869473684211
SERASNNaEx,1.84869473684211
SERCYSNaEx,1.84869473684211
SERGLNexR,0.0962736842105263
SERGLNNaEx,1.84869473684211
SERGLYexR,0.0962736842105263
SERHL,NaN
SERLYSNaex,0.0242315789473684
SERt4,3.17155789473684
SERTHRNaEx,1.84869473684211
SERtN1,0.0760315789473684
SO4CLtex2,0.300252631578947
SO4HCOtex,1.30515789473684
SO4OXAtex2,0.300252631578947
SO4t4_2,0.107842105263158
SPMDOX,NaN
SPMS,1.36425263157895
SPODM,2.69058947368421
SPODMe,NaN
SPODMm,1.59151578947368
SPODMx,2.69058947368421
SPRMS,2.29451578947368
SUCCt2m,0.195168421052632
SUCCt4_2,NaN
SUCD1m,0.709136842105263
SUCOAS1m,0.851736842105263
SUCOASm,1.36728421052632
SULFOX,0.0973894736842105
TALA,2.05658947368421
THD1m,1.534
THRALANaEx,1.84869473684211
THRASNNaEx,1.84869473684211
THRCYSNaEx,1.84869473684211
THRD_L,0.119189473684211
THRGLNexR,0.0962736842105263
THRGLNNaEx,1.84869473684211
THRGLYexR,0.0962736842105263
THRSERNaEx,1.84869473684211
THRt4,3.17155789473684
TKT1,1.96523157894737
TKT2,1.96523157894737
TPI,3.36371578947368
TRPO2,3.10718947368421
TRPt,1.04465263157895
TRPt4,0.0544526315789474
TYRt,0.0815052631578947
TYRt4,0.0544526315789474
TYRTA,1.59111578947368
UDPGLCAter,1.26258947368421
UMPK,2.21708421052632
UMPK2,2.21708421052632
UMPK3,2.21708421052632
UMPK4,2.21708421052632
UMPK5,2.21708421052632
UMPK7,2.21708421052632
UMPtr,NaN
URCN,NaN
UREAt,0.359284210526316
UREAt5,NaN
UREAtm,0.00562105263157895
VALt4,0.0544526315789474
VALt5m,NaN
VALTA,2.96608421052632
VALTAm,1.201
VALtec,0.154326315789474
XYLUR,0.909747368421053
EX_fald_e,NaN
EX_ptrc_e,NaN
EX_spmd_e,NaN
r0010,1.69693684210526
r0021,1.24086315789474
r0022,1.24086315789474
r0028,0.650494736842105
r0034,NaN
r0055,NaN
r0060,NaN
r0062,NaN
r0074,0.0496315789473684
r0081,0.694578947368421
r0085,1.80377894736842
r0086,1.80377894736842
r0119,1.52833684210526
r0122,NaN
r0127,NaN
r0142,0.0973894736842105
r0153,NaN
r0156,NaN
r0157,NaN
r0165,NaN
r0173,3.13662105263158
r0178,NaN
r0179,NaN
r0191,0.889873684210526
r0202,0.0236210526315789
r0249,0.386494736842105
r0280,NaN
r0295,0.0548947368421053
r0301,1.89474736842105
r0317,1.21681052631579
r0354,1.00305263157895
r0355,1.00305263157895
r0365,NaN
r0398,0.711368421052632
r0399,NaN
r0413,NaN
r0426,1.21681052631579
r0450,NaN
r0464,1.85295789473684
r0483,0.274821052631579
r0509,0.709136842105263
r0525,1.44382105263158
r0541,0.590578947368421
r0549,1.85295789473684
r0552,1.77523157894737
r0553,1.77523157894737
r0560,NaN
r0570,1.08212631578947
r0596,1.72401052631579
r0645,NaN
r0647,NaN
r0655,1.76982105263158
r0669,0.104084210526316
r0683,1.76982105263158
r0779,1.72401052631579
r0784,NaN
r0792,0.373157894736842
r0801,1.75642105263158
r0812,1.30625263157895
r0817,0.101947368421053
r0819,0.195168421052632
r0821,0.195168421052632
r0822,0.195168421052632
r0829,0.195168421052632
r0830,0.195168421052632
r0838,NaN
r0839,NaN
r0840,NaN
r0841,NaN
r0860,NaN
r0879,0.381410526315789
r0881,NaN
r0885,0.195168421052632
r0899,NaN
r0911,NaN
r0913,1.33595789473684
r0915,1.33595789473684
r0917,1.33595789473684
r0924,0.0121684210526316
r0941,NaN
r0942,0.321442105263158
r0944,NaN
r0946,0.0536421052631579
r1030,NaN
r1050,NaN
r1051,NaN
r1052,NaN
r1088,NaN
r1090,1.33595789473684
r1109,NaN
r1143,NaN
r1144,NaN
r1147,1.33595789473684
r1154,0.531757894736842
r1155,2.39971578947368
r1162,NaN
r1291,NaN
r1421,NaN
r1427,NaN
r1428,NaN
r1429,NaN
r1434,NaN
r1435,NaN
r1453,NaN
r1454,2.39971578947368
r1464,NaN
r1493,NaN
r1530,NaN
r1538,NaN
r1544,0.699063157894737
r1546,0.699063157894737
r1547,0.699063157894737
r1548,0.699063157894737
r1549,0.699063157894737
r1551,0.699063157894737
r1552,0.699063157894737
r1553,0.699063157894737
r1554,0.699063157894737
r1556,0.699063157894737
r1557,0.699063157894737
r1559,0.699063157894737
r1560,0.699063157894737
r1561,0.699063157894737
r1562,0.699063157894737
r1563,0.699063157894737
r1564,0.699063157894737
r1565,0.699063157894737
r1566,0.699063157894737
r1567,0.699063157894737
r1568,0.699063157894737
r1569,0.699063157894737
r1570,0.699063157894737
r1571,0.699063157894737
r1573,0.699063157894737
r1574,0.699063157894737
r1575,0.699063157894737
r1576,0.699063157894737
r1578,0.699063157894737
r1579,0.699063157894737
r1580,0.699063157894737
r1581,0.699063157894737
r1583,0.699063157894737
r1584,0.699063157894737
r1585,0.699063157894737
r1586,0.699063157894737
r1587,0.699063157894737
r1588,0.699063157894737
r1589,0.699063157894737
r1590,0.699063157894737
r1591,0.699063157894737
r1592,0.699063157894737
r1593,0.699063157894737
r1594,0.699063157894737
r1595,0.699063157894737
r1596,0.699063157894737
r1597,0.699063157894737
r1598,0.699063157894737
r1599,0.699063157894737
r1600,0.699063157894737
r1602,0.699063157894737
r1603,0.699063157894737
r1604,0.699063157894737
r1605,0.699063157894737
r1606,0.699063157894737
r1607,0.699063157894737
r1608,0.699063157894737
r1609,0.699063157894737
r1610,0.699063157894737
r1611,0.699063157894737
r1612,0.699063157894737
r1613,0.699063157894737
r1614,0.699063157894737
r1615,0.699063157894737
r1616,0.699063157894737
r1617,0.699063157894737
r1618,0.699063157894737
r1619,0.699063157894737
r1620,0.699063157894737
r1621,0.699063157894737
r1622,0.699063157894737
r1623,0.699063157894737
r1624,0.699063157894737
r1625,0.699063157894737
r1626,0.699063157894737
r1627,0.699063157894737
r1628,0.699063157894737
r1629,0.699063157894737
r1630,0.699063157894737
r1631,0.699063157894737
r1632,0.699063157894737
r1633,0.699063157894737
r1634,0.699063157894737
r1635,0.699063157894737
r1636,0.699063157894737
r1637,0.699063157894737
r1638,0.699063157894737
r1639,0.699063157894737
r1640,0.699063157894737
r1641,0.699063157894737
r1642,0.699063157894737
r1643,0.699063157894737
r1644,0.699063157894737
r1645,0.699063157894737
r1646,0.699063157894737
r1647,0.699063157894737
r1648,0.699063157894737
r1649,0.699063157894737
r1650,0.699063157894737
r1651,0.699063157894737
r1652,0.699063157894737
r1653,0.699063157894737
r1654,0.699063157894737
r1655,0.699063157894737
r1656,0.699063157894737
r1657,0.699063157894737
r1658,0.699063157894737
r1659,0.699063157894737
r1660,0.699063157894737
r1661,0.699063157894737
r1662,0.699063157894737
r1664,0.981673684210526
r1665,0.981673684210526
r1666,0.981673684210526
r1667,0.981673684210526
r1668,0.981673684210526
r1669,0.981673684210526
r1670,0.981673684210526
r1671,0.981673684210526
r1672,0.981673684210526
r1673,0.981673684210526
r1674,0.981673684210526
r1675,0.981673684210526
r1676,0.981673684210526
r1677,0.981673684210526
r1678,0.981673684210526
r1679,0.981673684210526
r1680,0.981673684210526
r1681,0.981673684210526
r1682,0.981673684210526
r1683,0.981673684210526
r1684,0.981673684210526
r1685,0.981673684210526
r1686,0.981673684210526
r1687,0.981673684210526
r1690,0.981673684210526
r1691,0.981673684210526
r1692,0.981673684210526
r1693,0.981673684210526
r1695,0.981673684210526
r1696,0.981673684210526
r1698,0.981673684210526
r1700,0.981673684210526
r1701,0.981673684210526
r1702,0.981673684210526
r1705,0.981673684210526
r1706,0.981673684210526
r1707,0.981673684210526
r1708,0.981673684210526
r1710,0.981673684210526
r1711,0.981673684210526
r1713,0.981673684210526
r1715,0.981673684210526
r1716,0.981673684210526
r1717,0.981673684210526
r1720,0.981673684210526
r1721,0.981673684210526
r1722,0.981673684210526
r1723,0.981673684210526
r1725,0.981673684210526
r1726,0.981673684210526
r1728,0.981673684210526
r1730,0.981673684210526
r1731,0.981673684210526
r1732,0.981673684210526
r1733,0.981673684210526
r1734,0.981673684210526
r1735,0.981673684210526
r1736,0.981673684210526
r1737,0.981673684210526
r1738,0.981673684210526
r1739,0.981673684210526
r1740,0.981673684210526
r1741,0.981673684210526
r1742,0.981673684210526
r1743,0.981673684210526
r1744,0.981673684210526
r1745,0.981673684210526
r1746,0.981673684210526
r1747,0.981673684210526
r1748,0.981673684210526
r1749,0.981673684210526
r1750,0.981673684210526
r1751,0.981673684210526
r1752,0.981673684210526
r1753,0.981673684210526
r1754,0.981673684210526
r1755,0.981673684210526
r1756,0.981673684210526
r1757,0.981673684210526
r1758,0.981673684210526
r1759,0.981673684210526
r1760,0.981673684210526
r1761,0.981673684210526
r1762,0.981673684210526
r1763,0.981673684210526
r1764,0.981673684210526
r1765,0.981673684210526
r1766,0.981673684210526
r1767,0.981673684210526
r1768,0.981673684210526
r1769,0.981673684210526
r1770,0.981673684210526
r1771,0.981673684210526
r1772,0.981673684210526
r1773,0.981673684210526
r1774,0.981673684210526
r1775,0.981673684210526
r1776,0.981673684210526
r1777,0.981673684210526
r1778,0.981673684210526
r1779,0.981673684210526
r1780,0.981673684210526
r1781,0.981673684210526
r1782,0.981673684210526
r1783,0.981673684210526
r1784,0.981673684210526
r1785,0.981673684210526
r1786,0.981673684210526
r1787,0.981673684210526
r1788,0.981673684210526
r1789,0.981673684210526
r1790,0.981673684210526
r1791,0.981673684210526
r1792,0.981673684210526
r1796,0.981673684210526
r1797,0.981673684210526
r1798,0.981673684210526
r1799,0.981673684210526
r1800,0.981673684210526
r1801,0.981673684210526
r1803,0.981673684210526
r1805,0.981673684210526
r1806,0.981673684210526
r1807,0.981673684210526
r1808,0.981673684210526
r1809,0.981673684210526
r1810,0.981673684210526
r1811,0.981673684210526
r1812,0.981673684210526
r1813,0.981673684210526
r1814,0.981673684210526
r1815,0.981673684210526
r1816,0.981673684210526
r1817,0.981673684210526
r1818,0.981673684210526
r1819,0.981673684210526
r1820,0.981673684210526
r1821,0.981673684210526
r1822,0.981673684210526
r1823,0.981673684210526
r1824,0.981673684210526
r1825,0.981673684210526
r1826,0.981673684210526
r1827,0.981673684210526
r1828,0.981673684210526
r1829,0.981673684210526
r1830,0.981673684210526
r1831,0.981673684210526
r1832,0.981673684210526
r1833,0.981673684210526
r1834,0.981673684210526
r1835,0.981673684210526
r1836,0.981673684210526
r1837,0.981673684210526
r1841,0.981673684210526
r1842,0.981673684210526
r1843,0.981673684210526
r1844,0.981673684210526
r1846,0.981673684210526
r1847,0.981673684210526
r1848,0.981673684210526
r1850,0.981673684210526
r1851,0.981673684210526
r1852,0.981673684210526
r1853,0.981673684210526
r1854,0.981673684210526
r1855,0.981673684210526
r1856,0.981673684210526
r1857,0.981673684210526
r1858,0.981673684210526
r1859,0.981673684210526
r1860,0.981673684210526
r1861,0.981673684210526
r1862,0.981673684210526
r1863,0.981673684210526
r1864,0.981673684210526
r1865,0.981673684210526
r1866,0.981673684210526
r1867,0.981673684210526
r1871,0.981673684210526
r1872,0.981673684210526
r1873,0.981673684210526
r1874,0.981673684210526
r1876,0.981673684210526
r1877,0.981673684210526
r1879,0.981673684210526
r1880,0.981673684210526
r1881,0.981673684210526
r1882,0.981673684210526
r1883,0.981673684210526
r1884,0.981673684210526
r1885,0.981673684210526
r1886,0.981673684210526
r1887,0.981673684210526
r1888,0.981673684210526
r1889,0.981673684210526
r1890,0.981673684210526
r1891,0.981673684210526
r1892,0.981673684210526
r1893,0.981673684210526
r1894,0.981673684210526
r1895,0.981673684210526
r1896,0.981673684210526
r1897,0.981673684210526
r1898,0.981673684210526
r1899,0.981673684210526
r1900,0.981673684210526
r1901,0.981673684210526
r1902,0.981673684210526
r1903,0.981673684210526
r1904,0.981673684210526
r1905,0.981673684210526
r1906,0.981673684210526
r1907,0.981673684210526
r1908,0.981673684210526
r1909,0.981673684210526
r1910,0.981673684210526
r1911,0.981673684210526
r1912,0.981673684210526
r1913,0.981673684210526
r1914,0.981673684210526
r1915,0.981673684210526
r1916,0.981673684210526
r1917,0.981673684210526
r1918,0.981673684210526
r1919,0.981673684210526
r1920,0.981673684210526
r1921,0.981673684210526
r1922,0.981673684210526
r1923,0.981673684210526
r1924,0.981673684210526
r1925,0.981673684210526
r1926,0.981673684210526
r1928,0.981673684210526
r1929,0.981673684210526
r1930,0.981673684210526
r1931,0.981673684210526
r1932,0.981673684210526
r1933,0.981673684210526
r1934,0.981673684210526
r1935,0.981673684210526
r1936,0.981673684210526
r1937,0.981673684210526
r1938,0.981673684210526
r1939,0.981673684210526
r1940,0.981673684210526
r1941,0.981673684210526
r1942,0.981673684210526
r1943,0.981673684210526
r1944,0.981673684210526
r1945,0.981673684210526
r1946,0.981673684210526
r1947,0.981673684210526
r1948,0.981673684210526
r1949,0.981673684210526
r1950,0.981673684210526
r1951,0.981673684210526
r1952,0.981673684210526
r1953,0.981673684210526
r1954,0.981673684210526
r1955,0.981673684210526
r1956,0.981673684210526
r1957,0.981673684210526
r1958,0.981673684210526
r1959,0.981673684210526
r1960,0.981673684210526
r1961,0.981673684210526
r1962,0.981673684210526
r1963,0.981673684210526
r1964,0.981673684210526
r1965,0.981673684210526
r1966,0.981673684210526
r1967,0.981673684210526
r1968,0.981673684210526
r1969,0.981673684210526
r1970,0.981673684210526
r1971,0.981673684210526
r1972,0.981673684210526
r1973,0.981673684210526
r1974,0.981673684210526
r1975,0.981673684210526
r1976,0.981673684210526
r1977,0.981673684210526
r1978,0.981673684210526
r1979,0.981673684210526
r1980,0.981673684210526
r1981,0.981673684210526
r1982,0.981673684210526
r1983,0.981673684210526
r1984,0.981673684210526
r1985,0.981673684210526
r1986,0.981673684210526
r1987,0.981673684210526
r1988,0.981673684210526
r1989,0.981673684210526
r1990,0.981673684210526
r1991,0.981673684210526
r1992,0.0536421052631579
r1993,0.0536421052631579
r1994,0.0536421052631579
r1995,0.0536421052631579
r1996,0.0536421052631579
r1997,0.0536421052631579
r1998,0.0536421052631579
r1999,0.0536421052631579
r2000,0.0536421052631579
r2001,0.0536421052631579
r2002,0.0536421052631579
r2003,0.0536421052631579
r2004,0.0536421052631579
r2005,0.0536421052631579
r2006,0.0536421052631579
r2007,0.0536421052631579
r2008,0.0536421052631579
r2009,0.0536421052631579
r2010,0.0536421052631579
r2011,0.0536421052631579
r2012,0.0536421052631579
