Var1,ASP14_i10_plus_high
4HDEBRISOQUINEte,NaN
4HGLSDm,NaN
4HOXPACDOX_NADP,NaN
4MOPt2im,NaN
4MPTNLte,NaN
4MPTNLtm,NaN
4MTOLBUTAMIDEte,NaN
4NPHSFte,NaN
4NPHSULT,NaN
4NPHte,NaN
4PYRDX,NaN
5ADTSTSTERONEGLCte,0.72
5ADTSTSTERONEGLCtr,NaN
5ADTSTSTERONESte,NaN
5ADTSTSTERONESULT,NaN
5ADTSTSTERONEte,NaN
5ADTSTSTERONEtr,NaN
5AOPtm,NaN
5DHFtl,NaN
5FTHFt2,0.2235
5HLTDL,NaN
5HOMEPRAZOLEte,NaN
5HOXINDACTO2OX,NaN
5HOXINOXDA,NaN
5HTRPVESSEC,0.882
5MTHFt,NaN
5MTHFt2,0.2235
5THFtl,NaN
5THFtm,NaN
6DHFtl,NaN
6DHFtm,NaN
6HTSTSTERONEte,NaN
6HTSTSTERONEtr,NaN
6THFtl,NaN
6THFtm,NaN
7DHCHSTEROLtr,NaN
7DHFtl,NaN
7DHFtm,NaN
7THFtl,NaN
7THFtm,NaN
A_MANASEly,NaN
A4GALTc,NaN
A4GALTg,NaN
A4GNT1g,NaN
A4GNT2g,NaN
AACTOOR,NaN
AACTtm,NaN
AASAD3m,NaN
AATAi,0.4045
ABO1g,NaN
ABO2g,NaN
ABO3g,NaN
ABO4g,NaN
ABO5g,NaN
ABO6g,NaN
ABO7g,NaN
ABO8g,NaN
ABO9g,NaN
ABTArm,NaN
ABTD,NaN
ABTti,NaN
ABUTt2rL,NaN
ABUTt4_2_r,NaN
ACACT10m,2.451
ACACT1rm,2.451
ACACT1x,2.0195
ACACt2m,2.4555
ACACT4p,NaN
ACACT5p,NaN
ACACT6p,NaN
ACACT7p,NaN
ACACT8p,NaN
ACACT9p,NaN
ACACtx,NaN
ACALDtm,NaN
ACALDtr,NaN
ACALDtx,NaN
ACCOACm,NaN
ACCOAgt,1.215
ACCOALm,NaN
ACCOAtn,NaN
ACCOAtr,1.215
ACETONEt2,2.4555
ACETONEt2m,2.4555
ACGAGBSIDEtg,NaN
ACGAGBSIDEtl,NaN
ACGALFUCGALACGALFUC12GAL14ACGLCGALGLUSIDEte,NaN
ACGALFUCGALACGALFUC12GAL14ACGLCGALGLUSIDEtg,NaN
ACGALFUCGALACGALFUCGALACGLCGAL14ACGLCGALGLUSIDEte,NaN
ACGALFUCGALACGALFUCGALACGLCGAL14ACGLCGALGLUSIDEtg,NaN
ACGALK,NaN
ACGALK2,NaN
ACGALtlg,NaN
ACGALtly,NaN
ACGAM6PSi,1.4015
ACGAMK,1.5435
ACGAMPM,2.1515
ACGAMtly,NaN
ACGBGBSIDEtg,NaN
ACGBGBSIDEtl,NaN
ACGPID,0.966
ACGSm,NaN
ACHEe,NaN
ACHtn,NaN
ACHVESSEC,NaN
ACITL,2.006
ACN13ACNGALGBSIDEte,NaN
ACN13ACNGALGBSIDEtg,NaN
ACN23ACNGALGBSIDEte,NaN
ACN23ACNGALGBSIDEtg,NaN
ACNACNGAL14ACGLCGALGLUSIDEte,NaN
ACNACNGAL14ACGLCGALGLUSIDEtg,NaN
ACNACNGALGBSIDEte,NaN
ACNACNGALGBSIDEtg,NaN
ACNAM9PL,0.786
ACNAM9PL2,0.786
ACNAMlt,0.723
ACNAMPH,1.1795
ACNAMtn,NaN
ACNGALACGLCGAL14ACGLCGALGLUSIDEte,NaN
ACNGALACGLCGAL14ACGLCGALGLUSIDEtg,NaN
ACNMLr,NaN
ACOAD10m,2.004
ACOAD1fm,2.004
ACOAD8m,1.591
ACOAD9m,2.004
ACOAHi,NaN
ACOAO7p,1.4995
ACODA,NaN
ACONTm,1.5835
ACOX22x,NaN
ACOX2x,NaN
ACP1_FMN,2.54
ACRNtm,NaN
ACS2,NaN
ACSm,NaN
ACSRTNMT,NaN
ACt2m,NaN
ACt2r,NaN
ACtg,NaN
ACTLMO,NaN
ACTNMO,NaN
ADA,0.839
ADAe,0.839
ADCim,NaN
ADEt,NaN
ADK1m,2.2505
ADK3,NaN
ADK3m,2.0435
ADKd,NaN
ADMDC,1.9885
ADNCYC,NaN
ADNK1m,NaN
ADNt,0.8535
ADNt4,NaN
ADNtl,NaN
ADNtm,0.8535
ADPMAN,2.1145
ADPRIBt,NaN
ADPtx,NaN
ADRNCOAtx,NaN
ADRNCPT1,1.0435
ADRNCPT2,NaN
ADRNCRNt,NaN
ADRNLPVESSEC,0.882
ADRNt,NaN
ADSK,2.588
ADSL1,2.2855
ADSL2,2.2855
AFLATOXINte,NaN
AG13T16g,NaN
AG13T17g,NaN
AG13T18g,NaN
AG13T1g,NaN
AG13T2g,NaN
AG13T3g,NaN
AGMTm,NaN
AGPAT1,1.935
AGTim,NaN
AGTix,NaN
AHANDROSTANGLCte,0.72
AHANDROSTANGLCtr,NaN
AHCYStr,NaN
AHEXASE2ly,1.0535
AHEXASEly,1.0535
AIRCr,2.5575
AKGDm,0.2465
AKGMALtm,1.8465
AKGt4_3,NaN
AKGtp,NaN
AKR1C1,NaN
AKR1C41,NaN
AKR1C42,NaN
AKR1D,NaN
AKR1D2,NaN
ALAASNNaEx,2.1775
ALACYSNaEx,2.1775
ALADGLNexR,2.405
ALADGLYexR,2.405
ALAGLNexR,2.405
ALAGLNNaEx,2.1775
ALAGLYexR,2.405
ALASERNaEx,2.1775
ALASm,1.4615
ALAt4,3.1405
ALATA_L,1.168
ALATHRNaEx,2.1775
ALAtN1,NaN
ALCD21_D,2.4875
ALCD21_L,2.4875
ALCD22_D,2.4875
ALCD22_L,2.4875
ALCD2if,2.4875
ALCD2yf,2.1735
ALDD20x,1.9025
ALDD20xm,1.1085
ALDD21,1.793
ALDD2xm,1.1085
ALDD2y,1.9025
ALDSTRNte,NaN
ALDSTRNtm,NaN
ALOX12,NaN
ALOX15,NaN
ALOX5,NaN
ALOX52,NaN
ALR2,2.1735
ALR3,2.1735
AMACR2p,NaN
AMACRp,NaN
AMCOXO,NaN
AMETr,NaN
AMETt2m,0.782
AMPDA,0.948
AMPTASECGe,NaN
AMPtp,NaN
AMY1e,2.405
AMY2e,2.405
ANDRSTRNGLCte,0.72
ANDRSTRNGLCtr,NaN
ANDRSTRNte,NaN
ANDRSTRNtr,NaN
ANTIPYRENEte,NaN
AOBUTDsm,NaN
APAT2rm,NaN
APNNOXte,NaN
APOCF,NaN
APOCFm,NaN
APOC_LYS_BTNP,NaN
APOC_LYS_BTNPm,NaN
APPNNte,NaN
APRTO2,NaN
AQCOBALt,NaN
ARAB_Lt,NaN
ARABR,2.1735
ARACHCOAtx,NaN
ARACHCPT1,1.0435
ARACHCPT2,NaN
ARACHCRNt,NaN
ARACHDCOAtx,NaN
ARACHDt2,0.9905
ARACHDtr,NaN
ARACHt,NaN
ARGDCm,NaN
ARGLYSex,0.899
ARGNm,1.4075
ARGSS,NaN
ARGt4,NaN
ARGtm,NaN
ARSA,NaN
ARTCOAL1,NaN
ARTCOAL2,NaN
ARTCOAL3,NaN
R_group_phosphotase_1,NaN
R_group_phosphotase_2,NaN
R_group_phosphotase_3,NaN
ARTFR208,NaN
ARTPLM3,NaN
ARTPLM3m,NaN
ASAH1,1.637
ASCBOX,NaN
ASCBt,NaN
ASCBt4,1.0855
ASNALANaEx,2.1775
ASNCYSNaEx,2.1775
ASNGLNNaEx,2.1775
ASNNm,NaN
ASNS1,2.7205
ASNSERNaEx,2.1775
ASNt4,3.1405
ASNTHRNaEx,2.1775
ASNtm,NaN
ASNtN1,NaN
ASPCTr,1.7285
ASPDt6,NaN
ASPDxt,NaN
ASPGLUm,1.0135
ASPNATm,NaN
ASPt6,NaN
ASPTAm,1.9325
ATP1ter,NaN
ATP2ter,NaN
ATPasel,1.8985
ATPH1e,0.8435
ATPH2e,0.8435
ATPtm,2.8475
ATPtn,NaN
ATPtx,NaN
AVITE2t,NaN
B_MANNASEly,0.699
B3GALT3g,NaN
B3GALT41g,NaN
B3GALT42g,NaN
B3GALT43g,NaN
B3GALT44g,NaN
B3GALT5g,NaN
B3GALTg,NaN
B3GNT11g,NaN
B3GNT12g,NaN
B3GNT310g,NaN
B3GNT311g,NaN
B3GNT312g,NaN
B3GNT313g,NaN
B3GNT314g,NaN
B3GNT315g,NaN
B3GNT31g,NaN
B3GNT32g,NaN
B3GNT33g,NaN
B3GNT34g,NaN
B3GNT35g,NaN
B3GNT36g,NaN
B3GNT37g,NaN
B3GNT39g,NaN
B3GNT51g,0.47
BAAT1x,NaN
BAAT2x,NaN
BAAT3x,NaN
BAAT4x,NaN
BACCL,0.982
BACCLm,0.982
BALAtmr,NaN
BALAVECSEC,NaN
BAMPPALDOX,1.9025
BBHOX,NaN
BCDO,NaN
BDHm,NaN
BETALDHxm,NaN
BHBt,NaN
BHBtm,NaN
BHMT,NaN
BILDGLCURt,NaN
BILDGLCURte,0.72
BILDGLCURtr,NaN
BILGLCURt,NaN
BILGLCURte,0.72
BILGLCURtr,NaN
BILIRED,1.7865
BILIRUBt2,NaN
BILIRUBtr,NaN
BIOCYTtn,NaN
BMTer_U,NaN
BPNT2,1.1345
BTND1,0.599
BTND1n,0.599
BTNDe,0.599
BTNDm,0.599
BTNPL,0.982
BTNPLm,0.982
BTNt2,2.4555
BTNt2m,2.4555
BTNt3i,2.0325
BTNt4i,NaN
BTNtn,NaN
BUP2,NaN
BUTt2m,2.4555
BVITEt,NaN
BZt,NaN
BZtr,NaN
C14STRr,0.1255
C160CPT1,1.0435
C160CPT2,1.0435
C160CRNt,NaN
C161CPT1,1.0435
C161CPT12,1.0435
C161CPT2,NaN
C161CPT22,NaN
C161CRN2t,NaN
C161CRNt,NaN
C180CPT1,1.0435
C180CPT2,NaN
C180CRNt,NaN
C181CPT1,1.0435
C181CPT2,NaN
C181CRNt,NaN
C204CPT1,1.0435
C204CPT2,NaN
C204CRNt,NaN
C226COAtx,NaN
C226CPT1,1.0435
C226CPT2,NaN
C226CRNt,NaN
C3STDH1Pr,1.273
C3STDH1r,1.273
C3STKR2r,1.919
C4STMO1r,1.783
C4STMO2Pr,1.273
C4STMO2r,1.783
CAATPS,2.014
CAROtr,NaN
CARVEOLte,NaN
CAT2p,1.977
CAt7r,NaN
CATm,1.977
CATp,1.977
CBL2OR,NaN
CBL2tm,NaN
CBPPer,1.59
CBPSam,NaN
CBPter,NaN
CBR2,1.6605
CDIPTr,0.489
CDPDAGtm,NaN
CDS,2.005
CDSm,2.005
CEPTC,1.3645
CEPTE,1.3645
CERK,1.4365
CERT1gt,1.297
CERT1rt,1.297
CERT2gt,1.297
CERT2rt,1.297
CGLYt3_2,NaN
CH25H,NaN
CHAT,NaN
CHATn,NaN
CHLP,NaN
CHLPCTD,NaN
CHLtm,NaN
CHOLATEt,NaN
CHOLATEt2,NaN
CHOLATEt3,NaN
CHOLD2m,NaN
CHOLK,NaN
CHOLPtg,NaN
CHOLPtl,NaN
CHOLt4,NaN
CHOLtg,NaN
CHOLtn,NaN
CHOLtr,NaN
CHOLtu,NaN
CHSTEROLSULT,NaN
CHSTEROLt1,NaN
CHSTEROLt2,NaN
CHSTEROLt3,NaN
CHSTEROLtg,NaN
CHTNASE,NaN
CHTNASEe,NaN
CITMCOAHm,NaN
CITMCOALm,NaN
CITRtm,NaN
CITt4_2,NaN
CITtam,1.3095
CITtbm,1.3095
CK,NaN
CKc,1.959
CLFORtex,NaN
CLHCO3tex2,NaN
CLI2tex,NaN
CLOHtex2,NaN
CLOXAtex2,NaN
CLPNDCOAtx,NaN
CLPNDCPT1,1.0435
CLPNDCPT2,NaN
CLPNDCRNt,NaN
CLPNDt,NaN
CLS_hs,1.002
CMPACNAtg,0.942
CMPACNAtn,NaN
CMPSAS,1.283
CMPSASn,1.283
CO2ter,NaN
CO2tg,NaN
CO2tm,NaN
CO2tp,NaN
COAtg,NaN
COAtl,NaN
COAtm,NaN
COAtn,NaN
COAtp,NaN
COAtr,NaN
COKECBESr,1.0035
COQ3m,1.674
COQ5m,NaN
COQ6m,0.427
COQ7m,0.772
CORE2GTg,NaN
CORE3GTg,NaN
CORE4GTg,NaN
CORE5GTg,NaN
CORE6GTg,NaN
CORE7GTg,NaN
CORE8GTg,NaN
COt,NaN
COUCOAFm,NaN
COUMARINte,NaN
CREATt4_2_r,NaN
CREATtmdiffir,NaN
CRMPte,NaN
CRNCAR3tp,NaN
CRNCARtp,NaN
CRNt,NaN
CRNtHa,NaN
CRNtim,NaN
CRNtuNa,NaN
CRNtx,NaN
CRTNsyn,NaN
CRTSLt,NaN
CRTSLtm,NaN
CRTSLtr,NaN
CRTSTRNt,NaN
CRTSTRNtm,NaN
CRVNCtr,NaN
CSAPASEly,NaN
CSBPASEly,NaN
CSCPASEly,NaN
CSDPASEly,NaN
CSEPASEly,NaN
CSm,2.451
CSNAT2m,NaN
CSNAT2x,NaN
CSNAT3x,NaN
CSNATer,NaN
CSNATm,NaN
CSNATp,NaN
CSNATr,NaN
CSNt,NaN
CSPG_At,NaN
CSPG_Atly,NaN
CSPG_Bt,NaN
CSPG_Btly,NaN
CSPG_Ct,NaN
CSPG_Ctly,NaN
CSPG_Dt,NaN
CSPG_Dtly,NaN
CSPG_Et,NaN
CSPG_Etly,NaN
CTPtn,NaN
CYANt,NaN
CYANtm,NaN
CYSALANaEx,2.1775
CYSASNNaEx,2.1775
CYSGLNNaEx,2.1775
CYSGLTH,NaN
CYSGLUexR,2.405
CYSGLYexR,2.405
CYSO,NaN
CYSSERNaEx,2.1775
CYSt4,3.1405
CYSTA,2.0925
CYStec,NaN
CYSTGLUex,2.405
CYSTHRNaEx,2.1775
CYSTSERex,NaN
CYTD,NaN
CYTDK1,1.918
CYTDK2m,NaN
CYTDn,NaN
CYTDt,0.8535
CYTDt4,NaN
CYTDtl,NaN
CYTDtm,0.8535
CYTDtn,NaN
CYTK10,1.8965
CYTK10n,1.8965
CYTK11,1.8965
CYTK11n,1.8965
CYTK12,1.8965
CYTK12n,1.8965
CYTK13,1.8965
CYTK13n,1.8965
CYTK14,1.8965
CYTK14n,1.8965
CYTK1m,NaN
CYTK1n,1.8965
CYTK2n,1.8965
CYTK3,NaN
CYTK3n,1.8965
CYTK4,NaN
CYTK4n,1.8965
CYTK5,1.8965
CYTK5n,1.8965
CYTK6,1.8965
CYTK6n,1.8965
CYTK7,1.8965
CYTK7n,1.8965
CYTK8,1.8965
CYTK8n,1.8965
CYTK9,1.8965
CYTK9n,1.8965
D_3AIBt,NaN
D3AIBTm,NaN
DADA,0.839
DADAe,0.839
DADNK,NaN
DADNt4,NaN
DAG_HSter,NaN
DAGK_hs,1.7395
DAGKn_hs,NaN
DAGt,NaN
DALAOXx,NaN
DALAt2r,NaN
DALAxt,NaN
DARGOp,NaN
DASCBH,NaN
DASCBR,1.843
DASPO1p,NaN
DATPtn,NaN
DCIm,1.804
DCK1m,NaN
DCK1n,0.89
DCK2n,0.89
DCSPTN1COAtx,NaN
DCSPTN1CPT1,1.0435
DCSPTN1CPT2,NaN
DCSPTN1CRNt,NaN
DCSPTN1t,NaN
DCT,NaN
DCTPtn,NaN
DCYTD,NaN
DCYTDn,NaN
DCYTt,NaN
DDPGAm,NaN
DEBRISOQUINEt,NaN
DECDPtm,NaN
DEDOLP1_L,NaN
DEDOLP2_L,NaN
DEDOLR_L,NaN
DESAT16_2,2.2345
DESAT18_10,0.4435
DESAT18_3,2.2345
DESAT18_4,2.2345
DESAT18_5,2.2345
DESAT18_6,0.4435
DESAT18_7,0.4435
DESAT18_8,0.4435
DESAT18_9,2.5465
DESAT20_1,2.5465
DESAT20_2,2.5465
DESAT22_1p,NaN
DESAT22_2p,NaN
DESAT24_1,0.4435
DGAT,0.8895
DGCHOLte,NaN
DGCHOLtx,NaN
DGK2m,NaN
DGNSKm,1.8555
DGSNt,NaN
DGSNtm,NaN
DGTPtn,NaN
DGULND,NaN
DHAAt1r,1.3925
DHCHOLESTANATEtm,NaN
DHCR241r,1.1875
DHCR242r,1.1875
DHCR243r,1.1875
DHCR71r,1.098
DHCR72r,1.098
DHCRD1,2.1715
DHCRD2,2.1715
DHDPBMTm,1.674
DHEASt,NaN
DHEAStr,NaN
DHEASULT,NaN
DHEAtr,NaN
DHFtl,NaN
DHFtm,NaN
DHORD9,0.251
DHPM1,3.912
DHPM2,NaN
DHPR2,NaN
DIDPtn,NaN
DIGALSGALSIDEtg,NaN
DIGALSIDEtg,NaN
DIGALSIDEtl,NaN
DINt,NaN
DITPtn,NaN
DKMPPD,NaN
D_LACt2,2.4555
D_LACtm,2.4555
DLNLCGCPT1,1.0435
DLNLCGCPT2,NaN
DLNLCGCRNt,NaN
DLNLCGt,0.9905
DM_13_cis_oretn_n,NaN
DM_13_cis_retn_n,NaN
DM_Asn_X_Ser_Thr_ly,NaN
DM_avite2_c,NaN
DM_bvite_c,NaN
DM_core5_g,NaN
DM_core7_g,NaN
DM_core8_g,NaN
DM_datp_m,NaN
DM_datp_n,NaN
DM_dctp_m,NaN
DM_dctp_n,NaN
DM_dem2emgacpail_prot_hs_r,NaN
DM_dgpi_prot_hs_r,NaN
DM_dgtp_m,NaN
DM_dgtp_n,NaN
DM_dsT_antigen_g,NaN
DM_dttp_m,NaN
DM_dttp_n,NaN
DM_ethamp_r,NaN
DM_gncore2_g,NaN
DM_gpi_sig_er,NaN
DM_hretn_n,NaN
DM_kdn_c,NaN
DM_m_em_3gacpail_prot_hs_r,NaN
DM_melanin_c,NaN
DM_mem2emgacpail_prot_hs_r,NaN
DM_n5m2masn_g,NaN
DM_oretn_n,NaN
DM_Ser_Thr_ly,NaN
DM_Ser_Gly_Ala_X_Gly_ly,NaN
DM_sprm_c,NaN
DM_sTn_antigen_g,NaN
DM_T_antigen_g,NaN
DM_yvite_c,NaN
DMANTIPYRINEte,NaN
DMATTx,1.017
DMGDHm,NaN
DMGtm,NaN
DMHPTCRNCPT2,NaN
DMHPTCRNt,NaN
DMHPTCRNte,NaN
DMNONCOACRNCPT1,NaN
DMNONCRNCPT2,NaN
DMNONCRNt,NaN
DNADtn,NaN
DNDPt10m,NaN
DNDPt11m,NaN
DNDPt12m,NaN
DNDPt13m,NaN
DNDPt14m,NaN
DNDPt15m,NaN
DNDPt16m,NaN
DNDPt17m,NaN
DNDPt18m,NaN
DNDPt19m,NaN
DNDPt1m,NaN
DNDPt20m,NaN
DNDPt21m,NaN
DNDPt23m,NaN
DNDPt24m,NaN
DNDPt25m,NaN
DNDPt28m,NaN
DNDPt2m,NaN
DNDPt30m,NaN
DNDPt31m,NaN
DNDPt32m,NaN
DNDPt37m,NaN
DNDPt38m,NaN
DNDPt39m,NaN
DNDPt3m,NaN
DNDPt40m,NaN
DNDPt41m,NaN
DNDPt42m,NaN
DNDPt43m,NaN
DNDPt44m,NaN
DNDPt45m,NaN
DNDPt46m,NaN
DNDPt47m,NaN
DNDPt48m,NaN
DNDPt49m,NaN
DNDPt4m,NaN
DNDPt50m,NaN
DNDPt51m,NaN
DNDPt52m,NaN
DNDPt53m,NaN
DNDPt54m,NaN
DNDPt55m,NaN
DNDPt56m,NaN
DNDPt57m,NaN
DNDPt58m,NaN
DNDPt59m,NaN
DNDPt5m,NaN
DNDPt60m,NaN
DNDPt61m,NaN
DNDPt62m,NaN
DNDPt63m,NaN
DNDPt6m,NaN
DNDPt7m,NaN
DOGULNO1,NaN
DOLGLCP_Lter,NaN
DOLGPP_Ler,NaN
DOLICHOL_Lter,NaN
DOLICHOL_Uter,NaN
DOLK_L,NaN
DOLK_U,NaN
DOLMANP_Uter,NaN
DOLPGT3_Ler,NaN
DOLPGT3_Uer,NaN
DOLPMT3_Uer,0.6835
DOLPMT4_Ler,NaN
DOLPMT4_Uer,NaN
DOPABMO,NaN
DOPACHRMISO,NaN
DOPAMT,1.789
DOPAQNISO1,NaN
DOPASFt,NaN
DOPASULT,NaN
DOPAt4_2_r,NaN
DOPAtu,NaN
DOPAVESSEC,0.882
DORNOp,NaN
DPCOAtl,NaN
DPGase,2.1
DPGM,2.1
DPHMBDCm,NaN
DPMVDx,NaN
DPPS,NaN
DRIBt,NaN
DRPA,2.0515
DSAT,NaN
DTDPtn,NaN
DTTPtn,NaN
DUDPtn,NaN
DUMPtn,NaN
DURAD,1.1255
DURAD2,1.1255
DURIK1,2.2225
DURIK1m,NaN
DURIt,NaN
DURItn,NaN
DUTPDPm,1.8065
DUTPDPn,1.8065
EAFLATOXINte,NaN
EBASTINEOHte,NaN
EBASTINEOHtr,NaN
EBASTINEte,NaN
EBASTINEtr,NaN
EBP1r,2.3615
EBP2r,2.3615
ECOAH12m,2.451
ECOAH1m,2.451
ECOAH1x,1.997
ECOAH9m,2.451
EHGLAT2m,1.9325
EHGLATm,1.9325
EICOSTETCPT1,1.0435
EICOSTETCPT2,NaN
EICOSTETCRNt,NaN
EICOSTETt,NaN
ELAIDCPT1,1.0435
ELAIDCPT2,NaN
ELAIDCRNt,NaN
ELAIDt,NaN
ENGASE2ly,NaN
ENGASE3ly,NaN
ENGASEly,NaN
ESTRADIOLGLCt,NaN
ESTRADIOLGLCt2,0.72
ESTRADIOLGLCtr,NaN
ESTRADIOLt,NaN
ESTRADIOLtr,NaN
ESTRIOLGLCte,0.72
ESTRIOLGLCtr,NaN
ESTRIOLtr,NaN
ESTRONEGLCt,NaN
ESTRONEGLCtr,NaN
ESTRONESt,0.398
ESTRONESt2,NaN
ESTRONEtr,NaN
ESTSULT,NaN
ETF,2.2065
ETFQO,1.6575
ETHAK,0.439
ETHP,NaN
ETOHMO,NaN
ETOHtx,NaN
EX_10fthf_e,NaN
EX_10fthf5glu_e,NaN
EX_10fthf6glu_e,NaN
EX_10fthf7glu_e,NaN
EX_11_cis_retfa_e,NaN
EX_13_cis_retnglc_e,NaN
EX_1glyc_hs_e,NaN
EX_2425dhvitd2_e,NaN
EX_2425dhvitd3_e,NaN
EX_24nph_e,NaN
EX_25hvitd2_e,NaN
EX_25hvitd3_e,NaN
EX_2hb_e,NaN
EX_2mcit_e,NaN
EX_34dhoxpeg_e,NaN
EX_34dhphe_e,NaN
EX_35cgmp_e,NaN
EX_3aib_e,NaN
EX_3aib_D_e,NaN
EX_3mlda_e,NaN
EX_4hdebrisoquine_e,NaN
EX_4hphac_e,NaN
EX_4mptnl_e,NaN
EX_4mtolbutamide_e,NaN
EX_4nph_e,NaN
EX_4nphsf_e,NaN
EX_4pyrdx_e,NaN
EX_5adtststerone_e,NaN
EX_5adtststeroneglc_e,NaN
EX_5adtststerones_e,NaN
EX_5dhf_e,NaN
EX_5fthf_e,NaN
EX_5homeprazole_e,NaN
EX_5htrp_e,NaN
EX_5mthf_e,NaN
EX_5thf_e,NaN
EX_6dhf_e,NaN
EX_6htststerone_e,NaN
EX_6thf_e,NaN
EX_7dhf_e,NaN
EX_7thf_e,NaN
EX_9_cis_retfa_e,NaN
EX_abt_e,NaN
EX_acetone_e,NaN
EX_acgalfucgalacgalfuc12gal14acglcgalgluside_hs_e,NaN
EX_acgalfucgalacgalfucgalacglcgal14acglcgalgluside_hs_e,NaN
EX_ach_e,NaN
EX_acn13acngalgbside_hs_e,NaN
EX_acn23acngalgbside_hs_e,NaN
EX_acnacngal14acglcgalgluside_hs_e,NaN
EX_acnacngalgbside_hs_e,NaN
EX_acngalacglcgal14acglcgalgluside_hs_e,NaN
EX_adp_e,NaN
EX_adprbp_e,NaN
EX_adrn_e,NaN
EX_adrnl_e,NaN
EX_aflatoxin_e,NaN
EX_ahandrostanglc_e,NaN
EX_ak2lgchol_hs_e,NaN
EX_ala_B_e,NaN
EX_ala_D_e,NaN
EX_aldstrn_e,NaN
EX_amp_e,NaN
EX_andrstrn_e,NaN
EX_andrstrnglc_e,NaN
EX_antipyrene_e,NaN
EX_apnnox_e,NaN
EX_appnn_e,NaN
EX_aprgstrn_e,NaN
EX_aqcobal_e,NaN
EX_arach_e,NaN
EX_arachd_e,NaN
EX_ascb_L_e,NaN
EX_asp_D_e,NaN
EX_atp_e,NaN
EX_avite1_e,NaN
EX_avite2_e,NaN
EX_bhb_e,NaN
EX_bildglcur_e,NaN
EX_bilglcur_e,NaN
EX_bilirub_e,NaN
EX_biocyt_e,NaN
EX_bvite_e,NaN
EX_camp_e,NaN
EX_caro_e,NaN
EX_carveol_e,NaN
EX_chol_e,NaN
EX_cholate_e,NaN
EX_chsterol_e,NaN
EX_chtn_e,NaN
EX_clpnd_e,NaN
EX_cmp_e,NaN
EX_co_e,NaN
EX_coumarin_e,NaN
EX_creat_e,NaN
EX_crmp_hs_e,NaN
EX_crn_e,NaN
EX_crtsl_e,NaN
EX_crtstrn_e,NaN
EX_crvnc_e,NaN
EX_cspg_a_e,NaN
EX_cspg_b_e,NaN
EX_cspg_c_e,NaN
EX_cspg_d_e,NaN
EX_cspg_e_e,NaN
EX_cyan_e,NaN
EX_dag_hs_e,NaN
EX_dcsptn1_e,NaN
EX_debrisoquine_e,NaN
EX_dgchol_e,NaN
EX_dhdascb_e,NaN
EX_dheas_e,NaN
EX_dhf_e,NaN
EX_digalsgalside_hs_e,NaN
EX_dlnlcg_e,NaN
EX_dmantipyrine_e,NaN
EX_dmhptcrn_e,NaN
EX_dopa_e,NaN
EX_dopasf_e,NaN
EX_eaflatoxin_e,NaN
EX_ebastine_e,NaN
EX_ebastineoh_e,NaN
EX_eicostet_e,NaN
EX_elaid_e,NaN
EX_estradiol_e,NaN
EX_estradiolglc_e,NaN
EX_estriolglc_e,NaN
EX_estroneglc_e,NaN
EX_estrones_e,NaN
EX_fuc13galacglcgal14acglcgalgluside_hs_e,NaN
