Var1,ASP14_i10_plus_high
3MOPt2im,NaN
3MOX4HOXPGALDOX,0.0835520833333333
3MOX4HOXPGALDOX_NADP,0.0835520833333333
3MOXTYROX,0.249614583333333
3NTD7l,0.7385
3SALAASPm,0.9936875
3SALACBOXL,0.375770833333333
3SALAOX,NaN
3SALATAi,1.88575
3SALATAim,1.81370833333333
3SPYRSP,NaN
3SPYRSPm,NaN
41R1H2MAE12BOOX,0.249614583333333
41R2A1H12BOOX,0.249614583333333
42A12BOOX,0.249614583333333
4ABUTtm,NaN
4HBZCOAFm,NaN
4HBZFm,NaN
4HDEBRISOQUINEte,NaN
4HGLSDm,0.0913333333333333
4HOXPACDOX_NADP,0.0835520833333333
4MOPt2im,NaN
4MPTNLte,NaN
4MPTNLtm,NaN
4MPTNLtr,NaN
4MTOLBUTAMIDEte,NaN
4NPHSFte,NaN
4NPHSULT,0.267677083333333
4NPHte,NaN
4PYRDX,NaN
5ADTSTSTERONEGLCte,0.74378125
5ADTSTSTERONEGLCtr,NaN
5ADTSTSTERONESte,NaN
5ADTSTSTERONESULT,NaN
5ADTSTSTERONEte,NaN
5ADTSTSTERONEtr,NaN
5AOPtm,NaN
5DHFtl,NaN
5FTHFt2,0.505395833333333
5HLTDL,NaN
5HOMEPRAZOLEte,NaN
5HOXINDACTO2OX,0.0593229166666667
5HOXINDACTOXm,1.0300625
5HOXINOXDA,0.249614583333333
5HTRPDOX,NaN
5HTRPVESSEC,0.918822916666667
5HXKYNDCL,NaN
5HXKYNOXDA,0.249614583333333
5MTHFt,NaN
5MTHFt2,0.505395833333333
5THFtl,NaN
5THFtm,NaN
6DHFtl,NaN
6DHFtm,NaN
6HTSTSTERONEte,NaN
6HTSTSTERONEtr,NaN
6THFtl,NaN
6THFtm,NaN
7DHCHSTEROLtr,NaN
7DHFtl,NaN
7DHFtm,NaN
7THFtl,NaN
7THFtm,NaN
A_MANASE,NaN
A_MANASEly,0.105708333333333
A4GALTc,0.0691979166666667
A4GALTg,0.0691979166666667
A4GNT1g,NaN
A4GNT2g,NaN
AACOAT,0.329
AACTOOR,NaN
AACTtm,NaN
AASAD3m,NaN
AATAi,0.666229166666667
ABO1g,NaN
ABO2g,NaN
ABO3g,NaN
ABO4g,NaN
ABO5g,NaN
ABO6g,NaN
ABO7g,NaN
ABO8g,NaN
ABO9g,NaN
ABTArm,0.320135416666667
ABTD,NaN
ABTti,NaN
ABUTD,1.76061458333333
ABUTt2r,0.223520833333333
ABUTt2rL,0.223520833333333
ABUTt4_2_r,0.0146041666666667
ACACT10m,2.4249375
ACACT1r,1.869
ACACT1rm,2.4249375
ACACT1x,1.869
ACACt2,2.45577083333333
ACACt2m,2.45577083333333
ACACT4p,0.172739583333333
ACACT5p,0.172739583333333
ACACT6p,0.172739583333333
ACACT7p,0.172739583333333
ACACT8p,0.172739583333333
ACACT9p,0.172739583333333
ACACtx,NaN
ACALDt,NaN
ACALDtm,NaN
ACALDtr,NaN
ACALDtx,NaN
ACCOAC,0.924260416666667
ACCOACm,0.143895833333333
ACCOAgt,1.12620833333333
ACCOAL,0.299822916666667
ACCOALm,0.0421770833333333
ACCOAtn,NaN
ACCOAtr,1.12620833333333
ACETONEt2,2.45577083333333
ACETONEt2m,2.45577083333333
ACGAGBSIDEtg,NaN
ACGAGBSIDEtl,NaN
ACGALFUCGALACGALFUC12GAL14ACGLCGALGLUSIDEte,NaN
ACGALFUCGALACGALFUC12GAL14ACGLCGALGLUSIDEtg,NaN
ACGALFUCGALACGALFUCGALACGLCGAL14ACGLCGALGLUSIDEte,NaN
ACGALFUCGALACGALFUCGALACGLCGAL14ACGLCGALGLUSIDEtg,NaN
ACGALK,NaN
ACGALK2,NaN
ACGALtlg,NaN
ACGALtly,NaN
ACGAM2E,NaN
ACGAM6PSi,1.23070833333333
ACGAMK,1.42665625
ACGAMPM,2.09363541666667
ACGAMtly,NaN
ACGBGBSIDEtg,NaN
ACGBGBSIDEtl,NaN
ACGPID,0.845322916666667
ACGSm,0.0100520833333333
ACHEe,NaN
ACHtn,NaN
ACHVESSEC,NaN
ACITL,1.98171875
ACN13ACNGALGBSIDEte,NaN
ACN13ACNGALGBSIDEtg,NaN
ACN23ACNGALGBSIDEte,NaN
ACN23ACNGALGBSIDEtg,NaN
ACNACNGAL14ACGLCGALGLUSIDEte,NaN
ACNACNGAL14ACGLCGALGLUSIDEtg,NaN
ACNACNGALGBSIDEte,NaN
ACNACNGALGBSIDEtg,NaN
ACNAM9PL,0.71834375
ACNAM9PL2,0.71834375
ACNAMlt,0.752208333333333
ACNAMPH,1.04829166666667
ACNAMtn,NaN
ACNGALACGLCGAL14ACGLCGALGLUSIDEte,NaN
ACNGALACGLCGAL14ACGLCGALGLUSIDEtg,NaN
ACNMLr,NaN
ACOAD10m,1.89155208333333
ACOAD1fm,1.89155208333333
ACOAD8m,1.46955208333333
ACOAD9m,1.89155208333333
ACOAHi,NaN
ACOAO7p,1.36086458333333
ACOATA,0.359739583333333
ACODA,NaN
ACONT,1.77859375
ACONTm,1.39436458333333
ACOX22x,0.3895
ACOX2x,0.3895
ACP1_FMN,2.51403125
ACRNtm,NaN
ACS,0.329
ACS2,0.329
ACSm,0.0421770833333333
ACSOMT,NaN
ACSRTNMT,NaN
ACt2m,NaN
ACt2r,NaN
ACtg,NaN
ACTLMO,0.0448541666666667
ACTNMO,0.0448541666666667
ACYP,1.362875
ADA,0.839895833333333
ADAe,0.839895833333333
ADCim,NaN
ADEt,0.396489583333333
ADEtl,0.263885416666667
ADHAPtx,NaN
ADK1,2.17594791666667
ADK1m,2.17594791666667
ADK3,0.08875
ADK3m,2.02517708333333
ADKd,0.08875
ADMDC,1.84854166666667
ADNCYC,0.2120625
ADNK1,1.80752083333333
ADNK1m,NaN
ADNt,0.863635416666667
ADNt4,0.008625
ADNtl,0.263885416666667
ADNtm,0.863635416666667
ADPGLC,2.0605625
ADPMAN,2.0605625
ADPRDP,2.0605625
ADPRDPm,NaN
ADPRIBt,NaN
ADPT,1.81516666666667
ADPtx,NaN
ADRNCOAtx,NaN
ADRNCPT1,0.966145833333333
ADRNCPT2,0.269958333333333
ADRNCRNt,NaN
ADRNLPVESSEC,0.918822916666667
ADRNt,NaN
ADSELK,2.52802083333333
ADSK,2.52802083333333
ADSL1,2.25944791666667
ADSL2,2.25944791666667
ADSS,1.21226041666667
AFLATOXINte,NaN
AG13T10g,0.453260416666667
AG13T11g,0.453260416666667
AG13T12g,0.453260416666667
AG13T13g,0.453260416666667
AG13T14g,0.453260416666667
AG13T15g,0.453260416666667
AG13T16g,0.453260416666667
AG13T17g,0.453260416666667
AG13T18g,0.453260416666667
AG13T1g,0.453260416666667
AG13T2g,0.453260416666667
AG13T3g,0.453260416666667
AG13T4g,0.453260416666667
AG13T5g,0.453260416666667
AG13T6g,0.453260416666667
AG13T7g,0.453260416666667
AG13T8g,0.453260416666667
AG13T9g,0.453260416666667
AGDC,NaN
AGLPC,NaN
AGLPED,NaN
AGLPET,NaN
AGLPH,NaN
AGLPR,NaN
AGLPT,NaN
AGMTm,0.0226041666666667
AGPAT1,1.8950625
AGPex,NaN
AGPRim,1.46075
AGPSx,NaN
AGTim,NaN
AGTix,NaN
AHANDROSTANGLCte,0.74378125
AHANDROSTANGLCtr,NaN
AHC,2.28611458333333
AHCYStn,NaN
AHCYStr,NaN
AHEXASE2ly,0.992447916666667
AHEXASEly,0.992447916666667
AICART,2.4130625
AIRCr,2.49159375
AK2LGCHOLt,NaN
AKGDm,0.487697916666667
AKGMALtm,1.67865625
AKGt4_3,0.00803125
AKGtp,NaN
AKR1C1,0.32709375
AKR1C41,NaN
AKR1C42,NaN
AKR1D,NaN
AKR1D2,NaN
ALAASNNaEx,2.07786458333333
ALACYSNaEx,2.07786458333333
ALADGLNexR,0.0331875
ALADGLYexR,0.0331875
ALAGLNexR,0.0331875
ALAGLNNaEx,2.07786458333333
ALAGLYexR,0.0331875
ALAR,1.57125
ALASERNaEx,2.07786458333333
ALASm,1.28934375
ALAt2r,0.223520833333333
ALAt2rL,0.223520833333333
ALAt4,3.14527083333333
ALATA_L,1.0310625
ALATHRNaEx,2.07786458333333
ALAtN1,0.154583333333333
ALCD1,2.47317708333333
ALCD21_D,2.47317708333333
ALCD21_L,2.47317708333333
ALCD22_D,2.47317708333333
ALCD22_L,2.47317708333333
ALCD2if,2.47317708333333
ALCD2yf,2.06258333333333
ALDD20x,1.78096875
ALDD20xm,1.0300625
ALDD21,1.66895833333333
ALDD2x,1.78096875
ALDD2xm,1.0300625
ALDD2y,1.76061458333333
ALDSTRNte,NaN
ALDSTRNtm,NaN
ALKP,0.34271875
ALOX12,NaN
ALOX12R,NaN
ALOX15,0.02153125
ALOX5,NaN
ALOX52,NaN
ALR2,2.07925
ALR3,2.07925
AMACR2p,0.02934375
AMACR2r,0.02934375
AMACRp,0.02934375
AMACRr,0.02934375
AMANK,1.42665625
AMCOXO,NaN
AMETr,NaN
AMETt2m,0.7603125
AMETtn,NaN
AMPDA,0.929385416666667
AMPTASECG,0.00939583333333333
AMPTASECGe,0.00939583333333333
AMPtp,NaN
AMPtr,NaN
AMY1e,2.349
AMY2e,2.349
ANDRSTRNGLCte,0.74378125
ANDRSTRNGLCtr,NaN
ANDRSTRNte,NaN
ANDRSTRNtr,NaN
ANTIPYRENEte,NaN
AOBUTDsm,NaN
AP4AH1,NaN
APAT2rm,0.320135416666667
APNNOXte,NaN
APOCF,NaN
APOCFm,NaN
APOC_LYS_BTNP,NaN
APOC_LYS_BTNPm,NaN
APPNNte,NaN
APRGSTRNte,NaN
APRTO2,0.249614583333333
AQCOBALt,NaN
ARAB_Lt,NaN
ARABR,2.07925
ARACHCOAtx,NaN
ARACHCPT1,0.966145833333333
ARACHCPT2,0.269958333333333
ARACHCRNt,NaN
ARACHDCOAtx,NaN
ARACHDt2,0.851145833333333
ARACHDtr,NaN
ARACHt,NaN
ARGDCm,NaN
ARGLYSex,0.832416666666667
ARGN,1.24352083333333
ARGNm,1.24352083333333
ARGSL,0.2295625
ARGSS,0.0533645833333333
ARGt4,NaN
ARGtiDF,1.54390625
ARGtm,0.327270833333333
ARSA,0.28928125
ARTCOAL1,NaN
ARTCOAL2,NaN
ARTCOAL3,NaN
R_group_phosphotase_1,NaN
R_group_phosphotase_2,NaN
R_group_phosphotase_3,NaN
ARTFR11,NaN
ARTFR12,NaN
ARTFR13,NaN
ARTFR202,NaN
ARTFR203,NaN
ARTFR204,NaN
ARTFR205,NaN
ARTFR206,NaN
ARTFR207,NaN
ARTFR208,NaN
ARTFR209,NaN
ARTFR210,NaN
ARTFR211,NaN
ARTFR212,NaN
ARTFR213,NaN
ARTFR31,NaN
ARTFR32,NaN
ARTFR33,NaN
ARTFR34,NaN
ARTFR41,NaN
ARTFR42,NaN
ARTFR43,NaN
ARTFR44,NaN
ARTFR45,NaN
ARTFR46,NaN
ARTFR51,NaN
ARTFR52,NaN
ARTFR53,NaN
ARTFR54,NaN
ARTFR55,NaN
ARTFR56,NaN
ARTFR57,NaN
ARTFR61,NaN
ARTPLM1,NaN
ARTPLM1m,NaN
ARTPLM2,NaN
ARTPLM2m,NaN
ARTPLM3,NaN
ARTPLM3m,NaN
ASAH1,1.53273958333333
ASCBOX,NaN
ASCBt,NaN
ASCBt4,1.03390625
ASNALANaEx,2.07786458333333
ASNCYSNaEx,2.07786458333333
ASNGLNNaEx,2.07786458333333
ASNNm,0.0757916666666667
ASNS1,2.53566666666667
ASNSERNaEx,2.07786458333333
ASNt4,3.14527083333333
ASNTHRNaEx,2.07786458333333
ASNtm,NaN
ASNtN1,0.154583333333333
Asn_X_Ser_Thrtr,NaN
ASP1DC,0.0729791666666667
ASPCTr,1.54346875
ASPDt6,0.483364583333333
ASPDxt,NaN
ASPGLUm,0.9936875
ASPNATm,NaN
ASPt6,0.483364583333333
ASPTA,1.88575
ASPTAm,1.81370833333333
ATP1ter,NaN
ATP2ter,NaN
ATPasel,1.88616666666667
ATPH1e,0.851822916666667
ATPH2e,0.851822916666667
ATPS4m,1.19658333333333
ATPtm,2.81172916666667
ATPtn,NaN
ATPtx,NaN
AVITE1t,0.448229166666667
AVITE2t,NaN
B_MANNASEly,0.777364583333333
B3GALT3g,0.0835833333333333
B3GALT41g,NaN
B3GALT42g,NaN
B3GALT43g,NaN
B3GALT44g,NaN
B3GALT5g,NaN
B3GALTg,NaN
B3GNT11g,NaN
B3GNT12g,0.396458333333333
B3GNT310g,NaN
B3GNT311g,NaN
B3GNT312g,NaN
B3GNT313g,NaN
B3GNT314g,NaN
B3GNT315g,NaN
B3GNT31g,NaN
B3GNT32g,NaN
B3GNT33g,NaN
B3GNT34g,NaN
B3GNT35g,NaN
B3GNT36g,NaN
B3GNT37g,NaN
B3GNT39g,NaN
B3GNT51g,0.685333333333333
BAAT1x,0.00916666666666667
BAAT2x,0.00916666666666667
BAAT3x,0.00916666666666667
BAAT4x,0.00916666666666667
BACCL,0.9358125
BACCLm,0.9358125
BALAtmr,NaN
BALAVECSEC,NaN
BAMPPALDOX,1.78096875
BAMPPALDOXm,1.0300625
BBHOX,0.124197916666667
BCDO,NaN
BDG2HCGHD,NaN
BDHm,0.311791666666667
BDMT_L,NaN
BDMT_U,NaN
BETALDHxm,NaN
BHBt,NaN
BHBtm,NaN
BHMT,NaN
BILDGLCURt,NaN
BILDGLCURte,0.74378125
BILDGLCURtr,NaN
BILGLCURt,NaN
BILGLCURte,0.74378125
BILGLCURtr,NaN
BILIRED,1.61945833333333
BILIRUBt2,NaN
BILIRUBtr,NaN
BIOCYTtn,NaN
BMTer_L,0.355885416666667
BMTer_U,0.355885416666667
BPNT,1.07283333333333
BPNT2,1.07283333333333
BTND1,0.725239583333333
BTND1n,0.725239583333333
BTNDe,0.725239583333333
BTNDm,0.725239583333333
BTNPL,0.9358125
BTNPLm,0.9358125
BTNt2,2.45577083333333
BTNt2m,2.45577083333333
BTNt3i,1.81439583333333
BTNt4i,0.0191770833333333
BTNtn,NaN
BUP2,NaN
BUTt2m,2.45577083333333
BUTt2r,2.45577083333333
BVITEt,NaN
BZt,NaN
BZtr,NaN
C14STRr,0.513270833333333
C160CPT1,0.966145833333333
C160CPT2,0.966145833333333
C160CRNt,NaN
C161CPT1,0.966145833333333
C161CPT12,0.966145833333333
C161CPT2,0.269958333333333
C161CPT22,0.269958333333333
C161CRN2t,NaN
C161CRNt,NaN
C180CPT1,0.966145833333333
C180CPT2,0.269958333333333
C180CRNt,NaN
C181CPT1,0.966145833333333
C181CPT2,0.269958333333333
C181CRNt,NaN
C204CPT1,0.966145833333333
C204CPT2,0.269958333333333
C204CRNt,NaN
C226COAtx,NaN
C226CPT1,0.966145833333333
C226CPT2,0.269958333333333
C226CRNt,NaN
C2M26DCOAHLm,2.4249375
C2M26DCOAHLx,1.97638541666667
C3STDH1Pr,1.17917708333333
C3STDH1r,1.17917708333333
C3STKR2r,1.85657291666667
C4STMO1r,1.598375
C4STMO2Pr,1.17917708333333
C4STMO2r,1.598375
CAATPS,1.95520833333333
CAMPt,1.01789583333333
CAROtr,NaN
CARVEOLte,NaN
CAT2p,1.90147916666667
CAt7r,0.0114270833333333
CATm,1.90147916666667
CATp,1.90147916666667
CBL2OR,NaN
CBL2tm,0.466125
CBLATm,0.466125
CBPPer,1.43583333333333
CBPS,1.54346875
CBPSam,0.437885416666667
CBPter,NaN
CBR1,1.48111458333333
CBR2,1.48111458333333
CCA_D3t,NaN
CCA_D3tm,NaN
CDIPTr,0.613791666666667
CDPDAGtm,NaN
CDS,1.91830208333333
CDSm,1.91830208333333
CEPTC,1.2393125
CEPTE,1.2393125
CERK,1.28634375
CERT1gt,1.15241666666667
CERT1rt,1.15241666666667
CERT2gt,1.15241666666667
CERT2rt,1.15241666666667
CGLYt3_2,0.627020833333333
CGMPt,1.01789583333333
CH25H,0.0456145833333333
CHAT,NaN
CHATn,NaN
CHLP,0.315885416666667
CHLPCTD,0.413427083333333
CHLtm,NaN
CHOLATEt,0.0406354166666667
CHOLATEt2,0.09259375
CHOLATEt3,NaN
CHOLD2m,NaN
CHOLK,0.264854166666667
CHOLPtg,NaN
CHOLPtl,NaN
CHOLt4,NaN
CHOLtg,NaN
CHOLtn,NaN
CHOLtr,NaN
CHOLtu,0.384364583333333
CHSTEROLSULT,NaN
CHSTEROLt,0.524291666666667
CHSTEROLt1,0.0503333333333333
CHSTEROLt2,NaN
CHSTEROLt3,NaN
CHSTEROLtg,0.524291666666667
CHTNASE,0.283010416666667
CHTNASEe,NaN
CITL,0.112572916666667
CITMCOAHm,NaN
CITMCOALm,NaN
CITRtm,0.327270833333333
CITt4_2,NaN
CITtam,1.15980208333333
CITtbm,1.15980208333333
CK,0.106072916666667
CKc,1.85282291666667
CLFORtex,NaN
CLHCO3tex2,0.12171875
CLI2tex,NaN
CLOHtex2,0.12171875
CLOXAtex2,0.12171875
CLPNDCOAtx,NaN
CLPNDCPT1,0.966145833333333
CLPNDCPT2,0.269958333333333
CLPNDCRNt,NaN
CLPNDt,NaN
CLS_hs,0.930552083333333
CMPACNAtg,0.908052083333333
CMPACNAtn,NaN
CMPSAS,1.15140625
CMPSASn,1.15140625
CO2t,NaN
CO2ter,NaN
CO2tg,NaN
CO2tm,NaN
CO2tn,NaN
CO2tp,NaN
COAtg,NaN
COAtl,NaN
COAtm,0.376291666666667
COAtn,NaN
COAtp,NaN
COAtr,NaN
COKECBESr,0.849364583333333
COQ3m,1.32317708333333
COQ5m,NaN
COQ6m,0.468239583333333
COQ7m,0.792864583333333
CORE2GTg,0.0339583333333333
CORE3GTg,NaN
CORE4GTg,NaN
CORE5GTg,NaN
CORE6GTg,0.0287916666666667
CORE7GTg,NaN
CORE8GTg,NaN
COt,NaN
COUCOAFm,NaN
COUMARINte,NaN
CPCTDTX,0.413427083333333
CPPPGO,0.509666666666667
CREATt4_2_r,0.298104166666667
CREATtmdiffir,NaN
CRMPte,NaN
CRNCAR3tp,NaN
CRNCARtp,0.0154791666666667
CRNt,0.384364583333333
CRNtHa,0.150083333333333
CRNtim,NaN
CRNtuNa,0.384364583333333
CRNtx,NaN
CRTNsyn,NaN
CRTSLt,NaN
CRTSLtm,NaN
CRTSLtr,NaN
CRTSTRNt,NaN
CRTSTRNtm,NaN
CRTSTRNtr,NaN
CRVNCtr,NaN
CSAPASEly,NaN
CSBPASEly,NaN
CSCPASEly,NaN
CSDPASEly,NaN
CSEPASEly,NaN
CSm,2.418875
CSNAT2m,0.0154791666666667
CSNAT2x,0.385197916666667
CSNAT3x,NaN
CSNATer,NaN
CSNATm,0.0154791666666667
CSNATp,NaN
CSNATr,0.0154791666666667
CSND,NaN
CSNt,0.396489583333333
CSPG_At,NaN
CSPG_Atly,NaN
CSPG_Bt,NaN
CSPG_Btly,NaN
CSPG_Ct,NaN
CSPG_Ctly,NaN
CSPG_Dt,NaN
CSPG_Dtly,NaN
CSPG_Et,NaN
CSPG_Etly,NaN
CTPS1,1.82569791666667
CTPS2,1.82569791666667
CTPtn,NaN
CYANt,NaN
CYANtm,NaN
CYOOm2,1.45448958333333
CYOR_u10m,1.45448958333333
CYSALANaEx,2.07786458333333
CYSASNNaEx,2.07786458333333
CYSGLNNaEx,2.07786458333333
CYSGLTH,NaN
CYSGLUexR,1.14954166666667
CYSGLYexR,2.349
CYSLYSL,NaN
CYSO,0.0411041666666667
CYSSERNaEx,2.07786458333333
CYSt4,3.14527083333333
CYSTA,1.88575
CYSTAm,1.81370833333333
CYStec,NaN
CYSTGL,1.7185625
CYSTGLUex,2.349
CYSTHRNaEx,2.07786458333333
CYSTS,1.45255208333333
CYSTSERex,0.01834375
CYTD,0.00536458333333333
CYTDK1,1.75428125
CYTDK2m,NaN
CYTDn,0.00536458333333333
CYTDt,0.863635416666667
CYTDt4,0.0025
CYTDtl,0.263885416666667
CYTDtm,0.863635416666667
CYTDtn,NaN
CYTK1,1.73961458333333
CYTK10,1.73961458333333
CYTK10n,1.73961458333333
CYTK11,1.73961458333333
CYTK11n,1.73961458333333
CYTK12,1.73961458333333
CYTK12n,1.73961458333333
CYTK13,1.73961458333333
CYTK13n,1.73961458333333
CYTK14,1.73961458333333
CYTK14n,1.73961458333333
CYTK1m,0.279145833333333
CYTK1n,1.73961458333333
CYTK2,1.73961458333333
CYTK2n,1.73961458333333
CYTK3,0.08875
CYTK3n,1.73961458333333
CYTK4,0.08875
CYTK4n,1.73961458333333
CYTK5,1.73961458333333
CYTK5n,1.73961458333333
CYTK6,1.73961458333333
CYTK6n,1.73961458333333
CYTK7,1.73961458333333
CYTK7n,1.73961458333333
CYTK8,1.73961458333333
CYTK8n,1.73961458333333
CYTK9,1.73961458333333
CYTK9n,1.73961458333333
D_3AIBt,NaN
D3AIBTm,NaN
DADA,0.839895833333333
DADAe,0.839895833333333
DADNK,NaN
DADNt4,0.396489583333333
DAG_HSter,NaN
DAGK_hs,1.63022916666667
DAGKn_hs,0.02253125
DAGt,NaN
DALAOXx,NaN
DALAt2r,0.223520833333333
DALAt2rL,0.223520833333333
DALAxt,NaN
DARGOp,NaN
DASCBH,NaN
DASCBR,1.69890625
DASPO1p,0.0453333333333333
DATPtn,NaN
DCIm,1.7695625
DCK1m,NaN
DCK1n,0.817447916666667
DCK2n,0.817447916666667
DCMPDA,1.47272916666667
DCSPTN1COAtx,NaN
DCSPTN1CPT1,0.966145833333333
DCSPTN1CPT2,0.269958333333333
DCSPTN1CRNt,NaN
DCSPTN1t,NaN
DCT,0.00992708333333333
DCTPtn,NaN
DCYTD,0.00536458333333333
DCYTDn,0.00536458333333333
DCYTt,0.396489583333333
DDPGAm,NaN
DEBRISOQUINEt,NaN
DECDPtm,NaN
DEDOLP1_L,NaN
DEDOLP1_U,NaN
DEDOLP2_L,NaN
DEDOLP2_U,NaN
DEDOLR_L,NaN
DEDOLR_U,NaN
DESAT16_2,2.15635416666667
DESAT18_10,0.48809375
DESAT18_3,2.15635416666667
DESAT18_4,2.15635416666667
DESAT18_5,2.15635416666667
DESAT18_6,0.48809375
DESAT18_7,0.48809375
DESAT18_8,0.48809375
DESAT18_9,2.51188541666667
DESAT20_1,2.51188541666667
DESAT20_2,2.51188541666667
DESAT22_1p,NaN
DESAT22_2p,NaN
DESAT24_1,0.48809375
DGAT,0.8285
DGCHOLte,NaN
DGCHOLtx,NaN
DGK1,1.3884375
DGK2m,NaN
DGNSKm,1.82366666666667
DGSNt,0.396489583333333
DGSNtm,NaN
DGTPtn,NaN
DGULND,NaN
DHAAt1r,1.32444791666667
DHAPA,NaN
DHAPAx,NaN
DHCHOLESTANATEtm,NaN
DHCR241r,1.05970833333333
DHCR242r,1.05970833333333
DHCR243r,1.05970833333333
DHCR71r,1.04060416666667
DHCR72r,1.04060416666667
DHCRD1,2.07188541666667
DHCRD2,2.07188541666667
DHDPBMTm,1.32317708333333
DHEASt,0.0406354166666667
DHEAStr,NaN
DHEASULT,0.0486770833333333
DHEAtr,NaN
DHFR,1.77247916666667
DHFtl,NaN
DHFtm,NaN
DHORD9,0.54365625
DHORTS,1.54346875
DHPM1,3.88373958333333
DHPM2,NaN
DHPR,0.550208333333333
DHPR2,NaN
DIDPtn,NaN
DIGALSGALSIDEte,NaN
DIGALSGALSIDEtg,NaN
DIGALSIDEtg,NaN
DIGALSIDEtl,NaN
DINt,0.396489583333333
DITPtn,NaN
DKMPPD,NaN
D_LACt2,2.45577083333333
D_LACtm,2.45577083333333
DLNLCGCPT1,0.966145833333333
DLNLCGCPT2,0.269958333333333
DLNLCGCRNt,NaN
DLNLCGt,0.851145833333333
DM_13_cis_oretn_n,NaN
DM_13_cis_retn_n,NaN
DM_Asn_X_Ser_Thr_ly,NaN
ATPM,NaN
DM_avite1_c,NaN
DM_avite2_c,NaN
DM_bvite_c,NaN
DM_core5_g,NaN
DM_core7_g,NaN
DM_core8_g,NaN
DM_datp_m,NaN
DM_datp_n,NaN
DM_dctp_m,NaN
DM_dctp_n,NaN
DM_dem2emgacpail_prot_hs_r,NaN
DM_dgpi_prot_hs_r,NaN
DM_dgtp_m,NaN
DM_dgtp_n,NaN
DM_dsT_antigen_g,NaN
DM_dttp_m,NaN
DM_dttp_n,NaN
DM_ethamp_r,NaN
DM_gncore2_g,NaN
DM_gpi_sig_er,NaN
DM_hretn_n,NaN
DM_kdn_c,NaN
DM_m_em_3gacpail_prot_hs_r,NaN
DM_melanin_c,NaN
DM_mem2emgacpail_prot_hs_r,NaN
DM_n5m2masn_g,NaN
DM_oretn_n,NaN
DM_Ser_Thr_ly,NaN
DM_Ser_Gly_Ala_X_Gly_ly,NaN
DM_sprm_c,NaN
DM_sTn_antigen_g,NaN
DM_T_antigen_g,NaN
DM_yvite_c,NaN
DMANTIPYRINEte,NaN
DMATT,1.43763541666667
DMATTx,0.9719375
DMGDHm,0.0172708333333333
DMGtm,NaN
DMHPTCRNCPT1,NaN
DMHPTCRNCPT2,NaN
DMHPTCRNt,NaN
DMHPTCRNte,NaN
DMNONCOACRNCPT1,NaN
DMNONCRNCPT2,NaN
DMNONCRNt,NaN
DNADtn,NaN
DNAMTn,NaN
DNAMTSEn,NaN
DNDPt10m,0.537333333333333
DNDPt11m,0.537333333333333
DNDPt12m,0.537333333333333
DNDPt13m,0.537333333333333
DNDPt14m,0.537333333333333
DNDPt15m,0.537333333333333
DNDPt16m,0.537333333333333
DNDPt17m,0.537333333333333
DNDPt18m,0.537333333333333
DNDPt19m,0.537333333333333
DNDPt1m,0.537333333333333
DNDPt20m,0.537333333333333
DNDPt21m,0.537333333333333
