Var1,ASP14_i10_plus_high
3SPYRSPm,NaN
41R1H2MAE12BOOX,0.26125
41R2A1H12BOOX,0.26125
42A12BOOX,0.26125
4ABUTtm,NaN
4HBZCOAFm,NaN
4HBZFm,NaN
4HDEBRISOQUINEte,NaN
4HGLSDm,0.09509375
4HOXPACDOX_NADP,0.0757604166666667
4MOPt2im,NaN
4MPTNLte,NaN
4MPTNLtm,NaN
4MTOLBUTAMIDEte,NaN
4NPHSFte,NaN
4NPHSULT,0.271229166666667
4NPHte,NaN
4PYRDX,NaN
5ADTSTSTERONEGLCte,0.757604166666667
5ADTSTSTERONEGLCtr,NaN
5ADTSTSTERONESte,NaN
5ADTSTSTERONESULT,NaN
5ADTSTSTERONEte,NaN
5ADTSTSTERONEtr,NaN
5AOPtm,NaN
5DHFtl,NaN
5FTHFt2,0.465229166666667
5HLTDL,NaN
5HOMEPRAZOLEte,NaN
5HOXINDACTO2OX,0.0593229166666667
5HOXINOXDA,0.26125
5HTRPVESSEC,0.948239583333333
5MTHFt,NaN
5MTHFt2,0.465229166666667
5THFtl,NaN
5THFtm,NaN
6DHFtl,NaN
6DHFtm,NaN
6HTSTSTERONEte,NaN
6HTSTSTERONEtr,NaN
6THFtl,NaN
6THFtm,NaN
7DHCHSTEROLtr,NaN
7DHFtl,NaN
7DHFtm,NaN
7THFtl,NaN
7THFtm,NaN
A_MANASEly,0.09753125
A4GALTc,0.0782916666666667
A4GALTg,0.0782916666666667
A4GNT1g,NaN
A4GNT2g,NaN
AACTOOR,NaN
AACTtm,NaN
AASAD3m,NaN
AATAi,0.64484375
ABO1g,NaN
ABO2g,NaN
ABO3g,NaN
ABO4g,NaN
ABO5g,NaN
ABO6g,NaN
ABO7g,NaN
ABO8g,NaN
ABO9g,NaN
ABTArm,0.350625
ABTD,NaN
ABTti,NaN
ABUTt2rL,0.265885416666667
ABUTt4_2_r,0.0146041666666667
ACACT10m,2.4219375
ACACT1rm,2.4219375
ACACT1x,1.85933333333333
ACACt2m,2.45922916666667
ACACT4p,0.159625
ACACT5p,0.159625
ACACT6p,0.159625
ACACT7p,0.159625
ACACT8p,0.159625
ACACT9p,0.159625
ACACtx,NaN
ACALDtm,NaN
ACALDtr,NaN
ACALDtx,NaN
ACCOACm,0.143895833333333
ACCOAgt,1.15027083333333
ACCOALm,0.0444375
ACCOAtn,NaN
ACCOAtr,1.15027083333333
ACETONEt2,2.45922916666667
ACETONEt2m,2.45922916666667
ACGAGBSIDEtg,NaN
ACGAGBSIDEtl,NaN
ACGALFUCGALACGALFUC12GAL14ACGLCGALGLUSIDEte,NaN
ACGALFUCGALACGALFUC12GAL14ACGLCGALGLUSIDEtg,NaN
ACGALFUCGALACGALFUCGALACGLCGAL14ACGLCGALGLUSIDEte,NaN
ACGALFUCGALACGALFUCGALACGLCGAL14ACGLCGALGLUSIDEtg,NaN
ACGALK,NaN
ACGALK2,NaN
ACGALtlg,NaN
ACGALtly,NaN
ACGAM6PSi,1.22154166666667
ACGAMK,1.38853125
ACGAMPM,2.11684375
ACGAMtly,NaN
ACGBGBSIDEtg,NaN
ACGBGBSIDEtl,NaN
ACGPID,0.840114583333333
ACGSm,0.0100520833333333
ACHEe,NaN
ACHtn,NaN
ACHVESSEC,0.00226041666666667
ACITL,1.99960416666667
ACN13ACNGALGBSIDEte,NaN
ACN13ACNGALGBSIDEtg,NaN
ACN23ACNGALGBSIDEte,NaN
ACN23ACNGALGBSIDEtg,NaN
ACNACNGAL14ACGLCGALGLUSIDEte,NaN
ACNACNGAL14ACGLCGALGLUSIDEtg,NaN
ACNACNGALGBSIDEte,NaN
ACNACNGALGBSIDEtg,NaN
ACNAM9PL,0.67975
ACNAM9PL2,0.67975
ACNAMlt,0.733322916666667
ACNAMPH,0.9956875
ACNAMtn,NaN
ACNGALACGLCGAL14ACGLCGALGLUSIDEte,NaN
ACNGALACGLCGAL14ACGLCGALGLUSIDEtg,NaN
ACNMLr,NaN
ACOAD10m,1.87095833333333
ACOAD1fm,1.87095833333333
ACOAD8m,1.48770833333333
ACOAD9m,1.87095833333333
ACOAHi,NaN
ACOAO7p,1.3226875
ACODA,NaN
ACONTm,1.37886458333333
ACOX22x,0.415354166666667
ACOX2x,0.415354166666667
ACP1_FMN,2.51660416666667
ACRNtm,NaN
ACS2,0.306479166666667
ACSm,0.0444375
ACSRTNMT,NaN
ACt2m,NaN
ACt2r,NaN
ACtg,NaN
ACTLMO,0.0448541666666667
ACTNMO,0.0448541666666667
ADA,0.830104166666667
ADAe,0.830104166666667
ADCim,NaN
ADEt,0.394645833333333
ADK1m,2.18873958333333
ADK3,0.106375
ADK3m,2.00953125
ADKd,0.106375
ADMDC,1.85273958333333
ADNCYC,0.217197916666667
ADNK1m,NaN
ADNt,0.867270833333333
ADNt4,0.01175
ADNtl,0.266322916666667
ADNtm,0.867270833333333
ADPMAN,2.05915625
ADPRIBt,NaN
ADPtx,NaN
ADRNCOAtx,NaN
ADRNCPT1,0.993447916666667
ADRNCPT2,0.280427083333333
ADRNCRNt,NaN
ADRNLPVESSEC,0.948239583333333
ADRNt,NaN
ADSK,2.5274375
ADSL1,2.27539583333333
ADSL2,2.27539583333333
AFLATOXINte,NaN
AG13T16g,0.45884375
AG13T17g,0.45884375
AG13T18g,0.45884375
AG13T1g,0.45884375
AG13T2g,0.45884375
AG13T3g,0.45884375
AGMTm,0.0316458333333333
AGPAT1,1.88570833333333
AGTim,NaN
AGTix,NaN
AHANDROSTANGLCte,0.757604166666667
AHANDROSTANGLCtr,NaN
AHCYStr,NaN
AHEXASE2ly,0.976135416666667
AHEXASEly,0.976135416666667
AIRCr,2.484875
AKGDm,0.5125625
AKGMALtm,1.65939583333333
AKGt4_3,0.00803125
AKGtp,NaN
AKR1C1,0.29984375
AKR1C41,NaN
AKR1C42,NaN
AKR1D,NaN
AKR1D2,NaN
ALAASNNaEx,2.06103125
ALACYSNaEx,2.06103125
ALADGLNexR,0.0356145833333333
ALADGLYexR,0.0356145833333333
ALAGLNexR,0.0356145833333333
ALAGLNNaEx,2.06103125
ALAGLYexR,0.0356145833333333
ALASERNaEx,2.06103125
ALASm,1.31871875
ALAt4,3.14876041666667
ALATA_L,0.984291666666667
ALATHRNaEx,2.06103125
ALAtN1,0.154583333333333
ALCD21_D,2.47523958333333
ALCD21_L,2.47523958333333
ALCD22_D,2.47523958333333
ALCD22_L,2.47523958333333
ALCD2if,2.47523958333333
ALCD2yf,2.05569791666667
ALDD20x,1.78727083333333
ALDD20xm,1.00375
ALDD21,1.65738541666667
ALDD2xm,1.00375
ALDD2y,1.76177083333333
ALDSTRNte,NaN
ALDSTRNtm,NaN
ALOX12,NaN
ALOX15,0.02153125
ALOX5,NaN
ALOX52,NaN
ALR2,2.09221875
ALR3,2.09221875
AMACR2p,0.02934375
AMACRp,0.02934375
AMCOXO,NaN
AMETr,NaN
AMETt2m,0.751479166666667
AMPDA,0.938541666666667
AMPTASECGe,0.00939583333333333
AMPtp,NaN
AMY1e,2.3178125
AMY2e,2.3178125
ANDRSTRNGLCte,0.757604166666667
ANDRSTRNGLCtr,NaN
ANDRSTRNte,NaN
ANDRSTRNtr,NaN
ANTIPYRENEte,NaN
AOBUTDsm,NaN
APAT2rm,0.350625
APNNOXte,NaN
APOCF,NaN
APOCFm,NaN
APOC_LYS_BTNP,NaN
APOC_LYS_BTNPm,NaN
APPNNte,NaN
APRTO2,0.26125
AQCOBALt,NaN
ARAB_Lt,NaN
ARABR,2.09221875
ARACHCOAtx,NaN
ARACHCPT1,0.993447916666667
ARACHCPT2,0.280427083333333
ARACHCRNt,NaN
ARACHDCOAtx,NaN
ARACHDt2,0.814666666666667
ARACHDtr,NaN
ARACHt,NaN
ARGDCm,NaN
ARGLYSex,0.849125
ARGNm,1.20025
ARGSS,0.055625
ARGt4,NaN
ARGtm,0.337927083333333
ARSA,0.308177083333333
ARTCOAL1,NaN
ARTCOAL2,NaN
ARTCOAL3,NaN
R_group_phosphotase_1,NaN
R_group_phosphotase_2,NaN
R_group_phosphotase_3,NaN
ARTFR208,NaN
ARTPLM3,NaN
ARTPLM3m,NaN
ASAH1,1.55910416666667
ASCBOX,NaN
ASCBt,NaN
ASCBt4,1.019875
ASNALANaEx,2.06103125
ASNCYSNaEx,2.06103125
ASNGLNNaEx,2.06103125
ASNNm,0.0555833333333333
ASNS1,2.5083125
ASNSERNaEx,2.06103125
ASNt4,3.14876041666667
ASNTHRNaEx,2.06103125
ASNtm,NaN
ASNtN1,0.154583333333333
ASPCTr,1.46828125
ASPDt6,0.507510416666667
ASPDxt,NaN
ASPGLUm,0.984666666666667
ASPNATm,NaN
ASPt6,0.507510416666667
ASPTAm,1.79711458333333
ATP1ter,NaN
ATP2ter,NaN
ATPasel,1.60189583333333
ATPH1e,0.87165625
ATPH2e,0.87165625
ATPtm,2.80705208333333
ATPtn,NaN
ATPtx,NaN
AVITE2t,NaN
B_MANNASEly,0.802635416666667
B3GALT3g,0.0747083333333333
B3GALT41g,NaN
B3GALT42g,NaN
B3GALT43g,NaN
B3GALT44g,NaN
B3GALT5g,NaN
B3GALTg,NaN
B3GNT11g,NaN
B3GNT12g,0.42109375
B3GNT310g,NaN
B3GNT311g,NaN
B3GNT312g,NaN
B3GNT313g,NaN
B3GNT314g,NaN
B3GNT315g,NaN
B3GNT31g,NaN
B3GNT32g,NaN
B3GNT33g,NaN
B3GNT34g,NaN
B3GNT35g,NaN
B3GNT36g,NaN
B3GNT37g,NaN
B3GNT39g,NaN
B3GNT51g,0.70490625
BAAT1x,0.00916666666666667
BAAT2x,0.00916666666666667
BAAT3x,0.00916666666666667
BAAT4x,0.00916666666666667
BACCL,0.969197916666667
BACCLm,0.969197916666667
BALAtmr,NaN
BALAVECSEC,NaN
BAMPPALDOX,1.78727083333333
BBHOX,0.163385416666667
BCDO,NaN
BDHm,0.301979166666667
BETALDHxm,NaN
BHBt,NaN
BHBtm,NaN
BHMT,NaN
BILDGLCURt,NaN
BILDGLCURte,0.757604166666667
BILDGLCURtr,NaN
BILGLCURt,NaN
BILGLCURte,0.757604166666667
BILGLCURtr,NaN
BILIRED,1.62028125
BILIRUBt2,NaN
BILIRUBtr,NaN
BIOCYTtn,NaN
BMTer_U,0.33903125
BPNT2,1.06853125
BTND1,0.703833333333333
BTND1n,0.703833333333333
BTNDe,0.703833333333333
BTNDm,0.703833333333333
BTNPL,0.969197916666667
BTNPLm,0.969197916666667
BTNt2,2.45922916666667
BTNt2m,2.45922916666667
BTNt3i,1.80278125
BTNt4i,0.0191770833333333
BTNtn,NaN
BUP2,NaN
BUTt2m,2.45922916666667
BVITEt,NaN
BZt,NaN
BZtr,NaN
C14STRr,0.491833333333333
C160CPT1,0.993447916666667
C160CPT2,0.993447916666667
C160CRNt,NaN
C161CPT1,0.993447916666667
C161CPT12,0.993447916666667
C161CPT2,0.280427083333333
C161CPT22,0.280427083333333
C161CRN2t,NaN
C161CRNt,NaN
C180CPT1,0.993447916666667
C180CPT2,0.280427083333333
C180CRNt,NaN
C181CPT1,0.993447916666667
C181CPT2,0.280427083333333
C181CRNt,NaN
C204CPT1,0.993447916666667
C204CPT2,0.280427083333333
C204CRNt,NaN
C226COAtx,NaN
C226CPT1,0.993447916666667
C226CPT2,0.280427083333333
C226CRNt,NaN
C3STDH1Pr,1.19178125
C3STDH1r,1.19178125
C3STKR2r,1.86941666666667
C4STMO1r,1.58971875
C4STMO2Pr,1.19178125
C4STMO2r,1.58971875
CAATPS,1.98052083333333
CAROtr,NaN
CARVEOLte,NaN
CAT2p,1.88285416666667
CAt7r,0.0114270833333333
CATm,1.88285416666667
CATp,1.88285416666667
CBL2OR,NaN
CBL2tm,0.437291666666667
CBPPer,1.419
CBPSam,0.44384375
CBPter,NaN
CBR2,1.44610416666667
CDIPTr,0.617270833333333
CDPDAGtm,NaN
CDS,1.925375
CDSm,1.925375
CEPTC,1.20109375
CEPTE,1.20109375
CERK,1.24152083333333
CERT1gt,1.15022916666667
CERT1rt,1.15022916666667
CERT2gt,1.15022916666667
CERT2rt,1.15022916666667
CGLYt3_2,0.60003125
CH25H,0.0456145833333333
CHAT,NaN
CHATn,NaN
CHLP,0.333729166666667
CHLPCTD,0.440760416666667
CHLtm,NaN
CHOLATEt,0.0384895833333333
CHOLATEt2,0.0975520833333333
CHOLATEt3,NaN
CHOLD2m,NaN
CHOLK,0.2564375
CHOLPtg,NaN
CHOLPtl,NaN
CHOLt4,0.00226041666666667
CHOLtg,NaN
CHOLtn,NaN
CHOLtr,NaN
CHOLtu,0.391979166666667
CHSTEROLSULT,NaN
CHSTEROLt1,0.0484270833333333
CHSTEROLt2,NaN
CHSTEROLt3,NaN
CHSTEROLtg,0.5724375
CHTNASE,0.304708333333333
CHTNASEe,NaN
CITMCOAHm,NaN
CITMCOALm,NaN
CITRtm,0.337927083333333
CITt4_2,NaN
CITtam,1.11057291666667
CITtbm,1.11057291666667
CK,0.100947916666667
CKc,1.8521875
CLFORtex,NaN
CLHCO3tex2,0.12171875
CLI2tex,NaN
CLOHtex2,0.12171875
CLOXAtex2,0.12171875
CLPNDCOAtx,NaN
CLPNDCPT1,0.993447916666667
CLPNDCPT2,0.280427083333333
CLPNDCRNt,NaN
CLPNDt,NaN
CLS_hs,0.933541666666667
CMPACNAtg,0.889958333333333
CMPACNAtn,NaN
CMPSAS,1.14213541666667
CMPSASn,1.14213541666667
CO2ter,NaN
CO2tg,NaN
CO2tm,NaN
CO2tp,NaN
COAtg,NaN
COAtl,NaN
COAtm,0.350729166666667
COAtn,NaN
COAtp,NaN
COAtr,NaN
COKECBESr,0.869947916666667
COQ3m,1.30234375
COQ5m,NaN
COQ6m,0.44815625
COQ7m,0.785770833333333
CORE2GTg,0.0490104166666667
CORE3GTg,NaN
CORE4GTg,NaN
CORE5GTg,NaN
CORE6GTg,0.0287916666666667
CORE7GTg,NaN
CORE8GTg,NaN
COt,NaN
COUCOAFm,NaN
COUMARINte,NaN
CREATt4_2_r,0.279020833333333
CREATtmdiffir,NaN
CRMPte,NaN
CRNCAR3tp,NaN
CRNCARtp,0.0285729166666667
CRNt,0.391979166666667
CRNtHa,0.135166666666667
CRNtim,NaN
CRNtuNa,0.391979166666667
CRNtx,NaN
CRTNsyn,NaN
CRTSLt,NaN
CRTSLtm,NaN
CRTSLtr,NaN
CRTSTRNt,NaN
CRTSTRNtm,NaN
CRVNCtr,NaN
CSAPASEly,NaN
CSBPASEly,NaN
CSCPASEly,NaN
CSDPASEly,NaN
CSEPASEly,NaN
CSm,2.41515625
CSNAT2m,0.0285729166666667
CSNAT2x,0.37903125
CSNAT3x,NaN
CSNATer,NaN
CSNATm,0.0285729166666667
CSNATp,NaN
CSNATr,0.0285729166666667
CSNt,0.394645833333333
CSPG_At,NaN
CSPG_Atly,NaN
CSPG_Bt,NaN
CSPG_Btly,NaN
CSPG_Ct,NaN
CSPG_Ctly,NaN
CSPG_Dt,NaN
CSPG_Dtly,NaN
CSPG_Et,NaN
CSPG_Etly,NaN
CTPtn,NaN
CYANt,NaN
CYANtm,NaN
CYSALANaEx,2.06103125
CYSASNNaEx,2.06103125
CYSGLNNaEx,2.06103125
CYSGLTH,NaN
CYSGLUexR,1.13846875
CYSGLYexR,2.3178125
CYSO,0.0411041666666667
CYSSERNaEx,2.06103125
CYSt4,3.14876041666667
CYSTA,1.88136458333333
CYStec,NaN
CYSTGLUex,2.3178125
CYSTHRNaEx,2.06103125
CYSTSERex,0.01834375
CYTD,0.00536458333333333
CYTDK1,1.72852083333333
CYTDK2m,NaN
CYTDn,0.00536458333333333
CYTDt,0.867270833333333
CYTDt4,0.0025
CYTDtl,0.266322916666667
CYTDtm,0.867270833333333
CYTDtn,NaN
CYTK10,1.73336458333333
CYTK10n,1.73336458333333
CYTK11,1.73336458333333
CYTK11n,1.73336458333333
CYTK12,1.73336458333333
CYTK12n,1.73336458333333
CYTK13,1.73336458333333
CYTK13n,1.73336458333333
CYTK14,1.73336458333333
CYTK14n,1.73336458333333
CYTK1m,0.281989583333333
CYTK1n,1.73336458333333
CYTK2n,1.73336458333333
CYTK3,0.106375
CYTK3n,1.73336458333333
CYTK4,0.106375
CYTK4n,1.73336458333333
CYTK5,1.73336458333333
CYTK5n,1.73336458333333
CYTK6,1.73336458333333
CYTK6n,1.73336458333333
CYTK7,1.73336458333333
CYTK7n,1.73336458333333
CYTK8,1.73336458333333
CYTK8n,1.73336458333333
CYTK9,1.73336458333333
CYTK9n,1.73336458333333
D_3AIBt,NaN
D3AIBTm,NaN
DADA,0.830104166666667
DADAe,0.830104166666667
DADNK,NaN
DADNt4,0.394645833333333
DAG_HSter,NaN
DAGK_hs,1.62127083333333
DAGKn_hs,0.02253125
DAGt,NaN
DALAOXx,NaN
DALAt2r,0.265885416666667
DALAxt,NaN
DARGOp,NaN
DASCBH,NaN
DASCBR,1.70744791666667
DASPO1p,0.0453333333333333
DATPtn,NaN
DCIm,1.7848125
DCK1m,NaN
DCK1n,0.77878125
DCK2n,0.77878125
DCSPTN1COAtx,NaN
DCSPTN1CPT1,0.993447916666667
DCSPTN1CPT2,0.280427083333333
DCSPTN1CRNt,NaN
DCSPTN1t,NaN
DCT,0.0121875
DCTPtn,NaN
DCYTD,0.00536458333333333
DCYTDn,0.00536458333333333
DCYTt,0.394645833333333
DDPGAm,NaN
DEBRISOQUINEt,NaN
DECDPtm,NaN
DEDOLP1_L,NaN
DEDOLP2_L,NaN
DEDOLR_L,NaN
DESAT16_2,2.1513125
DESAT18_10,0.47934375
DESAT18_3,2.1513125
DESAT18_4,2.1513125
DESAT18_5,2.1513125
DESAT18_6,0.47934375
DESAT18_7,0.47934375
DESAT18_8,0.47934375
DESAT18_9,2.48375
DESAT20_1,2.48375
DESAT20_2,2.48375
DESAT22_1p,NaN
DESAT22_2p,NaN
DESAT24_1,0.47934375
DGAT,0.830302083333333
DGCHOLte,NaN
DGCHOLtx,NaN
DGK2m,NaN
DGNSKm,1.81376041666667
DGSNt,0.394645833333333
DGSNtm,NaN
DGTPtn,NaN
DGULND,NaN
DHAAt1r,1.28265625
DHCHOLESTANATEtm,NaN
DHCR241r,1.01514583333333
DHCR242r,1.01514583333333
DHCR243r,1.01514583333333
DHCR71r,1.03607291666667
DHCR72r,1.03607291666667
DHCRD1,2.07880208333333
DHCRD2,2.07880208333333
DHDPBMTm,1.30234375
DHEASt,0.0384895833333333
DHEAStr,NaN
DHEASULT,0.0486770833333333
DHEAtr,NaN
DHFtl,NaN
DHFtm,NaN
DHORD9,0.57903125
DHPM1,3.88188541666667
DHPM2,NaN
DHPR2,NaN
DIDPtn,NaN
DIGALSGALSIDEtg,NaN
DIGALSIDEtg,NaN
DIGALSIDEtl,NaN
DINt,0.394645833333333
DITPtn,NaN
DKMPPD,NaN
D_LACt2,2.45922916666667
D_LACtm,2.45922916666667
DLNLCGCPT1,0.993447916666667
DLNLCGCPT2,0.280427083333333
DLNLCGCRNt,NaN
DLNLCGt,0.814666666666667
DM_13_cis_oretn_n,NaN
DM_13_cis_retn_n,NaN
DM_Asn_X_Ser_Thr_ly,NaN
DM_avite2_c,NaN
DM_bvite_c,NaN
DM_core5_g,NaN
DM_core7_g,NaN
DM_core8_g,NaN
DM_datp_m,NaN
DM_datp_n,NaN
DM_dctp_m,NaN
DM_dctp_n,NaN
DM_dem2emgacpail_prot_hs_r,NaN
DM_dgpi_prot_hs_r,NaN
DM_dgtp_m,NaN
DM_dgtp_n,NaN
DM_dsT_antigen_g,NaN
DM_dttp_m,NaN
DM_dttp_n,NaN
DM_ethamp_r,NaN
DM_gncore2_g,NaN
DM_gpi_sig_er,NaN
DM_hretn_n,NaN
DM_kdn_c,NaN
DM_m_em_3gacpail_prot_hs_r,NaN
DM_melanin_c,NaN
DM_mem2emgacpail_prot_hs_r,NaN
DM_n5m2masn_g,NaN
DM_oretn_n,NaN
DM_Ser_Thr_ly,NaN
DM_Ser_Gly_Ala_X_Gly_ly,NaN
DM_sprm_c,NaN
DM_sTn_antigen_g,NaN
DM_T_antigen_g,NaN
DM_yvite_c,NaN
DMANTIPYRINEte,NaN
DMATTx,0.954604166666667
DMGDHm,0.01953125
DMGtm,NaN
DMHPTCRNCPT2,NaN
DMHPTCRNt,NaN
DMHPTCRNte,NaN
DMNONCOACRNCPT1,NaN
DMNONCRNCPT2,NaN
DMNONCRNt,NaN
DNADtn,NaN
DNDPt10m,0.521875
DNDPt11m,0.521875
DNDPt12m,0.521875
DNDPt13m,0.521875
DNDPt14m,0.521875
DNDPt15m,0.521875
DNDPt16m,0.521875
DNDPt17m,0.521875
DNDPt18m,0.521875
DNDPt19m,0.521875
DNDPt1m,0.521875
DNDPt20m,0.521875
DNDPt21m,0.521875
DNDPt23m,0.521875
DNDPt24m,0.521875
DNDPt25m,0.521875
DNDPt28m,0.521875
DNDPt2m,0.521875
DNDPt30m,0.521875
DNDPt31m,0.521875
DNDPt32m,0.521875
DNDPt37m,0.521875
DNDPt38m,0.521875
DNDPt39m,0.521875
DNDPt3m,0.521875
DNDPt40m,0.521875
DNDPt41m,0.521875
DNDPt42m,0.521875
DNDPt43m,0.521875
DNDPt44m,0.521875
DNDPt45m,0.521875
DNDPt46m,0.521875
DNDPt47m,0.521875
DNDPt48m,0.521875
DNDPt49m,0.521875
DNDPt4m,0.521875
DNDPt50m,0.521875
DNDPt51m,0.521875
DNDPt52m,0.521875
DNDPt53m,0.521875
DNDPt54m,0.521875
DNDPt55m,0.521875
DNDPt56m,0.521875
DNDPt57m,0.521875
DNDPt58m,0.521875
DNDPt59m,0.521875
DNDPt5m,0.521875
DNDPt60m,0.521875
DNDPt61m,0.521875
DNDPt62m,0.521875
DNDPt63m,0.521875
DNDPt6m,0.521875
DNDPt7m,0.521875
DOGULNO1,NaN
DOLGLCP_Lter,NaN
DOLGPP_Ler,NaN
DOLICHOL_Lter,NaN
DOLICHOL_Uter,NaN
DOLK_L,NaN
DOLK_U,NaN
DOLMANP_Uter,NaN
DOLPGT3_Ler,0.525770833333333
DOLPGT3_Uer,0.525770833333333
DOLPMT3_Uer,0.6936875
DOLPMT4_Ler,NaN
DOLPMT4_Uer,NaN
DOPABMO,0.0508125
DOPACHRMISO,0.00226041666666667
DOPAMT,1.70739583333333
DOPAQNISO1,NaN
DOPASFt,NaN
DOPASULT,0.271229166666667
DOPAt4_2_r,0.00611458333333333
DOPAtu,0.391979166666667
DOPAVESSEC,0.948239583333333
DORNOp,NaN
DPCOAtl,NaN
DPGase,2.04817708333333
DPGM,2.04817708333333
DPHMBDCm,NaN
DPMVDx,0.157166666666667
DPPS,NaN
DRIBt,NaN
DRPA,1.87182291666667
DSAT,NaN
DTDPtn,NaN
DTTPtn,NaN
DUDPtn,NaN
DUMPtn,NaN
DURAD,1.12601041666667
DURAD2,1.12601041666667
DURIK1,2.01891666666667
DURIK1m,0.210197916666667
DURIt,0.394645833333333
DURItn,NaN
DUTPDPm,1.73608333333333
DUTPDPn,1.73608333333333
EAFLATOXINte,NaN
EBASTINEOHte,NaN
EBASTINEOHtr,NaN
EBASTINEte,NaN
EBASTINEtr,NaN
EBP1r,2.25879166666667
EBP2r,2.25879166666667
ECOAH12m,2.4219375
ECOAH1m,2.4219375
ECOAH1x,1.9756875
ECOAH9m,2.4219375
EHGLAT2m,1.79711458333333
EHGLATm,1.79711458333333
EICOSTETCPT1,0.993447916666667
EICOSTETCPT2,0.280427083333333
EICOSTETCRNt,NaN
EICOSTETt,NaN
ELAIDCPT1,0.993447916666667
ELAIDCPT2,0.280427083333333
ELAIDCRNt,NaN
ELAIDt,0.01884375
ENGASE2ly,NaN
ENGASE3ly,NaN
ENGASEly,NaN
ESTRADIOLGLCt,0.4218125
ESTRADIOLGLCt2,0.85725
ESTRADIOLGLCtr,NaN
ESTRADIOLt,NaN
ESTRADIOLtr,NaN
ESTRIOLGLCte,0.757604166666667
ESTRIOLGLCtr,NaN
ESTRIOLtr,NaN
ESTRONEGLCt,NaN
ESTRONEGLCtr,NaN
ESTRONESt,0.621697916666667
ESTRONESt2,0.0975520833333333
ESTRONEtr,NaN
ESTSULT,0.271229166666667
ETF,2.10053125
ETFQO,1.41391666666667
ETHAK,0.580760416666667
ETHP,0.333729166666667
ETOHMO,0.0448541666666667
ETOHtx,NaN
EX_10fthf_e,NaN
EX_10fthf5glu_e,NaN
EX_10fthf6glu_e,NaN
EX_10fthf7glu_e,NaN
EX_11_cis_retfa_e,NaN
EX_13_cis_retnglc_e,NaN
EX_1glyc_hs_e,NaN
EX_2425dhvitd2_e,NaN
EX_2425dhvitd3_e,NaN
EX_24nph_e,NaN
EX_25hvitd2_e,NaN
EX_25hvitd3_e,NaN
EX_2hb_e,NaN
EX_2mcit_e,NaN
EX_34dhoxpeg_e,NaN
EX_34dhphe_e,NaN
EX_35cgmp_e,NaN
EX_3aib_e,NaN
EX_3aib_D_e,NaN
EX_3mlda_e,NaN
EX_4hdebrisoquine_e,NaN
EX_4hphac_e,NaN
EX_4mptnl_e,NaN
EX_4mtolbutamide_e,NaN
EX_4nph_e,NaN
EX_4nphsf_e,NaN
EX_4pyrdx_e,NaN
EX_5adtststerone_e,NaN
EX_5adtststeroneglc_e,NaN
EX_5adtststerones_e,NaN
EX_5dhf_e,NaN
EX_5fthf_e,NaN
EX_5homeprazole_e,NaN
EX_5htrp_e,NaN
EX_5mthf_e,NaN
EX_5thf_e,NaN
EX_6dhf_e,NaN
EX_6htststerone_e,NaN
EX_6thf_e,NaN
EX_7dhf_e,NaN
EX_7thf_e,NaN
