Var1,ASP14_i10_plus_low
3SPYRSPm,NaN
41R1H2MAE12BOOX,0.1529375
41R2A1H12BOOX,0.1529375
42A12BOOX,0.1529375
4ABUTtm,NaN
4HBZCOAFm,NaN
4HBZFm,NaN
4HDEBRISOQUINEte,NaN
4HGLSDm,0.03009375
4HOXPACDOX_NADP,0.0692708333333333
4MOPt2im,NaN
4MPTNLte,NaN
4MPTNLtm,NaN
4MTOLBUTAMIDEte,NaN
4NPHSFte,NaN
4NPHSULT,0.157302083333333
4NPHte,NaN
4PYRDX,NaN
5ADTSTSTERONEGLCte,0.818802083333333
5ADTSTSTERONEGLCtr,NaN
5ADTSTSTERONESte,NaN
5ADTSTSTERONESULT,NaN
5ADTSTSTERONEte,NaN
5ADTSTSTERONEtr,NaN
5AOPtm,NaN
5DHFtl,NaN
5FTHFt2,0.26084375
5HLTDL,NaN
5HOMEPRAZOLEte,NaN
5HOXINDACTO2OX,0.249166666666667
5HOXINOXDA,0.1529375
5HTRPVESSEC,0.811520833333333
5MTHFt,0.0162708333333333
5MTHFt2,0.26084375
5THFtl,NaN
5THFtm,NaN
6DHFtl,NaN
6DHFtm,NaN
6HTSTSTERONEte,NaN
6HTSTSTERONEtr,NaN
6THFtl,NaN
6THFtm,NaN
7DHCHSTEROLtr,NaN
7DHFtl,NaN
7DHFtm,NaN
7THFtl,NaN
7THFtm,NaN
A_MANASEly,0.108364583333333
A4GALTc,0.0386666666666667
A4GALTg,0.0386666666666667
A4GNT1g,NaN
A4GNT2g,NaN
AACTOOR,0.0144375
AACTtm,NaN
AASAD3m,NaN
AATAi,0.231520833333333
ABO1g,NaN
ABO2g,NaN
ABO3g,NaN
ABO4g,NaN
ABO5g,NaN
ABO6g,NaN
ABO7g,NaN
ABO8g,NaN
ABO9g,NaN
ABTArm,0.26159375
ABTD,NaN
ABTti,NaN
ABUTt2rL,0.241708333333333
ABUTt4_2_r,0.019375
ACACT10m,2.29807291666667
ACACT1rm,2.29807291666667
ACACT1x,1.29683333333333
ACACt2m,2.35032291666667
ACACT4p,0.123916666666667
ACACT5p,0.123916666666667
ACACT6p,0.123916666666667
ACACT7p,0.123916666666667
ACACT8p,0.123916666666667
ACACT9p,0.123916666666667
ACACtx,NaN
ACALDtm,NaN
ACALDtr,NaN
ACALDtx,NaN
ACCOACm,0.0397916666666667
ACCOAgt,1.23936458333333
ACCOALm,0.0272708333333333
ACCOAtn,NaN
ACCOAtr,1.23936458333333
ACETONEt2,2.35032291666667
ACETONEt2m,2.35032291666667
ACGAGBSIDEtg,NaN
ACGAGBSIDEtl,NaN
ACGALFUCGALACGALFUC12GAL14ACGLCGALGLUSIDEte,NaN
ACGALFUCGALACGALFUC12GAL14ACGLCGALGLUSIDEtg,NaN
ACGALFUCGALACGALFUCGALACGLCGAL14ACGLCGALGLUSIDEte,NaN
ACGALFUCGALACGALFUCGALACGLCGAL14ACGLCGALGLUSIDEtg,NaN
ACGALK,NaN
ACGALK2,NaN
ACGALtlg,NaN
ACGALtly,NaN
ACGAM6PSi,1.36754166666667
ACGAMK,1.71855208333333
ACGAMPM,2.34783333333333
ACGAMtly,NaN
ACGBGBSIDEtg,NaN
ACGBGBSIDEtl,NaN
ACGPID,0.631291666666667
ACGSm,NaN
ACHEe,NaN
ACHtn,NaN
ACHVESSEC,NaN
ACITL,1.8696875
ACN13ACNGALGBSIDEte,NaN
ACN13ACNGALGBSIDEtg,NaN
ACN23ACNGALGBSIDEte,NaN
ACN23ACNGALGBSIDEtg,NaN
ACNACNGAL14ACGLCGALGLUSIDEte,NaN
ACNACNGAL14ACGLCGALGLUSIDEtg,NaN
ACNACNGALGBSIDEte,NaN
ACNACNGALGBSIDEtg,NaN
ACNAM9PL,1.02289583333333
ACNAM9PL2,1.02289583333333
ACNAMlt,1.13596875
ACNAMPH,0.673145833333333
ACNAMtn,NaN
ACNGALACGLCGAL14ACGLCGALGLUSIDEte,NaN
ACNGALACGLCGAL14ACGLCGALGLUSIDEtg,NaN
ACNMLr,NaN
ACOAD10m,1.60228125
ACOAD1fm,1.60228125
ACOAD8m,1.33210416666667
ACOAD9m,1.60228125
ACOAHi,NaN
ACOAO7p,1.39533333333333
ACODA,NaN
ACONTm,1.17757291666667
ACOX22x,0.324677083333333
ACOX2x,0.324677083333333
ACP1_FMN,2.39084375
ACRNtm,NaN
ACS2,0.469729166666667
ACSm,0.0272708333333333
ACSRTNMT,NaN
ACt2m,NaN
ACt2r,NaN
ACtg,NaN
ACTLMO,0.025375
ACTNMO,0.025375
ADA,0.995708333333333
ADAe,0.995708333333333
ADCim,NaN
ADEt,0.24615625
ADK1m,2.26465625
ADK3,0.774864583333333
ADK3m,1.71604166666667
ADKd,0.774864583333333
ADMDC,2.062125
ADNCYC,0.265510416666667
ADNK1m,NaN
ADNt,0.33965625
ADNt4,0.00773958333333333
ADNtl,0.250145833333333
ADNtm,0.33965625
ADPMAN,1.86363541666667
ADPRIBt,0.0263020833333333
ADPtx,NaN
ADRNCOAtx,NaN
ADRNCPT1,0.60734375
ADRNCPT2,0.15671875
ADRNCRNt,NaN
ADRNLPVESSEC,0.811520833333333
ADRNt,NaN
ADSK,2.58134375
ADSL1,2.07427083333333
ADSL2,2.07427083333333
AFLATOXINte,NaN
AG13T16g,0.74021875
AG13T17g,0.74021875
AG13T18g,0.74021875
AG13T1g,0.74021875
AG13T2g,0.74021875
AG13T3g,0.74021875
AGMTm,0.0290833333333333
AGPAT1,1.52111458333333
AGTim,NaN
AGTix,NaN
AHANDROSTANGLCte,0.818802083333333
AHANDROSTANGLCtr,NaN
AHCYStr,NaN
AHEXASE2ly,1.16965625
AHEXASEly,1.16965625
AIRCr,2.03327083333333
AKGDm,0.455552083333333
AKGMALtm,0.951
AKGt4_3,0.0179791666666667
AKGtp,NaN
AKR1C1,0.130104166666667
AKR1C41,NaN
AKR1C42,NaN
AKR1D,NaN
AKR1D2,NaN
ALAASNNaEx,1.9204375
ALACYSNaEx,1.9204375
ALADGLNexR,0.0722708333333333
ALADGLYexR,0.0722708333333333
ALAGLNexR,0.0722708333333333
ALAGLNNaEx,1.9204375
ALAGLYexR,0.0722708333333333
ALASERNaEx,1.9204375
ALASm,1.17410416666667
ALAt4,3.20634375
ALATA_L,0.73053125
ALATHRNaEx,1.9204375
ALAtN1,0.018375
ALCD21_D,2.34097916666667
ALCD21_L,2.34097916666667
ALCD22_D,2.34097916666667
ALCD22_L,2.34097916666667
ALCD2if,2.34097916666667
ALCD2yf,2.02364583333333
ALDD20x,1.55115625
ALDD20xm,1.159875
ALDD21,1.55115625
ALDD2xm,1.159875
ALDD2y,1.55115625
ALDSTRNte,NaN
ALDSTRNtm,NaN
ALOX12,NaN
ALOX15,0.0226041666666667
ALOX5,NaN
ALOX52,NaN
ALR2,2.37051041666667
ALR3,2.37051041666667
AMACR2p,0.0387604166666667
AMACRp,0.0387604166666667
AMCOXO,NaN
AMETr,NaN
AMETt2m,0.411260416666667
AMPDA,1.06322916666667
AMPTASECGe,0.132854166666667
AMPtp,NaN
AMY1e,1.97166666666667
AMY2e,1.97166666666667
ANDRSTRNGLCte,0.818802083333333
ANDRSTRNGLCtr,NaN
ANDRSTRNte,NaN
ANDRSTRNtr,NaN
ANTIPYRENEte,NaN
AOBUTDsm,NaN
APAT2rm,0.26159375
APNNOXte,NaN
APOCF,NaN
APOCFm,NaN
APOC_LYS_BTNP,NaN
APOC_LYS_BTNPm,NaN
APPNNte,NaN
APRTO2,0.1529375
AQCOBALt,NaN
ARAB_Lt,NaN
ARABR,2.37051041666667
ARACHCOAtx,NaN
ARACHCPT1,0.60734375
ARACHCPT2,0.15671875
ARACHCRNt,NaN
ARACHDCOAtx,NaN
ARACHDt2,0.520479166666667
ARACHDtr,NaN
ARACHt,NaN
ARGDCm,NaN
ARGLYSex,0.820739583333333
ARGNm,0.835958333333333
ARGSS,0.0425104166666667
ARGt4,NaN
ARGtm,0.175177083333333
ARSA,0.347177083333333
ARTCOAL1,NaN
ARTCOAL2,NaN
ARTCOAL3,NaN
R_group_phosphotase_1,NaN
R_group_phosphotase_2,NaN
R_group_phosphotase_3,NaN
ARTFR208,NaN
ARTPLM3,NaN
ARTPLM3m,NaN
ASAH1,1.6310625
ASCBOX,NaN
ASCBt,NaN
ASCBt4,0.823854166666667
ASNALANaEx,1.9204375
ASNCYSNaEx,1.9204375
ASNGLNNaEx,1.9204375
ASNNm,0.0255833333333333
ASNS1,1.85554166666667
ASNSERNaEx,1.9204375
ASNt4,3.20634375
ASNTHRNaEx,1.9204375
ASNtm,NaN
ASNtN1,0.018375
ASPCTr,0.8570625
ASPDt6,0.8105
ASPDxt,NaN
ASPGLUm,1.0479375
ASPNATm,NaN
ASPt6,0.8105
ASPTAm,1.86457291666667
ATP1ter,NaN
ATP2ter,NaN
ATPasel,1.87939583333333
ATPH1e,0.61103125
ATPH2e,0.61103125
ATPtm,2.78216666666667
ATPtn,NaN
ATPtx,NaN
AVITE2t,NaN
B_MANNASEly,1.18258333333333
B3GALT3g,0.0171145833333333
B3GALT41g,NaN
B3GALT42g,NaN
B3GALT43g,NaN
B3GALT44g,NaN
B3GALT5g,NaN
B3GALTg,NaN
B3GNT11g,NaN
B3GNT12g,0.74021875
B3GNT310g,NaN
B3GNT311g,NaN
B3GNT312g,NaN
B3GNT313g,NaN
B3GNT314g,NaN
B3GNT315g,NaN
B3GNT31g,NaN
B3GNT32g,NaN
B3GNT33g,NaN
B3GNT34g,NaN
B3GNT35g,NaN
B3GNT36g,NaN
B3GNT37g,NaN
B3GNT39g,NaN
B3GNT51g,0.423291666666667
BAAT1x,0.01321875
BAAT2x,0.01321875
BAAT3x,0.01321875
BAAT4x,0.01321875
BACCL,0.76425
BACCLm,0.76425
BALAtmr,NaN
BALAVECSEC,NaN
BAMPPALDOX,1.55115625
BBHOX,0.501760416666667
BCDO,NaN
BDHm,0.103645833333333
BETALDHxm,NaN
BHBt,NaN
BHBtm,NaN
BHMT,NaN
BILDGLCURt,NaN
BILDGLCURte,0.818802083333333
BILDGLCURtr,NaN
BILGLCURt,NaN
BILGLCURte,0.818802083333333
BILGLCURtr,NaN
BILIRED,1.59634375
BILIRUBt2,NaN
BILIRUBtr,NaN
BIOCYTtn,NaN
BMTer_U,0.345010416666667
BPNT2,0.886114583333333
BTND1,0.9620625
BTND1n,0.9620625
BTNDe,0.9620625
BTNDm,0.9620625
BTNPL,0.76425
BTNPLm,0.76425
BTNt2,2.35032291666667
BTNt2m,2.35032291666667
BTNt3i,1.120875
BTNt4i,NaN
BTNtn,NaN
BUP2,NaN
BUTt2m,2.35032291666667
BVITEt,NaN
BZt,NaN
BZtr,NaN
C14STRr,0.278020833333333
C160CPT1,0.60734375
C160CPT2,0.60734375
C160CRNt,NaN
C161CPT1,0.60734375
C161CPT12,0.60734375
C161CPT2,0.15671875
C161CPT22,0.15671875
C161CRN2t,NaN
C161CRNt,NaN
C180CPT1,0.60734375
C180CPT2,0.15671875
C180CRNt,NaN
C181CPT1,0.60734375
C181CPT2,0.15671875
C181CRNt,NaN
C204CPT1,0.60734375
C204CPT2,0.15671875
C204CRNt,NaN
C226COAtx,NaN
C226CPT1,0.60734375
C226CPT2,0.15671875
C226CRNt,NaN
C3STDH1Pr,0.962958333333333
C3STDH1r,0.962958333333333
C3STKR2r,1.49465625
C4STMO1r,1.67608333333333
C4STMO2Pr,0.962958333333333
C4STMO2r,1.67608333333333
CAATPS,2.39460416666667
CAROtr,NaN
CARVEOLte,NaN
CAT2p,1.55105208333333
CAt7r,NaN
CATm,1.55105208333333
CATp,1.55105208333333
CBL2OR,NaN
CBL2tm,0.287708333333333
CBPPer,1.28652083333333
CBPSam,0.174822916666667
CBPter,NaN
CBR2,1.48302083333333
CDIPTr,0.95228125
CDPDAGtm,NaN
CDS,1.9891875
CDSm,1.9891875
CEPTC,0.91996875
CEPTE,0.91996875
CERK,0.873385416666667
CERT1gt,1.287
CERT1rt,1.287
CERT2gt,1.287
CERT2rt,1.287
CGLYt3_2,0.0851666666666667
CH25H,0.0346875
CHAT,NaN
CHATn,NaN
CHLP,0.01403125
CHLPCTD,0.699229166666667
CHLtm,NaN
CHOLATEt,0.0204895833333333
CHOLATEt2,0.02290625
CHOLATEt3,0.0449375
CHOLD2m,NaN
CHOLK,0.36803125
CHOLPtg,NaN
CHOLPtl,NaN
CHOLt4,NaN
CHOLtg,NaN
CHOLtn,NaN
CHOLtr,NaN
CHOLtu,0.27753125
CHSTEROLSULT,NaN
CHSTEROLt1,0.0391458333333333
CHSTEROLt2,NaN
CHSTEROLt3,NaN
CHSTEROLtg,0.791572916666667
CHTNASE,0.174875
CHTNASEe,NaN
CITMCOAHm,NaN
CITMCOALm,NaN
CITRtm,0.175177083333333
CITt4_2,NaN
CITtam,1.07416666666667
CITtbm,1.07416666666667
CK,0.0378125
CKc,1.74570833333333
CLFORtex,NaN
CLHCO3tex2,0.28603125
CLI2tex,NaN
CLOHtex2,0.28603125
CLOXAtex2,0.28603125
CLPNDCOAtx,NaN
CLPNDCPT1,0.60734375
CLPNDCPT2,0.15671875
CLPNDCRNt,NaN
CLPNDt,NaN
CLS_hs,0.851708333333333
CMPACNAtg,0.478260416666667
CMPACNAtn,NaN
CMPSAS,0.904822916666667
CMPSASn,0.904822916666667
CO2ter,NaN
CO2tg,NaN
CO2tm,NaN
CO2tp,NaN
COAtg,NaN
COAtl,NaN
COAtm,0.3476875
COAtn,NaN
COAtp,NaN
COAtr,NaN
COKECBESr,0.569375
COQ3m,0.494322916666667
COQ5m,NaN
COQ6m,0.252927083333333
COQ7m,0.440354166666667
CORE2GTg,0.174760416666667
CORE3GTg,NaN
CORE4GTg,NaN
CORE5GTg,NaN
CORE6GTg,0.174760416666667
CORE7GTg,NaN
CORE8GTg,NaN
COt,NaN
COUCOAFm,NaN
COUMARINte,NaN
CREATt4_2_r,0.3281875
CREATtmdiffir,NaN
CRMPte,NaN
CRNCAR3tp,NaN
CRNCARtp,0.0107395833333333
CRNt,0.27753125
CRNtHa,0.304520833333333
CRNtim,NaN
CRNtuNa,0.27753125
CRNtx,NaN
CRTNsyn,NaN
CRTSLt,NaN
CRTSLtm,NaN
CRTSLtr,NaN
CRTSTRNt,NaN
CRTSTRNtm,NaN
CRVNCtr,NaN
CSAPASEly,NaN
CSBPASEly,NaN
CSCPASEly,NaN
CSDPASEly,NaN
CSEPASEly,NaN
CSm,2.27455208333333
CSNAT2m,0.0107395833333333
CSNAT2x,0.152145833333333
CSNAT3x,NaN
CSNATer,NaN
CSNATm,0.0107395833333333
CSNATp,NaN
CSNATr,0.0107395833333333
CSNt,0.24615625
CSPG_At,NaN
CSPG_Atly,NaN
CSPG_Bt,NaN
CSPG_Btly,NaN
CSPG_Ct,NaN
CSPG_Ctly,NaN
CSPG_Dt,NaN
CSPG_Dtly,NaN
CSPG_Et,NaN
CSPG_Etly,NaN
CTPtn,NaN
CYANt,NaN
CYANtm,NaN
CYSALANaEx,1.9204375
CYSASNNaEx,1.9204375
CYSGLNNaEx,1.9204375
CYSGLTH,NaN
CYSGLUexR,0.781302083333333
CYSGLYexR,1.97166666666667
CYSO,0.0356979166666667
CYSSERNaEx,1.9204375
CYSt4,3.20634375
CYSTA,1.43348958333333
CYStec,NaN
CYSTGLUex,1.97166666666667
CYSTHRNaEx,1.9204375
CYSTSERex,0.0117708333333333
CYTD,0.040125
CYTDK1,1.44171875
CYTDK2m,NaN
CYTDn,0.00636458333333333
CYTDt,0.33965625
CYTDt4,NaN
CYTDtl,0.250145833333333
CYTDtm,0.33965625
CYTDtn,NaN
CYTK10,2.15271875
CYTK10n,2.15271875
CYTK11,2.15271875
CYTK11n,2.15271875
CYTK12,2.15271875
CYTK12n,2.15271875
CYTK13,2.15271875
CYTK13n,2.15271875
CYTK14,2.15271875
CYTK14n,2.15271875
CYTK1m,0.112989583333333
CYTK1n,2.15271875
CYTK2n,2.15271875
CYTK3,0.774864583333333
CYTK3n,2.15271875
CYTK4,0.774864583333333
CYTK4n,2.15271875
CYTK5,2.15271875
CYTK5n,2.15271875
CYTK6,2.15271875
CYTK6n,2.15271875
CYTK7,2.15271875
CYTK7n,2.15271875
CYTK8,2.15271875
CYTK8n,2.15271875
CYTK9,2.15271875
CYTK9n,2.15271875
D_3AIBt,NaN
D3AIBTm,NaN
DADA,0.995708333333333
DADAe,0.995708333333333
DADNK,NaN
DADNt4,0.24615625
DAG_HSter,NaN
DAGK_hs,1.38025
DAGKn_hs,0.2038125
DAGt,NaN
DALAOXx,NaN
DALAt2r,0.241708333333333
DALAxt,NaN
DARGOp,NaN
DASCBH,NaN
DASCBR,2.05817708333333
DASPO1p,0.00440625
DATPtn,NaN
DCIm,1.53763541666667
DCK1m,NaN
DCK1n,0.491427083333333
DCK2n,0.491427083333333
DCSPTN1COAtx,NaN
DCSPTN1CPT1,0.60734375
DCSPTN1CPT2,0.15671875
DCSPTN1CRNt,NaN
DCSPTN1t,NaN
DCT,NaN
DCTPtn,NaN
DCYTD,0.040125
DCYTDn,0.00636458333333333
DCYTt,0.24615625
DDPGAm,NaN
DEBRISOQUINEt,NaN
DECDPtm,NaN
DEDOLP1_L,NaN
DEDOLP2_L,NaN
DEDOLR_L,NaN
DESAT16_2,2.17246875
DESAT18_10,0.305354166666667
DESAT18_3,2.17246875
DESAT18_4,2.17246875
DESAT18_5,2.17246875
DESAT18_6,0.305354166666667
DESAT18_7,0.305354166666667
DESAT18_8,0.305354166666667
DESAT18_9,1.93296875
DESAT20_1,1.93296875
DESAT20_2,1.93296875
DESAT22_1p,NaN
DESAT22_2p,NaN
DESAT24_1,0.305354166666667
DGAT,0.584625
DGCHOLte,NaN
DGCHOLtx,NaN
DGK2m,NaN
DGNSKm,1.86719791666667
DGSNt,0.24615625
DGSNtm,NaN
DGTPtn,NaN
DGULND,NaN
DHAAt1r,1.50904166666667
DHCHOLESTANATEtm,NaN
DHCR241r,0.702479166666667
DHCR242r,0.702479166666667
DHCR243r,0.702479166666667
DHCR71r,1.14809375
DHCR72r,1.14809375
DHCRD1,2.26160416666667
DHCRD2,2.26160416666667
DHDPBMTm,0.494322916666667
DHEASt,0.0204895833333333
DHEAStr,NaN
DHEASULT,0.0117291666666667
DHEAtr,NaN
DHFtl,NaN
DHFtm,NaN
DHORD9,0.282697916666667
DHPM1,3.44304166666667
DHPM2,NaN
DHPR2,NaN
DIDPtn,NaN
DIGALSGALSIDEtg,NaN
DIGALSIDEtg,NaN
DIGALSIDEtl,NaN
DINt,0.24615625
DITPtn,NaN
DKMPPD,NaN
D_LACt2,2.35032291666667
D_LACtm,2.35032291666667
DLNLCGCPT1,0.60734375
DLNLCGCPT2,0.15671875
DLNLCGCRNt,NaN
DLNLCGt,0.520479166666667
DM_13_cis_oretn_n,NaN
DM_13_cis_retn_n,NaN
DM_Asn_X_Ser_Thr_ly,NaN
DM_avite2_c,NaN
DM_bvite_c,NaN
DM_core5_g,NaN
DM_core7_g,NaN
DM_core8_g,NaN
DM_datp_m,NaN
DM_datp_n,NaN
DM_dctp_m,NaN
DM_dctp_n,NaN
DM_dem2emgacpail_prot_hs_r,NaN
DM_dgpi_prot_hs_r,NaN
DM_dgtp_m,NaN
DM_dgtp_n,NaN
DM_dsT_antigen_g,NaN
DM_dttp_m,NaN
DM_dttp_n,NaN
DM_ethamp_r,NaN
DM_gncore2_g,NaN
DM_gpi_sig_er,NaN
DM_hretn_n,NaN
DM_kdn_c,NaN
DM_m_em_3gacpail_prot_hs_r,NaN
DM_melanin_c,NaN
DM_mem2emgacpail_prot_hs_r,NaN
DM_n5m2masn_g,NaN
DM_oretn_n,NaN
DM_Ser_Thr_ly,NaN
DM_Ser_Gly_Ala_X_Gly_ly,NaN
DM_sprm_c,NaN
DM_sTn_antigen_g,NaN
DM_T_antigen_g,NaN
DM_yvite_c,NaN
DMANTIPYRINEte,NaN
DMATTx,0.669104166666667
DMGDHm,0.06478125
DMGtm,NaN
DMHPTCRNCPT2,NaN
DMHPTCRNt,NaN
DMHPTCRNte,NaN
DMNONCOACRNCPT1,NaN
DMNONCRNCPT2,NaN
DMNONCRNt,NaN
DNADtn,NaN
DNDPt10m,0.411697916666667
DNDPt11m,0.411697916666667
DNDPt12m,0.411697916666667
DNDPt13m,0.411697916666667
DNDPt14m,0.411697916666667
DNDPt15m,0.411697916666667
DNDPt16m,0.411697916666667
DNDPt17m,0.411697916666667
DNDPt18m,0.411697916666667
DNDPt19m,0.411697916666667
DNDPt1m,0.411697916666667
DNDPt20m,0.411697916666667
DNDPt21m,0.411697916666667
DNDPt23m,0.411697916666667
DNDPt24m,0.411697916666667
DNDPt25m,0.411697916666667
DNDPt28m,0.411697916666667
DNDPt2m,0.411697916666667
DNDPt30m,0.411697916666667
DNDPt31m,0.411697916666667
DNDPt32m,0.411697916666667
DNDPt37m,0.411697916666667
DNDPt38m,0.411697916666667
DNDPt39m,0.411697916666667
DNDPt3m,0.411697916666667
DNDPt40m,0.411697916666667
DNDPt41m,0.411697916666667
DNDPt42m,0.411697916666667
DNDPt43m,0.411697916666667
DNDPt44m,0.411697916666667
DNDPt45m,0.411697916666667
DNDPt46m,0.411697916666667
DNDPt47m,0.411697916666667
DNDPt48m,0.411697916666667
DNDPt49m,0.411697916666667
DNDPt4m,0.411697916666667
DNDPt50m,0.411697916666667
DNDPt51m,0.411697916666667
DNDPt52m,0.411697916666667
DNDPt53m,0.411697916666667
DNDPt54m,0.411697916666667
DNDPt55m,0.411697916666667
DNDPt56m,0.411697916666667
DNDPt57m,0.411697916666667
DNDPt58m,0.411697916666667
DNDPt59m,0.411697916666667
DNDPt5m,0.411697916666667
DNDPt60m,0.411697916666667
DNDPt61m,0.411697916666667
DNDPt62m,0.411697916666667
DNDPt63m,0.411697916666667
DNDPt6m,0.411697916666667
DNDPt7m,0.411697916666667
DOGULNO1,NaN
DOLGLCP_Lter,NaN
DOLGPP_Ler,NaN
DOLICHOL_Lter,NaN
DOLICHOL_Uter,NaN
DOLK_L,NaN
DOLK_U,NaN
DOLMANP_Uter,NaN
DOLPGT3_Ler,0.230947916666667
DOLPGT3_Uer,0.230947916666667
DOLPMT3_Uer,0.52540625
DOLPMT4_Ler,NaN
DOLPMT4_Uer,NaN
DOPABMO,0.191291666666667
DOPACHRMISO,NaN
DOPAMT,1.78252083333333
DOPAQNISO1,NaN
DOPASFt,NaN
DOPASULT,0.157302083333333
DOPAt4_2_r,NaN
DOPAtu,0.27753125
DOPAVESSEC,0.811520833333333
DORNOp,NaN
DPCOAtl,NaN
DPGase,2.16905208333333
DPGM,2.16905208333333
DPHMBDCm,NaN
DPMVDx,0.17221875
DPPS,NaN
DRIBt,NaN
DRPA,1.74135416666667
DSAT,NaN
DTDPtn,NaN
DTTPtn,NaN
DUDPtn,NaN
DUMPtn,NaN
DURAD,0.940552083333333
DURAD2,0.940552083333333
DURIK1,1.10898958333333
DURIK1m,0.179989583333333
DURIt,0.24615625
DURItn,NaN
DUTPDPm,1.46198958333333
DUTPDPn,1.23363541666667
EAFLATOXINte,NaN
EBASTINEOHte,NaN
EBASTINEOHtr,NaN
EBASTINEte,NaN
EBASTINEtr,NaN
EBP1r,1.66409375
EBP2r,1.66409375
ECOAH12m,2.29807291666667
ECOAH1m,2.29807291666667
ECOAH1x,1.58158333333333
ECOAH9m,2.29807291666667
EHGLAT2m,1.86457291666667
EHGLATm,1.86457291666667
EICOSTETCPT1,0.60734375
EICOSTETCPT2,0.15671875
EICOSTETCRNt,NaN
EICOSTETt,NaN
ELAIDCPT1,0.60734375
ELAIDCPT2,0.15671875
ELAIDCRNt,NaN
ELAIDt,NaN
ENGASE2ly,NaN
ENGASE3ly,NaN
ENGASEly,NaN
ESTRADIOLGLCt,0.7326875
ESTRADIOLGLCt2,0.834083333333333
ESTRADIOLGLCtr,NaN
ESTRADIOLt,NaN
ESTRADIOLtr,NaN
ESTRIOLGLCte,0.818802083333333
ESTRIOLGLCtr,NaN
ESTRIOLtr,NaN
ESTRONEGLCt,0.0449375
ESTRONEGLCtr,NaN
ESTRONESt,0.7326875
ESTRONESt2,0.02290625
ESTRONEtr,NaN
ESTSULT,0.157302083333333
ETF,2.11646875
ETFQO,0.802291666666667
ETHAK,0.748072916666667
ETHP,0.01403125
ETOHMO,0.025375
ETOHtx,NaN
EX_10fthf_e,NaN
EX_10fthf5glu_e,NaN
EX_10fthf6glu_e,NaN
EX_10fthf7glu_e,NaN
EX_11_cis_retfa_e,NaN
EX_13_cis_retnglc_e,NaN
EX_1glyc_hs_e,NaN
EX_2425dhvitd2_e,NaN
EX_2425dhvitd3_e,NaN
EX_24nph_e,NaN
EX_25hvitd2_e,NaN
EX_25hvitd3_e,NaN
EX_2hb_e,NaN
EX_2mcit_e,NaN
EX_34dhoxpeg_e,NaN
EX_34dhphe_e,NaN
EX_35cgmp_e,NaN
EX_3aib_e,NaN
EX_3aib_D_e,NaN
EX_3mlda_e,NaN
EX_4hdebrisoquine_e,NaN
EX_4hphac_e,NaN
EX_4mptnl_e,NaN
EX_4mtolbutamide_e,NaN
EX_4nph_e,NaN
EX_4nphsf_e,NaN
EX_4pyrdx_e,NaN
EX_5adtststerone_e,NaN
EX_5adtststeroneglc_e,NaN
EX_5adtststerones_e,NaN
EX_5dhf_e,NaN
EX_5fthf_e,NaN
EX_5homeprazole_e,NaN
EX_5htrp_e,NaN
EX_5mthf_e,NaN
EX_5thf_e,NaN
EX_6dhf_e,NaN
EX_6htststerone_e,NaN
EX_6thf_e,NaN
EX_7dhf_e,NaN
EX_7thf_e,NaN
